dispatch_id,dispatch_number,co_id,customer_id,dispatch_date,source_location,transport_mode,vehicle_number,lr_number,driver_name,transport_company,delivery_address,city,state,expected_delivery_date,actual_delivery_date,dispatched_by,status,remarks
160,DSP202511050160,160,10,2025-11-05,Finished Goods Warehouse - EV Motor Zone,Road,TN 43 EN 1560,LR25110500160,Suresh Kumar,VRL Logistics,"Ampere Electric, EV Motor Receiving Dock, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,2025-11-07,2025-11-07,8,Delivered,Delivered dispatch for SO202606300160 to Coimbatore.
161,DSP202511080161,161,11,2025-11-08,Finished Goods Warehouse - Premium Motor Aisle,Courier,COURIER-00161,LR25110800161,,TCI Freight,"Mahindra Last Mile Mobility, EV Motor Receiving Dock, Haridwar, Uttarakhand",Haridwar,Uttarakhand,2025-11-17,2025-11-18,1,Delivered,Delivered dispatch for SO202606300161 to Haridwar.
162,DSP202511100162,162,15,2025-11-10,Finished Goods Warehouse - Export Hold,Rail,MH 57 GP 3142,LR25111000162,Arun Prakash,Delhivery Heavy Goods,"YC Electric, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2025-11-18,2025-11-17,12,Delivered,Delivered dispatch for SO202606300162 to Delhi.
163,DSP202511120163,163,3,2025-11-12,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 64 HQ 3933,LR25111200163,Naveen Singh,Blue Dart Cargo,"TVS Motor Company, EV Motor Receiving Dock, Hosur, Tamil Nadu",Hosur,Tamil Nadu,2025-11-14,2025-11-14,13,Delivered,Delivered dispatch for SO202606300163 to Hosur.
164,DSP202511130164,164,21,2025-11-13,Finished Goods Warehouse - EV Motor Zone,Road,HR 71 IR 4724,LR25111300164,Ravi Kumar,Mahindra Logistics,"EKA Mobility, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2025-11-18,2025-11-19,10,Delivered,Delivered dispatch for SO202606300164 to Pune.
165,DSP202511160165,165,3,2025-11-16,Finished Goods Warehouse - Premium Motor Aisle,Road,DL 78 JS 5515,LR25111600165,Imran Khan,Gati KWE,"TVS Motor Company, EV Motor Receiving Dock, Hosur, Tamil Nadu",Hosur,Tamil Nadu,2025-11-18,2025-11-17,11,Delivered,Delivered dispatch for SO202606300165 to Hosur.
166,DSP202511200166,166,5,2025-11-20,Finished Goods Warehouse - Export Hold,Road,TS 85 KT 6306,LR25112000166,Prakash Reddy,Rivigo Services,"Hero MotoCorp, EV Motor Receiving Dock, Neemrana, Rajasthan",Neemrana,Rajasthan,2025-11-28,2025-11-28,8,Delivered,Delivered dispatch for SO202606300166 to Neemrana.
167,DSP202511250167,167,20,2025-11-25,Finished Goods Warehouse - Dispatch Ready Bay,Courier,COURIER-00167,LR25112500167,,Safexpress,"Montra Electric, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2025-11-27,2025-11-28,1,Delivered,Delivered dispatch for SO202606300167 to Chennai.
168,DSP202511150168,168,9,2025-11-15,Finished Goods Warehouse - EV Motor Zone,Customer Pickup,PICKUP-00168,CPU000168,Dinesh Sharma,Customer Pickup,"Simple Energy, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-11-18,2025-11-17,12,Delivered,Delivered dispatch for SO202606300168 to Bengaluru.
169,DSP202511170169,169,7,2025-11-17,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 08 NW 8679,LR25111700169,Kannan M,Om Logistics,"River, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-11-20,2025-11-20,13,Delivered,Delivered dispatch for SO202606300169 to Bengaluru.
170,DSP202511190170,170,1,2025-11-19,Finished Goods Warehouse - Export Hold,Road,MH 15 OX 9470,LR25111900170,Suresh Kumar,VRL Logistics,"Ather Energy, EV Motor Receiving Dock, Hosur, Tamil Nadu",Hosur,Tamil Nadu,2025-11-21,2025-11-22,10,Delivered,Delivered dispatch for SO202606300170 to Hosur.
171,DSP202511200171,171,13,2025-11-20,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 22 PY 1261,LR25112000171,Manoj Yadav,TCI Freight,"Omega Seiki, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2025-11-28,2025-11-27,11,Delivered,Delivered dispatch for SO202606300171 to Delhi.
172,DSP202511220172,172,7,2025-11-22,Finished Goods Warehouse - EV Motor Zone,Road,HR 29 QZ 2052,LR25112200172,Arun Prakash,Delhivery Heavy Goods,"River, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-11-25,2025-11-25,8,Delivered,Delivered dispatch for SO202606300172 to Bengaluru.
173,DSP202511260173,173,5,2025-11-26,Finished Goods Warehouse - Premium Motor Aisle,Road,DL 36 RA 2843,LR25112600173,Naveen Singh,Blue Dart Cargo,"Hero MotoCorp, EV Motor Receiving Dock, Neemrana, Rajasthan",Neemrana,Rajasthan,2025-12-04,2025-12-05,1,Delivered,Delivered dispatch for SO202606300173 to Neemrana.
174,DSP202511270174,174,17,2025-11-27,Finished Goods Warehouse - Export Hold,Courier,COURIER-00174,LR25112700174,,Mahindra Logistics,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-11-30,2025-11-29,12,Delivered,Delivered dispatch for SO202606300174 to Bengaluru.
175,DSP202511290175,175,5,2025-11-29,Finished Goods Warehouse - Dispatch Ready Bay,Customer Pickup,PICKUP-00175,CPU000175,Imran Khan,Customer Pickup,"Hero MotoCorp, EV Motor Receiving Dock, Neemrana, Rajasthan",Neemrana,Rajasthan,2025-12-07,2025-12-07,13,Delivered,Delivered dispatch for SO202606300175 to Neemrana.
176,DSP202512010176,176,5,2025-12-01,Finished Goods Warehouse - EV Motor Zone,Road,TN 57 UD 5216,LR25120100176,Prakash Reddy,Rivigo Services,"Hero MotoCorp, EV Motor Receiving Dock, Neemrana, Rajasthan",Neemrana,Rajasthan,2025-12-09,,10,In Transit,In Transit dispatch for SO202606300176 to Neemrana.
177,DSP202512040177,177,5,2025-12-04,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 64 VE 6007,LR25120400177,Sanjay Patil,Safexpress,"Hero MotoCorp, EV Motor Receiving Dock, Neemrana, Rajasthan",Neemrana,Rajasthan,2025-12-12,,11,In Transit,In Transit dispatch for SO202606300177 to Neemrana.
178,DSP202512060178,178,17,2025-12-06,Finished Goods Warehouse - Export Hold,Road,MH 71 WF 6798,LR25120600178,Dinesh Sharma,Agarwal Packers Logistics,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-12-09,,8,In Transit,In Transit dispatch for SO202606300178 to Bengaluru.
179,DSP202512100179,179,2,2025-12-10,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 78 XG 7589,LR25121000179,Kannan M,Om Logistics,"Ola Electric, EV Motor Receiving Dock, Krishnagiri, Tamil Nadu",Krishnagiri,Tamil Nadu,2025-12-12,,1,In Transit,In Transit dispatch for SO202606300179 to Krishnagiri.
180,DSP202511300180,180,2,2025-11-30,Finished Goods Warehouse - EV Motor Zone,Road,HR 85 YH 8380,LR25113000180,Suresh Kumar,VRL Logistics,"Ola Electric, EV Motor Receiving Dock, Krishnagiri, Tamil Nadu",Krishnagiri,Tamil Nadu,2025-12-02,,12,In Transit,In Transit dispatch for SO202606300180 to Krishnagiri.
181,DSP202512010181,181,8,2025-12-01,Finished Goods Warehouse - Premium Motor Aisle,Courier,COURIER-00181,LR25120100181,,TCI Freight,"Ultraviolette Automotive, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-12-04,,13,In Transit,In Transit dispatch for SO202606300181 to Bengaluru.
182,DSP202512030182,182,9,2025-12-03,Finished Goods Warehouse - Export Hold,Customer Pickup,PICKUP-00182,CPU000182,Arun Prakash,Customer Pickup,"Simple Energy, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-12-06,,10,In Transit,In Transit dispatch for SO202606300182 to Bengaluru.
183,DSP202512050183,183,14,2025-12-05,Finished Goods Warehouse - Dispatch Ready Bay,Road,RJ 08 BK 1753,LR25120500183,Naveen Singh,Blue Dart Cargo,"Euler Motors, EV Motor Receiving Dock, New Delhi, Delhi",New Delhi,Delhi,2025-12-13,,11,In Transit,In Transit dispatch for SO202606300183 to New Delhi.
184,DSP202512070184,184,10,2025-12-07,Finished Goods Warehouse - EV Motor Zone,Road,TN 15 CL 2544,LR25120700184,Ravi Kumar,Mahindra Logistics,"Ampere Electric, EV Motor Receiving Dock, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,2025-12-09,,8,In Transit,In Transit dispatch for SO202606300184 to Coimbatore.
185,DSP202512100185,185,7,2025-12-10,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 22 DM 3335,LR25121000185,Imran Khan,Gati KWE,"River, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-12-13,,1,In Transit,In Transit dispatch for SO202606300185 to Bengaluru.
186,DSP202512140186,188,17,2025-12-14,Finished Goods Warehouse - Export Hold,Road,MH 29 EN 4126,LR25121400186,Prakash Reddy,Rivigo Services,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2025-12-17,,12,In Transit,In Transit dispatch for SO202606300188 to Bengaluru.
187,DSP202512170187,189,20,2025-12-17,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 36 FO 4917,LR25121700187,Sanjay Patil,Safexpress,"Montra Electric, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2025-12-19,,13,In Transit,In Transit dispatch for SO202606300189 to Chennai.
188,DSP202512220188,194,20,2025-12-22,Finished Goods Warehouse - EV Motor Zone,Courier,COURIER-00188,LR25122200188,,Agarwal Packers Logistics,"Montra Electric, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2025-12-24,,10,In Transit,In Transit dispatch for SO202606300194 to Chennai.
189,DSP202512260189,196,11,2025-12-26,Finished Goods Warehouse - Premium Motor Aisle,Rail,DL 50 HQ 6499,LR25122600189,Kannan M,Om Logistics,"Mahindra Last Mile Mobility, EV Motor Receiving Dock, Haridwar, Uttarakhand",Haridwar,Uttarakhand,2026-01-04,,11,In Transit,In Transit dispatch for SO202606300196 to Haridwar.
190,DSP202512270190,197,12,2025-12-27,Finished Goods Warehouse - Export Hold,Road,TS 57 IR 7290,LR25122700190,Suresh Kumar,VRL Logistics,"Piaggio Vehicles, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-01-01,,8,In Transit,In Transit dispatch for SO202606300197 to Pune.
191,DSP202512290191,198,11,2025-12-29,Finished Goods Warehouse - Dispatch Ready Bay,Road,RJ 64 JS 8081,LR25122900191,Manoj Yadav,TCI Freight,"Mahindra Last Mile Mobility, EV Motor Receiving Dock, Haridwar, Uttarakhand",Haridwar,Uttarakhand,2026-01-07,,1,In Transit,In Transit dispatch for SO202606300198 to Haridwar.
192,DSP202512200192,202,11,2025-12-20,Finished Goods Warehouse - EV Motor Zone,Road,TN 71 KT 8872,LR25122000192,Arun Prakash,Delhivery Heavy Goods,"Mahindra Last Mile Mobility, EV Motor Receiving Dock, Haridwar, Uttarakhand",Haridwar,Uttarakhand,2025-12-29,,12,In Transit,In Transit dispatch for SO202606300202 to Haridwar.
193,DSP202512210193,203,20,2025-12-21,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 78 LU 9663,LR25122100193,Naveen Singh,Blue Dart Cargo,"Montra Electric, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2025-12-23,,13,In Transit,In Transit dispatch for SO202606300203 to Chennai.
194,DSP202512230194,205,15,2025-12-23,Finished Goods Warehouse - Export Hold,Courier,COURIER-00194,LR25122300194,,Mahindra Logistics,"YC Electric, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2025-12-31,,10,In Transit,In Transit dispatch for SO202606300205 to Delhi.
195,DSP202512310195,208,17,2025-12-31,Finished Goods Warehouse - Dispatch Ready Bay,Customer Pickup,PICKUP-00195,CPU000195,Imran Khan,Customer Pickup,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2026-01-03,,11,In Transit,In Transit dispatch for SO202606300208 to Bengaluru.
196,DSP202601010196,209,22,2026-01-01,Finished Goods Warehouse - EV Motor Zone,Road,HR 01 OX 3036,LR26010100196,Prakash Reddy,Rivigo Services,"Switch Mobility, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-01-03,,8,In Transit,In Transit dispatch for SO202606300209 to Chennai.
197,DSP202601030197,210,11,2026-01-03,Finished Goods Warehouse - Premium Motor Aisle,Road,DL 08 PY 3827,LR26010300197,Sanjay Patil,Safexpress,"Mahindra Last Mile Mobility, EV Motor Receiving Dock, Haridwar, Uttarakhand",Haridwar,Uttarakhand,2026-01-12,,1,In Transit,In Transit dispatch for SO202606300210 to Haridwar.
198,DSP202601040198,211,15,2026-01-04,Finished Goods Warehouse - Export Hold,Road,TS 15 QZ 4618,LR26010400198,Dinesh Sharma,Agarwal Packers Logistics,"YC Electric, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2026-01-12,,12,In Transit,In Transit dispatch for SO202606300211 to Delhi.
199,DSP202601070199,213,19,2026-01-07,Finished Goods Warehouse - Dispatch Ready Bay,Road,RJ 22 RA 5409,LR26010700199,Kannan M,Om Logistics,"Tata Motors, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-01-12,,13,In Transit,In Transit dispatch for SO202606300213 to Pune.
200,DSP202601110200,216,17,2026-01-11,Finished Goods Warehouse - EV Motor Zone,Road,TN 29 SB 6200,LR26011100200,Suresh Kumar,VRL Logistics,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2026-01-14,,10,In Transit,In Transit dispatch for SO202606300216 to Bengaluru.
201,DSP202601140201,217,20,2026-01-14,Finished Goods Warehouse - Premium Motor Aisle,Courier,COURIER-00201,LR26011400201,,TCI Freight,"Montra Electric, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-01-16,,11,In Transit,In Transit dispatch for SO202606300217 to Chennai.
202,DSP202601160202,218,16,2026-01-16,Finished Goods Warehouse - Export Hold,Customer Pickup,PICKUP-00202,CPU000202,Arun Prakash,Customer Pickup,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-01-21,,8,In Transit,In Transit dispatch for SO202606300218 to Pune.
203,DSP202601190203,220,15,2026-01-19,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 50 VE 8573,LR26011900203,Naveen Singh,Blue Dart Cargo,"YC Electric, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2026-01-27,,1,In Transit,In Transit dispatch for SO202606300220 to Delhi.
204,DSP202601080204,221,17,2026-01-08,Finished Goods Warehouse - EV Motor Zone,Road,HR 57 WF 9364,LR26010800204,Ravi Kumar,Mahindra Logistics,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2026-01-11,,12,In Transit,In Transit dispatch for SO202606300221 to Bengaluru.
205,DSP202601090205,222,21,2026-01-09,Finished Goods Warehouse - Premium Motor Aisle,Road,DL 64 XG 1155,LR26010900205,Imran Khan,Gati KWE,"EKA Mobility, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-01-14,,13,In Transit,In Transit dispatch for SO202606300222 to Pune.
206,DSP202601170206,225,21,2026-01-17,Finished Goods Warehouse - Export Hold,Road,TS 71 YH 1946,LR26011700206,Prakash Reddy,Rivigo Services,"EKA Mobility, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-01-22,,10,In Transit,In Transit dispatch for SO202606300225 to Pune.
207,DSP202601240207,229,18,2026-01-24,Finished Goods Warehouse - Dispatch Ready Bay,Road,RJ 78 ZI 2737,LR26012400207,Sanjay Patil,Safexpress,"Ashok Leyland, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-01-26,,11,In Transit,In Transit dispatch for SO202606300229 to Chennai.
208,DSP202601260208,231,15,2026-01-26,Finished Goods Warehouse - EV Motor Zone,Courier,COURIER-00208,LR26012600208,,Agarwal Packers Logistics,"YC Electric, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2026-02-03,,8,In Transit,In Transit dispatch for SO202606300231 to Delhi.
209,DSP202601280209,232,13,2026-01-28,Finished Goods Warehouse - Premium Motor Aisle,Customer Pickup,PICKUP-00209,CPU000209,Kannan M,Customer Pickup,"Omega Seiki, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2026-02-05,,1,In Transit,In Transit dispatch for SO202606300232 to Delhi.
210,DSP202602020210,239,22,2026-02-02,Finished Goods Warehouse - Export Hold,Road,MH 01 CL 5110,LR26020200210,Suresh Kumar,VRL Logistics,"Switch Mobility, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-02-04,,12,In Transit,In Transit dispatch for SO202606300239 to Chennai.
211,DSP202602040211,240,13,2026-02-04,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 08 DM 5901,LR26020400211,Manoj Yadav,TCI Freight,"Omega Seiki, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2026-02-12,,13,In Transit,In Transit dispatch for SO202606300240 to Delhi.
212,DSP202602060212,241,23,2026-02-06,Finished Goods Warehouse - EV Motor Zone,Road,HR 15 EN 6692,LR26020600212,Arun Prakash,Delhivery Heavy Goods,"Larsen & Toubro, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-02-08,,10,In Transit,In Transit dispatch for SO202606300241 to Chennai.
213,DSP202602080213,242,25,2026-02-08,Finished Goods Warehouse - Premium Motor Aisle,Road,DL 22 FO 7483,LR26020800213,Naveen Singh,Blue Dart Cargo,"Siemens India, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-02-10,,11,In Transit,In Transit dispatch for SO202606300242 to Chennai.
214,DSP202602100214,246,17,2026-02-10,Finished Goods Warehouse - Export Hold,Road,TS 29 GP 8274,LR26021000214,Ravi Kumar,Mahindra Logistics,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2026-02-13,,8,In Transit,In Transit dispatch for SO202606300246 to Bengaluru.
215,DSP202602150215,250,13,2026-02-15,Finished Goods Warehouse - Dispatch Ready Bay,Courier,COURIER-00215,LR26021500215,,Gati KWE,"Omega Seiki, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2026-02-23,,1,In Transit,In Transit dispatch for SO202606300250 to Delhi.
216,DSP202602050216,252,14,2026-02-05,Finished Goods Warehouse - EV Motor Zone,Rail,TN 43 IR 9856,LR26020500216,Prakash Reddy,Rivigo Services,"Euler Motors, EV Motor Receiving Dock, New Delhi, Delhi",New Delhi,Delhi,2026-02-13,,12,In Transit,In Transit dispatch for SO202606300252 to New Delhi.
217,DSP202602090217,255,20,2026-02-09,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 50 JS 1647,LR26020900217,Sanjay Patil,Safexpress,"Montra Electric, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-02-11,,13,In Transit,In Transit dispatch for SO202606300255 to Chennai.
218,DSP202602120218,257,12,2026-02-12,Finished Goods Warehouse - Export Hold,Road,MH 57 KT 2438,LR26021200218,Dinesh Sharma,Agarwal Packers Logistics,"Piaggio Vehicles, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-02-17,,10,In Transit,In Transit dispatch for SO202606300257 to Pune.
219,DSP202602150219,260,12,2026-02-15,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 64 LU 3229,LR26021500219,Kannan M,Om Logistics,"Piaggio Vehicles, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-02-20,,11,In Transit,In Transit dispatch for SO202606300260 to Pune.
220,DSP202602170220,261,12,2026-02-17,Finished Goods Warehouse - EV Motor Zone,Road,HR 71 MV 4020,LR26021700220,Suresh Kumar,VRL Logistics,"Piaggio Vehicles, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-02-22,,8,In Transit,In Transit dispatch for SO202606300261 to Pune.
221,DSP202602260221,268,16,2026-02-26,Finished Goods Warehouse - Premium Motor Aisle,Courier,COURIER-00221,LR26022600221,,TCI Freight,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-03-03,,1,In Transit,In Transit dispatch for SO202606300268 to Pune.
222,DSP202602270222,269,24,2026-02-27,Finished Goods Warehouse - Export Hold,Customer Pickup,PICKUP-00222,CPU000222,Arun Prakash,Customer Pickup,"ABB India, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2026-03-02,,12,In Transit,In Transit dispatch for SO202606300269 to Bengaluru.
223,DSP202603060223,273,16,2026-03-06,Finished Goods Warehouse - Dispatch Ready Bay,Road,RJ 92 PY 6393,LR26030600223,Naveen Singh,Blue Dart Cargo,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-03-11,,13,In Transit,In Transit dispatch for SO202606300273 to Pune.
224,DSP202603090224,275,14,2026-03-09,Finished Goods Warehouse - EV Motor Zone,Road,TN 01 QZ 7184,LR26030900224,Ravi Kumar,Mahindra Logistics,"Euler Motors, EV Motor Receiving Dock, New Delhi, Delhi",New Delhi,Delhi,2026-03-17,,10,In Transit,In Transit dispatch for SO202606300275 to New Delhi.
225,DSP202603150225,278,16,2026-03-15,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 08 RA 7975,LR26031500225,Imran Khan,Gati KWE,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-03-20,,11,In Transit,In Transit dispatch for SO202606300278 to Pune.
226,DSP202603210226,282,16,2026-03-21,Finished Goods Warehouse - Export Hold,Road,MH 15 SB 8766,LR26032100226,Prakash Reddy,Rivigo Services,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-03-26,2026-03-27,8,Partially Delivered,Partially Delivered dispatch for SO202606300282 to Pune.
227,DSP202603240227,285,17,2026-03-24,Finished Goods Warehouse - Dispatch Ready Bay,Road,GJ 22 TC 9557,LR26032400227,Sanjay Patil,Safexpress,"Altigreen, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2026-03-27,2026-03-28,1,Partially Delivered,Partially Delivered dispatch for SO202606300285 to Bengaluru.
228,DSP202603160228,287,24,2026-03-16,Finished Goods Warehouse - EV Motor Zone,Courier,COURIER-00228,LR26031600228,,Agarwal Packers Logistics,"ABB India, EV Motor Receiving Dock, Bengaluru, Karnataka",Bengaluru,Karnataka,2026-03-19,2026-03-20,12,Partially Delivered,Partially Delivered dispatch for SO202606300287 to Bengaluru.
229,DSP202603170229,288,25,2026-03-17,Finished Goods Warehouse - Premium Motor Aisle,Customer Pickup,PICKUP-00229,CPU000229,Kannan M,Customer Pickup,"Siemens India, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2026-03-19,2026-03-20,13,Partially Delivered,Partially Delivered dispatch for SO202606300288 to Chennai.
230,DSP202603210230,291,16,2026-03-21,Finished Goods Warehouse - Export Hold,Road,TS 43 WF 2930,LR26032100230,Suresh Kumar,VRL Logistics,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-03-26,2026-03-27,10,Partially Delivered,Partially Delivered dispatch for SO202606300291 to Pune.
231,DSP202603240231,292,16,2026-03-24,Finished Goods Warehouse - Dispatch Ready Bay,Road,RJ 50 XG 3721,LR26032400231,Manoj Yadav,TCI Freight,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-03-29,2026-03-30,11,Partially Delivered,Partially Delivered dispatch for SO202606300292 to Pune.
232,DSP202603300232,297,21,2026-03-30,Finished Goods Warehouse - EV Motor Zone,Road,TN 57 YH 4512,LR26033000232,Arun Prakash,Delhivery Heavy Goods,"EKA Mobility, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2026-04-04,2026-04-05,8,Partially Delivered,Partially Delivered dispatch for SO202606300297 to Pune.
233,DSP202604060233,300,13,2026-04-06,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 64 ZI 5303,LR26040600233,Naveen Singh,Blue Dart Cargo,"Omega Seiki, EV Motor Receiving Dock, Delhi, Delhi",Delhi,Delhi,2026-04-14,2026-04-15,1,Partially Delivered,Partially Delivered dispatch for SO202606300300 to Delhi.
234,DSP202504090234,1,11,2025-04-09,Finished Goods Warehouse - Export Hold,Road,MH 71 AJ 6094,LR25040900234,Ravi Kumar,Mahindra Logistics,"Mahindra Last Mile Mobility, EV Motor Receiving Dock, Haridwar, Uttarakhand",Haridwar,Uttarakhand,2025-04-18,2025-04-19,12,Partially Delivered,Partially Delivered dispatch for SO202606300001 to Haridwar.
235,DSP202505180235,3,19,2025-05-18,Finished Goods Warehouse - Dispatch Ready Bay,Courier,COURIER-00235,LR25051800235,,Gati KWE,"Tata Motors, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2025-05-23,2025-05-24,13,Partially Delivered,Partially Delivered dispatch for SO202606300003 to Pune.
236,DSP202504250236,7,16,2025-04-25,Finished Goods Warehouse - EV Motor Zone,Customer Pickup,PICKUP-00236,CPU000236,Prakash Reddy,Customer Pickup,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2025-04-30,2025-05-01,10,Partially Delivered,Partially Delivered dispatch for SO202606300007 to Pune.
237,DSP202505200237,9,20,2025-05-20,Finished Goods Warehouse - Premium Motor Aisle,Road,DL 92 DM 8467,LR25052000237,Sanjay Patil,Safexpress,"Montra Electric, EV Motor Receiving Dock, Chennai, Tamil Nadu",Chennai,Tamil Nadu,2025-05-22,2025-05-23,11,Partially Delivered,Partially Delivered dispatch for SO202606300009 to Chennai.
238,DSP202505210238,13,21,2025-05-21,Finished Goods Warehouse - Export Hold,Road,TS 01 EN 9258,LR25052100238,Dinesh Sharma,Agarwal Packers Logistics,"EKA Mobility, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2025-05-26,2025-05-27,8,Partially Delivered,Partially Delivered dispatch for SO202606300013 to Pune.
239,DSP202505200239,17,14,2025-05-20,Finished Goods Warehouse - Dispatch Ready Bay,Road,RJ 08 FO 1049,LR25052000239,Kannan M,Om Logistics,"Euler Motors, EV Motor Receiving Dock, New Delhi, Delhi",New Delhi,Delhi,2025-05-28,2025-05-29,1,Partially Delivered,Partially Delivered dispatch for SO202606300017 to New Delhi.
240,DSP202505110240,22,11,2025-05-11,Finished Goods Warehouse - EV Motor Zone,Road,TN 15 GP 1840,LR25051100240,Suresh Kumar,VRL Logistics,"Mahindra Last Mile Mobility, EV Motor Receiving Dock, Haridwar, Uttarakhand",Haridwar,Uttarakhand,2025-05-20,2025-05-21,12,Partially Delivered,Partially Delivered dispatch for SO202606300022 to Haridwar.
241,DSP202505230241,26,16,2025-05-23,Finished Goods Warehouse - Premium Motor Aisle,Road,KA 22 HQ 2631,LR25052300241,Manoj Yadav,TCI Freight,"Kinetic Green, EV Motor Receiving Dock, Pune, Maharashtra",Pune,Maharashtra,2025-05-28,2025-05-29,13,Partially Delivered,Partially Delivered dispatch for SO202606300026 to Pune.
