po_item_id,po_id,pr_item_id,item_id,ordered_quantity,uom,unit_price,line_subtotal,tax_rate,tax_amount,discount_amount,line_total,expected_delivery_date,received_quantity,pending_quantity,line_status,remarks
3129,1504,4354,94,59.000,No,36.58,2158.22,18.00,388.48,0.00,2546.70,2025-04-02,0.000,59.000,Ordered,Generated PO item from PR item.
3130,1505,1505,17,162.000,No,2544.00,412128.00,18.00,74183.04,0.00,486311.04,2025-03-31,0.000,162.000,Ordered,Generated PO item from PR item.
3131,1506,4356,96,172.000,No,4.00,688.00,18.00,123.84,0.00,811.84,2025-04-10,0.000,172.000,Ordered,Generated PO item from PR item.
3132,1507,1507,19,12.000,No,456.75,5481.00,18.00,986.58,0.00,6467.58,2025-04-06,0.000,12.000,Ordered,Generated PO item from PR item.
3133,1508,4358,98,100.000,No,8.24,824.00,18.00,148.32,0.00,972.32,2025-04-12,0.000,100.000,Ordered,Generated PO item from PR item.
3134,1509,1509,21,44.000,No,62.70,2758.80,18.00,496.58,0.00,3255.38,2025-04-16,0.000,44.000,Ordered,Generated PO item from PR item.
3135,1510,4360,1,213.000,No,1908.00,406404.00,18.00,73152.72,0.00,479556.72,2025-04-04,0.000,213.000,Ordered,Generated PO item from PR item.
3136,1511,1511,23,65.000,No,120.00,7800.00,18.00,1404.00,0.00,9204.00,2025-04-10,0.000,65.000,Ordered,Generated PO item from PR item.
3137,1512,4362,3,117.000,No,6293.00,736281.00,18.00,132530.58,0.00,868811.58,2025-04-06,0.000,117.000,Ordered,Generated PO item from PR item.
3138,1513,1513,25,33.000,No,669.50,22093.50,18.00,3976.83,0.00,26070.33,2025-04-10,0.000,33.000,Ordered,Generated PO item from PR item.
3139,1514,4364,5,319.000,No,2299.00,733381.00,18.00,132008.58,0.00,865389.58,2025-04-12,0.000,319.000,Ordered,Generated PO item from PR item.
3140,1515,1515,27,53.000,No,47.70,2528.10,18.00,455.06,0.00,2983.16,2025-04-10,0.000,53.000,Ordered,Generated PO item from PR item.
3141,1516,4366,7,153.000,No,180.00,27540.00,18.00,4957.20,0.00,32497.20,2025-04-17,0.000,153.000,Ordered,Generated PO item from PR item.
3142,1517,1517,29,15.000,kg,862.75,12941.25,18.00,2329.43,0.00,15270.68,2025-04-08,0.000,15.000,Ordered,Generated PO item from PR item.
3143,1518,4368,9,88.000,No,370.80,32630.40,18.00,5873.47,0.00,38503.87,2025-04-08,0.000,88.000,Ordered,Generated PO item from PR item.
3144,1519,1519,31,25.000,kg,961.40,24035.00,18.00,4326.30,0.00,28361.30,2025-04-01,0.000,25.000,Ordered,Generated PO item from PR item.
3145,1520,4370,11,216.000,No,795.00,171720.00,18.00,30909.60,0.00,202629.60,2025-04-11,0.000,216.000,Ordered,Generated PO item from PR item.
3146,1521,1521,33,143.000,m,60.00,8580.00,18.00,1544.40,0.00,10124.40,2025-04-15,0.000,143.000,Ordered,Generated PO item from PR item.
3147,1522,4372,13,212.000,No,162.40,34428.80,18.00,6197.18,0.00,40625.98,2025-04-13,0.000,212.000,Ordered,Generated PO item from PR item.
3148,1523,1523,35,120.000,No,92.70,11124.00,18.00,2002.32,0.00,13126.32,2025-04-08,0.000,120.000,Ordered,Generated PO item from PR item.
3149,1524,4374,15,31.000,No,438.90,13605.90,18.00,2449.06,0.00,16054.96,2025-04-09,0.000,31.000,Ordered,Generated PO item from PR item.
3150,1525,1525,37,90.000,No,445.20,40068.00,18.00,7212.24,0.00,47280.24,2025-04-07,0.000,90.000,Ordered,Generated PO item from PR item.
3151,1526,4376,17,175.000,No,2400.00,420000.00,18.00,75600.00,0.00,495600.00,2025-04-02,0.000,175.000,Ordered,Generated PO item from PR item.
3152,1527,1527,39,100.000,No,45.68,4568.00,18.00,822.24,0.00,5390.24,2025-04-04,0.000,100.000,Ordered,Generated PO item from PR item.
3153,1528,4378,19,101.000,No,463.50,46813.50,18.00,8426.43,0.00,55239.93,2025-04-18,0.000,101.000,Ordered,Generated PO item from PR item.
3154,1529,1529,41,184.000,No,1463.00,269192.00,18.00,48454.56,0.00,317646.56,2025-04-03,0.000,184.000,Ordered,Generated PO item from PR item.
3155,1530,4380,21,250.000,No,63.60,15900.00,18.00,2862.00,0.00,18762.00,2025-04-16,0.000,250.000,Ordered,Generated PO item from PR item.
3156,1531,1531,43,27.000,No,85.00,2295.00,18.00,413.10,0.00,2708.10,2025-04-06,0.000,27.000,Ordered,Generated PO item from PR item.
3157,1532,4382,23,26.000,No,121.80,3166.80,18.00,570.02,0.00,3736.82,2025-04-14,0.000,26.000,Ordered,Generated PO item from PR item.
3158,1533,1533,45,22.000,No,360.50,7931.00,18.00,1427.58,0.00,9358.58,2025-04-15,0.000,22.000,Ordered,Generated PO item from PR item.
3159,1534,4384,25,31.000,No,679.25,21056.75,18.00,3790.22,0.00,24846.97,2025-04-13,0.000,31.000,Ordered,Generated PO item from PR item.
3160,1535,1535,47,34.000,Set,477.00,16218.00,18.00,2919.24,0.00,19137.24,2025-04-15,0.000,34.000,Ordered,Generated PO item from PR item.
3161,1536,4386,27,113.000,No,45.00,5085.00,18.00,915.30,0.00,6000.30,2025-04-12,0.000,113.000,Ordered,Generated PO item from PR item.
3162,1537,1537,49,123.000,No,25.38,3121.74,18.00,561.91,0.00,3683.65,2025-04-17,0.000,123.000,Ordered,Generated PO item from PR item.
3163,1538,4388,29,61.000,kg,875.50,53405.50,18.00,9612.99,0.00,63018.49,2025-04-16,0.000,61.000,Ordered,Generated PO item from PR item.
3164,1539,1539,51,200.000,No,114.95,22990.00,18.00,4138.20,0.00,27128.20,2025-04-05,0.000,200.000,Ordered,Generated PO item from PR item.
3165,1540,4390,31,142.000,kg,975.20,138478.40,18.00,24926.11,0.00,163404.51,2025-04-12,0.000,142.000,Ordered,Generated PO item from PR item.
3166,1541,1541,53,205.000,No,3.00,615.00,18.00,110.70,0.00,725.70,2025-04-15,0.000,205.000,Ordered,Generated PO item from PR item.
3167,1542,4392,33,251.000,m,60.90,15285.90,18.00,2751.46,0.00,18037.36,2025-04-16,0.000,251.000,Ordered,Generated PO item from PR item.
3168,1543,1543,55,128.000,No,8.24,1054.72,18.00,189.85,0.00,1244.57,2025-04-15,0.000,128.000,Ordered,Generated PO item from PR item.
3169,1544,4394,35,59.000,No,94.05,5548.95,18.00,998.81,0.00,6547.76,2025-04-15,0.000,59.000,Ordered,Generated PO item from PR item.
3170,1545,1545,57,200.000,No,12.72,2544.00,18.00,457.92,0.00,3001.92,2025-04-15,0.000,200.000,Ordered,Generated PO item from PR item.
3171,1546,4396,37,129.000,No,420.00,54180.00,18.00,9752.40,0.00,63932.40,2025-04-21,0.000,129.000,Ordered,Generated PO item from PR item.
3172,1547,1547,59,120.000,No,5.08,609.60,18.00,109.73,0.00,719.33,2025-04-21,0.000,120.000,Ordered,Generated PO item from PR item.
3173,1548,4398,39,223.000,No,46.35,10336.05,18.00,1860.49,0.00,12196.54,2025-04-22,0.000,223.000,Ordered,Generated PO item from PR item.
3174,1549,1549,61,200.000,m,26.13,5226.00,18.00,940.68,0.00,6166.68,2025-04-22,0.000,200.000,Ordered,Generated PO item from PR item.
3175,1550,4400,41,199.000,No,1484.00,295316.00,18.00,53156.88,0.00,348472.88,2025-04-24,0.000,199.000,Ordered,Generated PO item from PR item.
3176,1551,1551,63,351.000,No,3.00,1053.00,18.00,189.54,0.00,1242.54,2025-04-20,0.000,351.000,Ordered,Generated PO item from PR item.
3177,1552,4402,43,127.000,No,86.28,10957.56,18.00,1972.36,0.00,12929.92,2025-04-26,0.000,127.000,Ordered,Generated PO item from PR item.
3178,1553,1553,65,408.000,No,12.36,5042.88,18.00,907.72,0.00,5950.60,2025-04-09,0.000,408.000,Ordered,Generated PO item from PR item.
3179,1554,4404,45,75.000,No,365.75,27431.25,18.00,4937.63,0.00,32368.88,2025-04-23,0.000,75.000,Ordered,Generated PO item from PR item.
3180,1555,1555,67,226.000,No,2.65,598.90,18.00,107.80,0.00,706.70,2025-04-20,0.000,226.000,Ordered,Generated PO item from PR item.
3181,1556,4406,47,18.000,Set,450.00,8100.00,18.00,1458.00,0.00,9558.00,2025-04-14,0.000,18.000,Ordered,Generated PO item from PR item.
3182,1557,1557,69,103.000,No,0.81,83.43,18.00,15.02,0.00,98.45,2025-04-12,0.000,103.000,Ordered,Generated PO item from PR item.
3183,1558,4408,49,221.000,No,25.75,5690.75,18.00,1024.34,0.00,6715.09,2025-04-22,0.000,221.000,Ordered,Generated PO item from PR item.
3184,1559,1559,71,161.000,No,2.61,420.21,18.00,75.64,0.00,495.85,2025-04-12,0.000,161.000,Ordered,Generated PO item from PR item.
3185,1560,4410,51,179.000,No,116.60,20871.40,18.00,3756.85,0.00,24628.25,2025-04-25,0.000,179.000,Ordered,Generated PO item from PR item.
3186,1561,1561,73,156.000,No,1.20,187.20,18.00,33.70,0.00,220.90,2025-04-15,0.000,156.000,Ordered,Generated PO item from PR item.
3187,1562,4412,53,145.000,No,3.05,442.25,18.00,79.61,0.00,521.86,2025-04-12,0.000,145.000,Ordered,Generated PO item from PR item.
3188,1563,1563,75,183.000,No,4.12,753.96,18.00,135.71,0.00,889.67,2025-04-22,0.000,183.000,Ordered,Generated PO item from PR item.
3189,1564,4414,55,221.000,No,8.36,1847.56,18.00,332.56,0.00,2180.12,2025-04-18,0.000,221.000,Ordered,Generated PO item from PR item.
3190,1565,1565,77,59.000,No,15.90,938.10,18.00,168.86,0.00,1106.96,2025-04-13,0.000,59.000,Ordered,Generated PO item from PR item.
3191,1566,4416,57,34.000,No,12.00,408.00,18.00,73.44,0.00,481.44,2025-04-25,0.000,34.000,Ordered,Generated PO item from PR item.
3192,1567,1567,79,454.000,No,4.06,1843.24,18.00,331.78,0.00,2175.02,2025-04-20,0.000,454.000,Ordered,Generated PO item from PR item.
3193,1568,4418,59,172.000,No,5.15,885.80,18.00,159.44,0.00,1045.24,2025-04-17,0.000,172.000,Ordered,Generated PO item from PR item.
3194,1569,1569,81,16871.000,g,1.25,21088.75,18.00,3795.98,0.00,24884.73,2025-04-23,0.000,16871.000,Ordered,Generated PO item from PR item.
3195,1570,4420,61,124.000,m,26.50,3286.00,18.00,591.48,0.00,3877.48,2025-04-24,0.000,124.000,Ordered,Generated PO item from PR item.
3196,1571,1571,83,6773.000,g,0.60,4063.80,18.00,731.48,0.00,4795.28,2025-04-28,0.000,6773.000,Ordered,Generated PO item from PR item.
3197,1572,4422,63,77.000,No,3.05,234.85,18.00,42.27,0.00,277.12,2025-04-22,0.000,77.000,Ordered,Generated PO item from PR item.
3198,1573,1573,85,7341.000,g,1.85,13580.85,18.00,2444.55,0.00,16025.40,2025-04-18,0.000,7341.000,Ordered,Generated PO item from PR item.
3199,1574,4424,65,243.000,No,12.54,3047.22,18.00,548.50,0.00,3595.72,2025-05-03,0.000,243.000,Ordered,Generated PO item from PR item.
3200,1575,1575,87,9862.000,g,0.85,8382.70,18.00,1508.89,0.00,9891.59,2025-04-22,0.000,9862.000,Ordered,Generated PO item from PR item.
3201,1576,4426,67,206.000,No,2.50,515.00,18.00,92.70,0.00,607.70,2025-04-16,0.000,206.000,Ordered,Generated PO item from PR item.
3202,1577,1577,89,199.000,No,18.27,3635.73,18.00,654.43,0.00,4290.16,2025-04-30,0.000,199.000,Ordered,Generated PO item from PR item.
3203,1578,4428,69,472.000,No,0.82,387.04,18.00,69.67,0.00,456.71,2025-04-20,0.000,472.000,Ordered,Generated PO item from PR item.
3204,1579,1579,91,156.000,No,6.27,978.12,18.00,176.06,0.00,1154.18,2025-04-30,0.000,156.000,Ordered,Generated PO item from PR item.
3205,1580,4430,71,175.000,No,2.65,463.75,18.00,83.48,0.00,547.23,2025-04-24,0.000,175.000,Ordered,Generated PO item from PR item.
3206,1581,1581,93,77.000,No,3.00,231.00,18.00,41.58,0.00,272.58,2025-05-03,0.000,77.000,Ordered,Generated PO item from PR item.
3207,1582,4432,73,411.000,No,1.22,501.42,18.00,90.26,0.00,591.68,2025-04-29,0.000,411.000,Ordered,Generated PO item from PR item.
3208,1583,1583,95,249.000,No,3.09,769.41,18.00,138.49,0.00,907.90,2025-04-19,0.000,249.000,Ordered,Generated PO item from PR item.
3209,1584,4434,75,380.000,No,4.18,1588.40,18.00,285.91,0.00,1874.31,2025-04-28,0.000,380.000,Ordered,Generated PO item from PR item.
3210,1585,1585,97,240.000,No,2.12,508.80,18.00,91.58,0.00,600.38,2025-04-24,0.000,240.000,Ordered,Generated PO item from PR item.
3211,1586,4436,77,341.000,No,15.00,5115.00,18.00,920.70,0.00,6035.70,2025-04-29,0.000,341.000,Ordered,Generated PO item from PR item.
3212,1587,1587,99,135.000,No,4.06,548.10,18.00,98.66,0.00,646.76,2025-04-24,0.000,135.000,Ordered,Generated PO item from PR item.
3213,1588,4438,79,462.000,No,4.12,1903.44,18.00,342.62,0.00,2246.06,2025-04-18,0.000,462.000,Ordered,Generated PO item from PR item.
3214,1589,1589,2,216.000,No,2926.00,632016.00,18.00,113762.88,0.00,745778.88,2025-04-13,0.000,216.000,Ordered,Generated PO item from PR item.
3215,1590,4440,81,12830.000,g,1.27,16294.10,18.00,2932.94,0.00,19227.04,2025-04-17,0.000,12830.000,Ordered,Generated PO item from PR item.
3216,1591,1591,4,307.000,No,1200.00,368400.00,18.00,66312.00,0.00,434712.00,2025-04-22,0.000,307.000,Ordered,Generated PO item from PR item.
3217,1592,4442,83,12300.000,g,0.61,7503.00,18.00,1350.54,0.00,8853.54,2025-04-18,0.000,12300.000,Ordered,Generated PO item from PR item.
3218,1593,1593,6,154.000,No,5150.00,793100.00,18.00,142758.00,0.00,935858.00,2025-05-06,0.000,154.000,Ordered,Generated PO item from PR item.
3219,1594,4444,85,5667.000,g,1.88,10653.96,18.00,1917.71,0.00,12571.67,2025-04-24,0.000,5667.000,Ordered,Generated PO item from PR item.
3220,1595,1595,8,189.000,No,254.40,48081.60,18.00,8654.69,0.00,56736.29,2025-05-05,0.000,189.000,Ordered,Generated PO item from PR item.
3221,1596,4446,87,8997.000,g,0.80,7197.60,18.00,1295.57,0.00,8493.17,2025-05-01,0.000,8997.000,Ordered,Generated PO item from PR item.
3222,1597,1597,10,88.000,No,456.75,40194.00,18.00,7234.92,0.00,47428.92,2025-05-04,0.000,88.000,Ordered,Generated PO item from PR item.
3223,1598,4448,89,221.000,No,18.54,4097.34,18.00,737.52,0.00,4834.86,2025-04-25,0.000,221.000,Ordered,Generated PO item from PR item.
3224,1599,1599,12,107.000,No,1881.00,201267.00,18.00,36228.06,0.00,237495.06,2025-05-07,0.000,107.000,Ordered,Generated PO item from PR item.
3225,1600,4450,91,121.000,No,6.36,769.56,18.00,138.52,0.00,908.08,2025-05-02,0.000,121.000,Ordered,Generated PO item from PR item.
3226,1601,1601,14,226.000,No,220.00,49720.00,18.00,8949.60,0.00,58669.60,2025-05-01,0.000,226.000,Ordered,Generated PO item from PR item.
3227,1602,4452,93,88.000,No,3.05,268.40,18.00,48.31,0.00,316.71,2025-05-02,0.000,88.000,Ordered,Generated PO item from PR item.
3228,1603,1603,16,243.000,No,1339.00,325377.00,18.00,58567.86,0.00,383944.86,2025-04-30,0.000,243.000,Ordered,Generated PO item from PR item.
3229,1604,4454,95,58.000,No,3.14,182.12,18.00,32.78,0.00,214.90,2025-04-27,0.000,58.000,Ordered,Generated PO item from PR item.
3230,1605,1605,18,99.000,No,5512.00,545688.00,18.00,98223.84,0.00,643911.84,2025-05-02,0.000,99.000,Ordered,Generated PO item from PR item.
3231,1606,4456,97,124.000,No,2.00,248.00,18.00,44.64,0.00,292.64,2025-04-29,0.000,124.000,Ordered,Generated PO item from PR item.
3232,1607,1607,20,155.000,No,456.75,70796.25,18.00,12743.33,0.00,83539.58,2025-05-06,0.000,155.000,Ordered,Generated PO item from PR item.
3233,1608,4458,99,181.000,No,4.12,745.72,18.00,134.23,0.00,879.95,2025-04-18,0.000,181.000,Ordered,Generated PO item from PR item.
3234,1609,1609,22,243.000,No,125.40,30472.20,18.00,5485.00,0.00,35957.20,2025-04-18,0.000,243.000,Ordered,Generated PO item from PR item.
3235,1610,4460,2,179.000,No,2968.00,531272.00,18.00,95628.96,0.00,626900.96,2025-05-01,0.000,179.000,Ordered,Generated PO item from PR item.
3236,1611,1611,24,7.000,No,220.00,1540.00,18.00,277.20,0.00,1817.20,2025-04-21,0.000,7.000,Ordered,Generated PO item from PR item.
3237,1612,4462,4,391.000,No,1218.00,476238.00,18.00,85722.84,0.00,561960.84,2025-05-12,0.000,391.000,Ordered,Generated PO item from PR item.
3238,1613,1613,26,187.000,No,15.45,2889.15,18.00,520.05,0.00,3409.20,2025-04-22,0.000,187.000,Ordered,Generated PO item from PR item.
3239,1614,4464,6,334.000,No,5225.00,1745150.00,18.00,314127.00,0.00,2059277.00,2025-05-03,0.000,334.000,Ordered,Generated PO item from PR item.
3240,1615,1615,28,110.000,No,116.60,12826.00,18.00,2308.68,0.00,15134.68,2025-04-27,0.000,110.000,Ordered,Generated PO item from PR item.
3241,1616,4466,8,198.000,No,240.00,47520.00,18.00,8553.60,0.00,56073.60,2025-05-12,0.000,198.000,Ordered,Generated PO item from PR item.
3242,1617,1617,30,126.000,kg,893.20,112543.20,18.00,20257.78,0.00,132800.98,2025-04-29,0.000,126.000,Ordered,Generated PO item from PR item.
3243,1618,4468,10,66.000,No,463.50,30591.00,18.00,5506.38,0.00,36097.38,2025-04-22,0.000,66.000,Ordered,Generated PO item from PR item.
3244,1619,1619,32,243.000,m,36.58,8888.94,18.00,1600.01,0.00,10488.95,2025-04-23,0.000,243.000,Ordered,Generated PO item from PR item.
3245,1620,4470,12,160.000,No,1908.00,305280.00,18.00,54950.40,0.00,360230.40,2025-04-30,0.000,160.000,Ordered,Generated PO item from PR item.
3246,1621,1621,34,269.000,m,150.00,40350.00,18.00,7263.00,0.00,47613.00,2025-05-11,0.000,269.000,Ordered,Generated PO item from PR item.
3247,1622,4472,14,42.000,No,223.30,9378.60,18.00,1688.15,0.00,11066.75,2025-05-11,0.000,42.000,Ordered,Generated PO item from PR item.
3248,1623,1623,36,153.000,No,185.40,28366.20,18.00,5105.92,0.00,33472.12,2025-05-02,0.000,153.000,Ordered,Generated PO item from PR item.
3249,1624,4474,16,94.000,No,1358.50,127699.00,18.00,22985.82,0.00,150684.82,2025-05-06,0.000,94.000,Ordered,Generated PO item from PR item.
3250,1625,1625,38,35.000,No,12.72,445.20,18.00,80.14,0.00,525.34,2025-04-26,0.000,35.000,Ordered,Generated PO item from PR item.
3251,1626,4476,18,183.000,No,5200.00,951600.00,18.00,171288.00,0.00,1122888.00,2025-05-01,0.000,183.000,Ordered,Generated PO item from PR item.
3252,1627,1627,40,65.000,No,121.80,7917.00,18.00,1425.06,0.00,9342.06,2025-05-03,0.000,65.000,Ordered,Generated PO item from PR item.
3253,1628,4478,20,160.000,No,463.50,74160.00,18.00,13348.80,0.00,87508.80,2025-04-25,0.000,160.000,Ordered,Generated PO item from PR item.
3254,1629,1629,42,114.000,No,3344.00,381216.00,18.00,68618.88,0.00,449834.88,2025-05-06,0.000,114.000,Ordered,Generated PO item from PR item.
3255,1630,4480,22,51.000,No,127.20,6487.20,18.00,1167.70,0.00,7654.90,2025-05-15,0.000,51.000,Ordered,Generated PO item from PR item.
3256,1631,1631,44,224.000,No,220.00,49280.00,18.00,8870.40,0.00,58150.40,2025-04-27,0.000,224.000,Ordered,Generated PO item from PR item.
3257,1632,4482,24,87.000,No,223.30,19427.10,18.00,3496.88,0.00,22923.98,2025-04-30,0.000,87.000,Ordered,Generated PO item from PR item.
3258,1633,1633,46,230.000,No,772.50,177675.00,18.00,31981.50,0.00,209656.50,2025-04-26,0.000,230.000,Ordered,Generated PO item from PR item.
3259,1634,4484,26,18.000,No,15.68,282.24,18.00,50.80,0.00,333.04,2025-04-28,0.000,18.000,Ordered,Generated PO item from PR item.
3260,1635,1635,48,69.000,Set,1007.00,69483.00,18.00,12506.94,0.00,81989.94,2025-04-29,0.000,69.000,Ordered,Generated PO item from PR item.
3261,1636,4486,28,151.000,No,110.00,16610.00,18.00,2989.80,0.00,19599.80,2025-05-07,0.000,151.000,Ordered,Generated PO item from PR item.
3262,1637,1637,50,22.000,No,40.60,893.20,18.00,160.78,0.00,1053.98,2025-04-25,0.000,22.000,Ordered,Generated PO item from PR item.
3263,1638,4488,30,197.000,kg,906.40,178560.80,18.00,32140.94,0.00,210701.74,2025-05-12,0.000,197.000,Ordered,Generated PO item from PR item.
3264,1639,1639,52,204.000,No,2.09,426.36,18.00,76.74,0.00,503.10,2025-05-11,0.000,204.000,Ordered,Generated PO item from PR item.
3265,1640,4490,32,275.000,m,37.10,10202.50,18.00,1836.45,0.00,12038.95,2025-05-12,0.000,275.000,Ordered,Generated PO item from PR item.
3266,1641,1641,54,134.000,No,5.00,670.00,18.00,120.60,0.00,790.60,2025-05-06,0.000,134.000,Ordered,Generated PO item from PR item.
3267,1642,4492,34,405.000,m,152.25,61661.25,18.00,11099.03,0.00,72760.28,2025-04-28,0.000,405.000,Ordered,Generated PO item from PR item.
3268,1643,1643,56,155.000,No,10.30,1596.50,18.00,287.37,0.00,1883.87,2025-04-28,0.000,155.000,Ordered,Generated PO item from PR item.
3269,1644,4494,36,151.000,No,188.10,28403.10,18.00,5112.56,0.00,33515.66,2025-05-02,0.000,151.000,Ordered,Generated PO item from PR item.
3270,1645,1645,58,212.000,No,6.36,1348.32,18.00,242.70,0.00,1591.02,2025-05-13,0.000,212.000,Ordered,Generated PO item from PR item.
3271,1646,4496,38,197.000,No,12.00,2364.00,18.00,425.52,0.00,2789.52,2025-05-20,0.000,197.000,Ordered,Generated PO item from PR item.
3272,1647,1647,60,306.000,m,18.27,5590.62,18.00,1006.31,0.00,6596.93,2025-05-04,0.000,306.000,Ordered,Generated PO item from PR item.
3273,1648,4498,40,166.000,No,123.60,20517.60,18.00,3693.17,0.00,24210.77,2025-05-04,0.000,166.000,Ordered,Generated PO item from PR item.
3274,1649,1649,62,404.000,m,47.03,19000.12,18.00,3420.02,0.00,22420.14,2025-05-08,0.000,404.000,Ordered,Generated PO item from PR item.
3275,1650,4500,42,175.000,No,3392.00,593600.00,18.00,106848.00,0.00,700448.00,2025-05-05,0.000,175.000,Ordered,Generated PO item from PR item.
3276,1651,1651,64,496.000,No,5.00,2480.00,18.00,446.40,0.00,2926.40,2025-05-21,0.000,496.000,Ordered,Generated PO item from PR item.
3277,1652,4502,44,61.000,No,223.30,13621.30,18.00,2451.83,0.00,16073.13,2025-05-03,0.000,61.000,Ordered,Generated PO item from PR item.
3278,1653,1653,66,346.000,No,1.55,536.30,18.00,96.53,0.00,632.83,2025-05-07,0.000,346.000,Ordered,Generated PO item from PR item.
3279,1654,4504,46,187.000,No,783.75,146561.25,18.00,26381.03,0.00,172942.28,2025-05-11,0.000,187.000,Ordered,Generated PO item from PR item.
3280,1655,1655,68,468.000,No,6.36,2976.48,18.00,535.77,0.00,3512.25,2025-04-29,0.000,468.000,Ordered,Generated PO item from PR item.
3281,1656,4506,48,23.000,Set,950.00,21850.00,18.00,3933.00,0.00,25783.00,2025-05-05,0.000,23.000,Ordered,Generated PO item from PR item.
3282,1657,1657,70,201.000,No,1.22,245.22,18.00,44.14,0.00,289.36,2025-05-16,0.000,201.000,Ordered,Generated PO item from PR item.
3283,1658,4508,50,246.000,No,41.20,10135.20,18.00,1824.34,0.00,11959.54,2025-05-06,0.000,246.000,Ordered,Generated PO item from PR item.
3284,1659,1659,72,485.000,No,0.84,407.40,18.00,73.33,0.00,480.73,2025-05-15,0.000,485.000,Ordered,Generated PO item from PR item.
3285,1660,4510,52,61.000,No,2.12,129.32,18.00,23.28,0.00,152.60,2025-05-08,0.000,61.000,Ordered,Generated PO item from PR item.
3286,1661,1661,74,253.000,No,2.50,632.50,18.00,113.85,0.00,746.35,2025-05-05,0.000,253.000,Ordered,Generated PO item from PR item.
3287,1662,4512,54,63.000,No,5.08,320.04,18.00,57.61,0.00,377.65,2025-05-06,0.000,63.000,Ordered,Generated PO item from PR item.
3288,1663,1663,76,490.000,No,7.21,3532.90,18.00,635.92,0.00,4168.82,2025-05-05,0.000,490.000,Ordered,Generated PO item from PR item.
3289,1664,4514,56,216.000,No,10.45,2257.20,18.00,406.30,0.00,2663.50,2025-05-02,0.000,216.000,Ordered,Generated PO item from PR item.
3290,1665,1665,78,32.000,No,4.24,135.68,18.00,24.42,0.00,160.10,2025-05-10,0.000,32.000,Ordered,Generated PO item from PR item.
3291,1666,4516,58,64.000,No,6.00,384.00,18.00,69.12,0.00,453.12,2025-05-16,0.000,64.000,Ordered,Generated PO item from PR item.
3292,1667,1667,80,5345.000,ml,0.81,4329.45,18.00,779.30,0.00,5108.75,2025-05-20,0.000,5345.000,Ordered,Generated PO item from PR item.
3293,1668,4518,60,193.000,m,18.54,3578.22,18.00,644.08,0.00,4222.30,2025-05-22,0.000,193.000,Ordered,Generated PO item from PR item.
3294,1669,1669,82,64634.000,ml,1.57,101475.38,18.00,18265.57,0.00,119740.95,2025-05-12,0.000,64634.000,Ordered,Generated PO item from PR item.
3295,1670,4520,62,363.000,m,47.70,17315.10,18.00,3116.72,0.00,20431.82,2025-05-15,0.000,363.000,Ordered,Generated PO item from PR item.
3296,1671,1671,84,33326.000,ml,0.25,8331.50,18.00,1499.67,0.00,9831.17,2025-05-14,0.000,33326.000,Ordered,Generated PO item from PR item.
3297,1672,4522,64,96.000,No,5.08,487.68,18.00,87.78,0.00,575.46,2025-05-12,0.000,96.000,Ordered,Generated PO item from PR item.
3298,1673,1673,86,18624.000,g,1.24,23093.76,18.00,4156.88,0.00,27250.64,2025-05-12,0.000,18624.000,Ordered,Generated PO item from PR item.
3299,1674,4524,66,96.000,No,1.57,150.72,18.00,27.13,0.00,177.85,2025-05-15,0.000,96.000,Ordered,Generated PO item from PR item.
3300,1675,1675,88,180.000,No,47.70,8586.00,18.00,1545.48,0.00,10131.48,2025-05-19,0.000,180.000,Ordered,Generated PO item from PR item.
3301,1676,4526,68,253.000,No,6.00,1518.00,18.00,273.24,0.00,1791.24,2025-05-13,0.000,253.000,Ordered,Generated PO item from PR item.
3302,1677,1677,90,204.000,Sheet,10.15,2070.60,18.00,372.71,0.00,2443.31,2025-05-13,0.000,204.000,Ordered,Generated PO item from PR item.
3303,1678,4528,70,137.000,No,1.24,169.88,18.00,30.58,0.00,200.46,2025-05-25,0.000,137.000,Ordered,Generated PO item from PR item.
3304,1679,1679,92,131.000,m,1.25,163.75,18.00,29.48,0.00,193.23,2025-05-08,0.000,131.000,Ordered,Generated PO item from PR item.
3305,1680,4530,72,133.000,No,0.85,113.05,18.00,20.35,0.00,133.40,2025-05-23,0.000,133.000,Ordered,Generated PO item from PR item.
3306,1681,1681,94,88.000,No,35.00,3080.00,18.00,554.40,0.00,3634.40,2025-05-25,0.000,88.000,Ordered,Generated PO item from PR item.
3307,1682,4532,74,24.000,No,2.54,60.96,18.00,10.97,0.00,71.93,2025-05-21,0.000,24.000,Ordered,Generated PO item from PR item.
3308,1683,1683,96,185.000,No,4.12,762.20,18.00,137.20,0.00,899.40,2025-05-22,0.000,185.000,Ordered,Generated PO item from PR item.
3309,1684,4534,76,198.000,No,7.32,1449.36,18.00,260.88,0.00,1710.24,2025-05-15,0.000,198.000,Ordered,Generated PO item from PR item.
3310,1685,1685,98,137.000,No,8.48,1161.76,18.00,209.12,0.00,1370.88,2025-05-24,0.000,137.000,Ordered,Generated PO item from PR item.
3311,1686,4536,78,173.000,No,4.00,692.00,18.00,124.56,0.00,816.56,2025-05-25,0.000,173.000,Ordered,Generated PO item from PR item.
3312,1687,1687,1,251.000,No,1827.00,458577.00,18.00,82543.86,0.00,541120.86,2025-05-22,0.000,251.000,Ordered,Generated PO item from PR item.
