pr_item_id,pr_id,item_id,requested_quantity,uom,required_date,estimated_unit_cost,priority,reason_for_requirement,current_stock_quantity,reorder_level,budget_code,remarks,status
3756,756,90,24.000,Sheet,2024-10-06,10.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-12,Generated PR item.,Converted to PO
3757,757,91,210.000,No,2024-10-04,6.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2024-01,Generated PR item.,Converted to PO
3758,758,92,255.000,m,2024-09-22,1.20,High,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2024-02,Generated PR item.,Converted to PO
3759,759,93,150.000,No,2024-10-07,3.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-03,Generated PR item.,Converted to PO
3760,760,94,23.000,No,2024-09-29,35.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-04,Generated PR item.,Converted to PO
3761,761,95,172.000,No,2024-09-30,3.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-05,Generated PR item.,Converted to PO
3762,762,96,171.000,No,2024-10-10,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-06,Generated PR item.,Converted to PO
3763,763,97,168.000,No,2024-10-08,2.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-07,Generated PR item.,Converted to PO
3764,764,98,199.000,No,2024-09-24,8.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-08,Generated PR item.,Converted to PO
3765,765,99,237.000,No,2024-10-01,4.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-09,Generated PR item.,Converted to PO
3766,766,1,433.000,No,2024-10-08,1800.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2024-10,Generated PR item.,Converted to PO
3767,767,2,385.000,No,2024-10-04,2800.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
3768,768,3,492.000,No,2024-09-30,6200.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
3769,769,4,354.000,No,2024-10-06,1200.00,Urgent,Required for Core Components consumption plan.,0.000,800.000,BG-2024-01,Generated PR item.,Converted to PO
3770,770,5,353.000,No,2024-10-12,2200.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
3771,771,6,294.000,No,2024-10-01,5000.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2024-03,Generated PR item.,Converted to PO
3772,772,7,194.000,No,2024-10-10,180.00,High,Required for Magnetic Components consumption plan.,0.000,6400.000,BG-2024-04,Generated PR item.,Converted to PO
3773,773,8,22.000,No,2024-10-10,240.00,Urgent,Required for Magnetic Components consumption plan.,0.000,4800.000,BG-2024-05,Generated PR item.,Converted to PO
3774,774,9,129.000,No,2024-10-13,360.00,High,Required for Magnetic Components consumption plan.,0.000,2880.000,BG-2024-06,Generated PR item.,Converted to PO
3775,775,10,109.000,No,2024-10-03,450.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-07,Generated PR item.,Converted to PO
3776,776,11,229.000,No,2024-10-01,750.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-08,Generated PR item.,Converted to PO
3777,777,12,22.000,No,2024-10-08,1800.00,Urgent,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-09,Generated PR item.,Converted to PO
3778,778,13,163.000,No,2024-10-08,160.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-10,Generated PR item.,Converted to PO
3779,779,14,50.000,No,2024-10-07,220.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
3780,780,15,222.000,No,2024-10-15,420.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
3781,781,16,214.000,No,2024-10-15,1300.00,Urgent,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-01,Generated PR item.,Converted to PO
3782,782,17,62.000,No,2024-10-05,2400.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
3783,783,18,219.000,No,2024-10-16,5200.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-03,Generated PR item.,Converted to PO
3784,784,19,127.000,No,2024-10-06,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2024-04,Generated PR item.,Converted to PO
3785,785,20,243.000,No,2024-10-10,450.00,Urgent,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2024-05,Generated PR item.,Converted to PO
3786,786,21,184.000,No,2024-10-03,60.00,High,Required for Mechanical Components consumption plan.,0.000,1280.000,BG-2024-06,Generated PR item.,Converted to PO
3787,787,22,13.000,No,2024-10-09,120.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-07,Generated PR item.,Converted to PO
3788,788,23,24.000,No,2024-10-21,120.00,High,Required for Bearings consumption plan.,0.000,1600.000,BG-2024-08,Generated PR item.,Converted to PO
3789,789,24,43.000,No,2024-10-11,220.00,Urgent,Required for Bearings consumption plan.,0.000,960.000,BG-2024-09,Generated PR item.,Converted to PO
3790,790,25,25.000,No,2024-10-17,650.00,High,Required for Bearings consumption plan.,0.000,480.000,BG-2024-10,Generated PR item.,Converted to PO
3791,791,26,37.000,No,2024-10-07,15.00,High,Required for Sealing Components consumption plan.,0.000,1520.000,BG-2024-11,Generated PR item.,Converted to PO
3792,792,27,245.000,No,2024-10-18,45.00,High,Required for Sealing Components consumption plan.,0.000,1280.000,BG-2024-12,Generated PR item.,Converted to PO
3793,793,28,218.000,No,2024-10-13,110.00,Urgent,Required for Sealing Components consumption plan.,0.000,480.000,BG-2024-01,Generated PR item.,Converted to PO
3794,794,29,93.000,kg,2024-10-20,850.00,High,Required for Electrical Components consumption plan.,0.000,1440.000,BG-2024-02,Generated PR item.,Converted to PO
3795,795,30,51.000,kg,2024-10-24,880.00,High,Required for Electrical Components consumption plan.,0.000,1536.000,BG-2024-03,Generated PR item.,Converted to PO
3796,796,31,44.000,kg,2024-10-17,920.00,High,Required for Electrical Components consumption plan.,0.000,1560.000,BG-2024-04,Generated PR item.,Converted to PO
3797,797,32,460.000,m,2024-10-10,35.00,Urgent,Required for Electrical Components consumption plan.,0.000,2400.000,BG-2024-05,Generated PR item.,Converted to PO
3798,798,33,179.000,m,2024-10-17,60.00,High,Required for Electrical Components consumption plan.,0.000,1920.000,BG-2024-06,Generated PR item.,Converted to PO
3799,799,34,26.000,m,2024-10-12,150.00,High,Required for Electrical Components consumption plan.,0.000,1200.000,BG-2024-07,Generated PR item.,Converted to PO
3800,800,35,102.000,No,2024-10-18,90.00,High,Required for Electrical Components consumption plan.,0.000,800.000,BG-2024-08,Generated PR item.,Converted to PO
3801,801,36,116.000,No,2024-10-11,180.00,Urgent,Required for Electrical Components consumption plan.,0.000,480.000,BG-2024-09,Generated PR item.,Converted to PO
3802,802,37,158.000,No,2024-10-22,420.00,High,Required for Electrical Components consumption plan.,0.000,240.000,BG-2024-10,Generated PR item.,Converted to PO
3803,803,38,88.000,No,2024-10-17,12.00,High,Required for Electrical Components consumption plan.,0.000,4560.000,BG-2024-11,Generated PR item.,Converted to PO
3804,804,39,232.000,No,2024-10-15,45.00,High,Required for Electronic Components consumption plan.,0.000,2400.000,BG-2024-12,Generated PR item.,Converted to PO
3805,805,40,163.000,No,2024-10-12,120.00,Urgent,Required for Electronic Components consumption plan.,0.000,800.000,BG-2024-01,Generated PR item.,Converted to PO
3806,806,41,247.000,No,2024-10-27,1400.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
3807,807,42,95.000,No,2024-10-27,3200.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-03,Generated PR item.,Converted to PO
3808,808,43,165.000,No,2024-10-27,85.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-04,Generated PR item.,Converted to PO
3809,809,44,94.000,No,2024-10-14,220.00,Urgent,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-05,Generated PR item.,Converted to PO
3810,810,45,177.000,No,2024-10-19,350.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2024-06,Generated PR item.,Converted to PO
3811,811,46,188.000,No,2024-10-30,750.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-07,Generated PR item.,Converted to PO
3812,812,47,29.000,Set,2024-10-23,450.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2024-08,Generated PR item.,Converted to PO
3813,813,48,76.000,Set,2024-10-16,950.00,Urgent,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-09,Generated PR item.,Converted to PO
3814,814,49,215.000,No,2024-10-16,25.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2024-10,Generated PR item.,Converted to PO
3815,815,50,225.000,No,2024-10-18,40.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
3816,816,51,58.000,No,2024-10-31,110.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
3817,817,52,181.000,No,2024-10-18,2.00,Urgent,Required for Electronic Components consumption plan.,0.000,4000.000,BG-2024-01,Generated PR item.,Converted to PO
3818,818,53,31.000,No,2024-10-31,3.00,High,Required for Electronic Components consumption plan.,0.000,2880.000,BG-2024-02,Generated PR item.,Converted to PO
3819,819,54,30.000,No,2024-10-27,5.00,High,Required for Electronic Components consumption plan.,0.000,1920.000,BG-2024-03,Generated PR item.,Converted to PO
3820,820,55,244.000,No,2024-10-31,8.00,High,Required for Insulation Materials consumption plan.,0.000,19200.000,BG-2024-04,Generated PR item.,Converted to PO
3821,821,56,42.000,No,2024-10-30,10.00,Urgent,Required for Insulation Materials consumption plan.,0.000,17280.000,BG-2024-05,Generated PR item.,Converted to PO
3822,822,57,217.000,No,2024-10-21,12.00,High,Required for Insulation Materials consumption plan.,0.000,11520.000,BG-2024-06,Generated PR item.,Converted to PO
3823,823,58,110.000,No,2024-10-31,6.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2024-07,Generated PR item.,Converted to PO
3824,824,59,79.000,No,2024-10-20,5.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2024-08,Generated PR item.,Converted to PO
3825,825,60,55.000,m,2024-10-22,18.00,Urgent,Required for Insulation Materials consumption plan.,0.000,400.000,BG-2024-09,Generated PR item.,Converted to PO
3826,826,61,344.000,m,2024-10-20,25.00,High,Required for Insulation Materials consumption plan.,0.000,384.000,BG-2024-10,Generated PR item.,Converted to PO
3827,827,62,366.000,m,2024-10-19,45.00,High,Required for Insulation Materials consumption plan.,0.000,240.000,BG-2024-11,Generated PR item.,Converted to PO
3828,828,63,244.000,No,2024-10-19,3.00,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-12,Generated PR item.,Converted to PO
3829,829,64,409.000,No,2024-10-21,5.00,Urgent,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-01,Generated PR item.,Converted to PO
3830,830,65,175.000,No,2024-10-20,12.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-02,Generated PR item.,Converted to PO
3831,831,66,285.000,No,2024-10-24,1.50,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-03,Generated PR item.,Converted to PO
3832,832,67,157.000,No,2024-10-20,2.50,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-04,Generated PR item.,Converted to PO
3833,833,68,300.000,No,2024-10-20,6.00,Urgent,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-05,Generated PR item.,Converted to PO
3834,834,69,85.000,No,2024-11-05,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-06,Generated PR item.,Converted to PO
3835,835,70,249.000,No,2024-10-20,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-07,Generated PR item.,Converted to PO
3836,836,71,284.000,No,2024-10-21,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-08,Generated PR item.,Converted to PO
3837,837,72,287.000,No,2024-10-21,0.80,Urgent,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-09,Generated PR item.,Converted to PO
3838,838,73,234.000,No,2024-10-23,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-10,Generated PR item.,Converted to PO
3839,839,74,329.000,No,2024-10-30,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-11,Generated PR item.,Converted to PO
3840,840,75,266.000,No,2024-11-04,4.00,High,Required for Fasteners consumption plan.,0.000,1600.000,BG-2024-12,Generated PR item.,Converted to PO
3841,841,76,156.000,No,2024-11-03,7.00,Urgent,Required for Fasteners consumption plan.,0.000,960.000,BG-2024-01,Generated PR item.,Converted to PO
3842,842,77,123.000,No,2024-10-31,15.00,High,Required for Fasteners consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
3843,843,78,331.000,No,2024-10-22,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2024-03,Generated PR item.,Converted to PO
3844,844,79,471.000,No,2024-11-03,4.00,High,Required for Fasteners consumption plan.,0.000,3040.000,BG-2024-04,Generated PR item.,Converted to PO
3845,845,80,76553.000,ml,2024-10-21,0.80,Urgent,Required for Consumables consumption plan.,0.000,144000.000,BG-2024-05,Generated PR item.,Converted to PO
3846,846,81,19519.000,g,2024-11-02,1.20,High,Required for Consumables consumption plan.,0.000,42000.000,BG-2024-06,Generated PR item.,Converted to PO
3847,847,82,92546.000,ml,2024-10-29,1.50,High,Required for Consumables consumption plan.,0.000,8000.000,BG-2024-07,Generated PR item.,Converted to PO
3848,848,83,27089.000,g,2024-11-06,0.60,High,Required for Consumables consumption plan.,0.000,24000.000,BG-2024-08,Generated PR item.,Converted to PO
3849,849,84,53115.000,ml,2024-10-27,0.25,Urgent,Required for Consumables consumption plan.,0.000,156000.000,BG-2024-09,Generated PR item.,Converted to PO
3850,850,85,4168.000,g,2024-11-02,1.80,High,Required for Consumables consumption plan.,0.000,9000.000,BG-2024-10,Generated PR item.,Converted to PO
3851,851,86,19394.000,g,2024-10-29,1.20,High,Required for Consumables consumption plan.,0.000,4000.000,BG-2024-11,Generated PR item.,Converted to PO
3852,852,87,19063.000,g,2024-11-01,0.80,High,Required for Consumables consumption plan.,0.000,12000.000,BG-2024-12,Generated PR item.,Converted to PO
3853,853,88,73.000,No,2024-11-08,45.00,Urgent,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2024-01,Generated PR item.,Converted to PO
3854,854,89,213.000,No,2024-11-04,18.00,High,Required for Packaging Materials consumption plan.,0.000,3040.000,BG-2024-02,Generated PR item.,Converted to PO
3855,855,90,219.000,Sheet,2024-10-30,10.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-03,Generated PR item.,Converted to PO
3856,856,91,86.000,No,2024-10-31,6.00,High,Required for Packaging Materials consumption plan.,0.000,1520.000,BG-2024-04,Generated PR item.,Converted to PO
3857,857,92,249.000,m,2024-11-04,1.20,Urgent,Required for Packaging Materials consumption plan.,0.000,1600.000,BG-2024-05,Generated PR item.,Converted to PO
3858,858,93,53.000,No,2024-10-30,3.00,High,Required for Packaging Materials consumption plan.,0.000,1760.000,BG-2024-06,Generated PR item.,Converted to PO
3859,859,94,48.000,No,2024-10-28,35.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-07,Generated PR item.,Converted to PO
3860,860,95,70.000,No,2024-11-02,3.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-08,Generated PR item.,Converted to PO
3861,861,96,94.000,No,2024-10-26,4.00,Urgent,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-09,Generated PR item.,Converted to PO
3862,862,97,72.000,No,2024-10-28,2.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-10,Generated PR item.,Converted to PO
3863,863,98,42.000,No,2024-11-02,8.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-11,Generated PR item.,Converted to PO
3864,864,99,115.000,No,2024-11-09,4.00,High,Required for Identification & Documentation consumption plan.,0.000,1520.000,BG-2024-12,Generated PR item.,Converted to PO
3865,865,1,331.000,No,2024-11-09,1800.00,Urgent,Required for Core Components consumption plan.,0.000,800.000,BG-2024-01,Generated PR item.,Converted to PO
3866,866,2,197.000,No,2024-10-30,2800.00,High,Required for Core Components consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
3867,867,3,290.000,No,2024-11-04,6200.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2024-03,Generated PR item.,Converted to PO
3868,868,4,172.000,No,2024-10-30,1200.00,High,Required for Core Components consumption plan.,0.000,800.000,BG-2024-04,Generated PR item.,Converted to PO
3869,869,5,367.000,No,2024-11-11,2200.00,Urgent,Required for Core Components consumption plan.,0.000,480.000,BG-2024-05,Generated PR item.,Converted to PO
3870,870,6,342.000,No,2024-11-02,5000.00,High,Required for Core Components consumption plan.,0.000,240.000,BG-2024-06,Generated PR item.,Converted to PO
3871,871,7,241.000,No,2024-11-12,180.00,High,Required for Magnetic Components consumption plan.,0.000,6400.000,BG-2024-07,Generated PR item.,Converted to PO
3872,872,8,18.000,No,2024-11-13,240.00,High,Required for Magnetic Components consumption plan.,0.000,4800.000,BG-2024-08,Generated PR item.,Converted to PO
3873,873,9,214.000,No,2024-11-11,360.00,Urgent,Required for Magnetic Components consumption plan.,0.000,2880.000,BG-2024-09,Generated PR item.,Converted to PO
3874,874,10,88.000,No,2024-11-04,450.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-10,Generated PR item.,Converted to PO
3875,875,11,21.000,No,2024-11-16,750.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-11,Generated PR item.,Converted to PO
3876,876,12,174.000,No,2024-11-11,1800.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
3877,877,13,47.000,No,2024-11-11,160.00,Urgent,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-01,Generated PR item.,Converted to PO
3878,878,14,48.000,No,2024-11-15,220.00,High,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
3879,879,15,245.000,No,2024-11-16,420.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-03,Generated PR item.,Converted to PO
3880,880,16,59.000,No,2024-11-02,1300.00,High,Required for Mechanical Components consumption plan.,0.000,800.000,BG-2024-04,Generated PR item.,Converted to PO
3881,881,17,139.000,No,2024-11-16,2400.00,Urgent,Required for Mechanical Components consumption plan.,0.000,480.000,BG-2024-05,Generated PR item.,Converted to PO
3882,882,18,54.000,No,2024-11-14,5200.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-06,Generated PR item.,Converted to PO
3883,883,19,35.000,No,2024-11-05,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2024-07,Generated PR item.,Converted to PO
3884,884,20,5.000,No,2024-11-07,450.00,High,Required for Mechanical Components consumption plan.,0.000,1520.000,BG-2024-08,Generated PR item.,Converted to PO
3885,885,21,8.000,No,2024-11-16,60.00,Urgent,Required for Mechanical Components consumption plan.,0.000,1280.000,BG-2024-09,Generated PR item.,Converted to PO
3886,886,22,121.000,No,2024-11-06,120.00,High,Required for Mechanical Components consumption plan.,0.000,240.000,BG-2024-10,Generated PR item.,Converted to PO
3887,887,23,46.000,No,2024-11-11,120.00,High,Required for Bearings consumption plan.,0.000,1600.000,BG-2024-11,Generated PR item.,Converted to PO
3888,888,24,8.000,No,2024-11-16,220.00,High,Required for Bearings consumption plan.,0.000,960.000,BG-2024-12,Generated PR item.,Converted to PO
3889,889,25,38.000,No,2024-11-15,650.00,Urgent,Required for Bearings consumption plan.,0.000,480.000,BG-2024-01,Generated PR item.,Converted to PO
3890,890,26,72.000,No,2024-11-21,15.00,High,Required for Sealing Components consumption plan.,0.000,1520.000,BG-2024-02,Generated PR item.,Converted to PO
3891,891,27,145.000,No,2024-11-08,45.00,High,Required for Sealing Components consumption plan.,0.000,1280.000,BG-2024-03,Generated PR item.,Converted to PO
3892,892,28,249.000,No,2024-11-11,110.00,High,Required for Sealing Components consumption plan.,0.000,480.000,BG-2024-04,Generated PR item.,Converted to PO
3893,893,29,142.000,kg,2024-11-23,850.00,Urgent,Required for Electrical Components consumption plan.,0.000,1440.000,BG-2024-05,Generated PR item.,Converted to PO
3894,894,30,185.000,kg,2024-11-17,880.00,High,Required for Electrical Components consumption plan.,0.000,1536.000,BG-2024-06,Generated PR item.,Converted to PO
3895,895,31,46.000,kg,2024-11-11,920.00,High,Required for Electrical Components consumption plan.,0.000,1560.000,BG-2024-07,Generated PR item.,Converted to PO
3896,896,32,123.000,m,2024-11-12,35.00,High,Required for Electrical Components consumption plan.,0.000,2400.000,BG-2024-08,Generated PR item.,Converted to PO
3897,897,33,381.000,m,2024-11-14,60.00,Urgent,Required for Electrical Components consumption plan.,0.000,1920.000,BG-2024-09,Generated PR item.,Converted to PO
3898,898,34,169.000,m,2024-11-17,150.00,High,Required for Electrical Components consumption plan.,0.000,1200.000,BG-2024-10,Generated PR item.,Converted to PO
3899,899,35,213.000,No,2024-11-13,90.00,High,Required for Electrical Components consumption plan.,0.000,800.000,BG-2024-11,Generated PR item.,Converted to PO
3900,900,36,119.000,No,2024-11-20,180.00,High,Required for Electrical Components consumption plan.,0.000,480.000,BG-2024-12,Generated PR item.,Converted to PO
3901,901,37,54.000,No,2024-11-17,420.00,Urgent,Required for Electrical Components consumption plan.,0.000,240.000,BG-2024-01,Generated PR item.,Converted to PO
3902,902,38,212.000,No,2024-11-19,12.00,High,Required for Electrical Components consumption plan.,0.000,4560.000,BG-2024-02,Generated PR item.,Converted to PO
3903,903,39,140.000,No,2024-11-11,45.00,High,Required for Electronic Components consumption plan.,0.000,2400.000,BG-2024-03,Generated PR item.,Converted to PO
3904,904,40,202.000,No,2024-11-21,120.00,High,Required for Electronic Components consumption plan.,0.000,800.000,BG-2024-04,Generated PR item.,Converted to PO
3905,905,41,116.000,No,2024-11-26,1400.00,Urgent,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-05,Generated PR item.,Converted to PO
3906,906,42,36.000,No,2024-11-12,3200.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-06,Generated PR item.,Converted to PO
3907,907,43,172.000,No,2024-11-15,85.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-07,Generated PR item.,Converted to PO
3908,908,44,35.000,No,2024-11-23,220.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-08,Generated PR item.,Converted to PO
3909,909,45,168.000,No,2024-11-23,350.00,Urgent,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2024-09,Generated PR item.,Converted to PO
3910,910,46,107.000,No,2024-11-24,750.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-10,Generated PR item.,Converted to PO
3911,911,47,65.000,Set,2024-11-22,450.00,High,Required for Electronic Components consumption plan.,0.000,1280.000,BG-2024-11,Generated PR item.,Converted to PO
3912,912,48,71.000,Set,2024-11-24,950.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-12,Generated PR item.,Converted to PO
3913,913,49,105.000,No,2024-11-22,25.00,Urgent,Required for Electronic Components consumption plan.,0.000,800.000,BG-2024-01,Generated PR item.,Converted to PO
3914,914,50,221.000,No,2024-11-13,40.00,High,Required for Electronic Components consumption plan.,0.000,480.000,BG-2024-02,Generated PR item.,Converted to PO
3915,915,51,32.000,No,2024-11-25,110.00,High,Required for Electronic Components consumption plan.,0.000,240.000,BG-2024-03,Generated PR item.,Converted to PO
3916,916,52,31.000,No,2024-11-21,2.00,High,Required for Electronic Components consumption plan.,0.000,4000.000,BG-2024-04,Generated PR item.,Converted to PO
3917,917,53,249.000,No,2024-11-14,3.00,Urgent,Required for Electronic Components consumption plan.,0.000,2880.000,BG-2024-05,Generated PR item.,Converted to PO
3918,918,54,146.000,No,2024-11-22,5.00,High,Required for Electronic Components consumption plan.,0.000,1920.000,BG-2024-06,Generated PR item.,Converted to PO
3919,919,55,115.000,No,2024-11-22,8.00,High,Required for Insulation Materials consumption plan.,0.000,19200.000,BG-2024-07,Generated PR item.,Converted to PO
3920,920,56,43.000,No,2024-11-16,10.00,High,Required for Insulation Materials consumption plan.,0.000,17280.000,BG-2024-08,Generated PR item.,Converted to PO
3921,921,57,76.000,No,2024-12-03,12.00,Urgent,Required for Insulation Materials consumption plan.,0.000,11520.000,BG-2024-09,Generated PR item.,Converted to PO
3922,922,58,173.000,No,2024-11-20,6.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2024-10,Generated PR item.,Converted to PO
3923,923,59,207.000,No,2024-11-22,5.00,High,Required for Insulation Materials consumption plan.,0.000,48000.000,BG-2024-11,Generated PR item.,Converted to PO
3924,924,60,460.000,m,2024-11-24,18.00,High,Required for Insulation Materials consumption plan.,0.000,400.000,BG-2024-12,Generated PR item.,Converted to PO
3925,925,61,216.000,m,2024-12-01,25.00,Urgent,Required for Insulation Materials consumption plan.,0.000,384.000,BG-2024-01,Generated PR item.,Converted to PO
3926,926,62,238.000,m,2024-12-01,45.00,High,Required for Insulation Materials consumption plan.,0.000,240.000,BG-2024-02,Generated PR item.,Converted to PO
3927,927,63,98.000,No,2024-12-01,3.00,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-03,Generated PR item.,Converted to PO
3928,928,64,59.000,No,2024-11-22,5.00,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-04,Generated PR item.,Converted to PO
3929,929,65,230.000,No,2024-12-03,12.00,Urgent,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-05,Generated PR item.,Converted to PO
3930,930,66,298.000,No,2024-12-03,1.50,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-06,Generated PR item.,Converted to PO
3931,931,67,70.000,No,2024-11-28,2.50,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-07,Generated PR item.,Converted to PO
3932,932,68,216.000,No,2024-11-29,6.00,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-08,Generated PR item.,Converted to PO
3933,933,69,328.000,No,2024-11-20,0.80,Urgent,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-09,Generated PR item.,Converted to PO
3934,934,70,410.000,No,2024-12-03,1.20,High,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-10,Generated PR item.,Converted to PO
3935,935,71,471.000,No,2024-12-07,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-11,Generated PR item.,Converted to PO
3936,936,72,183.000,No,2024-11-28,0.80,High,Required for Fasteners consumption plan.,0.000,6400.000,BG-2024-12,Generated PR item.,Converted to PO
3937,937,73,208.000,No,2024-11-29,1.20,Urgent,Required for Fasteners consumption plan.,0.000,4800.000,BG-2024-01,Generated PR item.,Converted to PO
3938,938,74,440.000,No,2024-11-28,2.50,High,Required for Fasteners consumption plan.,0.000,2880.000,BG-2024-02,Generated PR item.,Converted to PO
3939,939,75,353.000,No,2024-11-22,4.00,High,Required for Fasteners consumption plan.,0.000,1600.000,BG-2024-03,Generated PR item.,Converted to PO
3940,940,76,151.000,No,2024-12-02,7.00,High,Required for Fasteners consumption plan.,0.000,960.000,BG-2024-04,Generated PR item.,Converted to PO
3941,941,77,349.000,No,2024-12-03,15.00,Urgent,Required for Fasteners consumption plan.,0.000,480.000,BG-2024-05,Generated PR item.,Converted to PO
