grn_id,grn_number,po_id,vendor_id,received_date,invoice_number,invoice_date,delivery_challan_number,received_by,warehouse_location,inspection_required,grn_status,remarks
1414,GRN-2025-1414,1414,29,2025-03-06,INV-001414,2025-03-05,DC-001414,11,Central Stores,Yes,Accepted,Generated goods receipt.
1415,GRN-2025-1415,1415,30,2025-03-10,INV-001415,2025-03-09,DC-001415,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1416,GRN-2025-1416,1416,31,2025-02-28,INV-001416,2025-02-27,DC-001416,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1417,GRN-2025-1417,1417,32,2025-03-15,INV-001417,2025-03-14,DC-001417,1,Central Stores,Yes,Accepted,Generated goods receipt.
1418,GRN-2025-1418,1418,33,2025-03-05,INV-001418,2025-03-04,DC-001418,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1419,GRN-2025-1419,1419,34,2025-03-06,INV-001419,2025-03-05,DC-001419,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1420,GRN-2025-1420,1420,35,2025-03-09,INV-001420,2025-03-08,DC-001420,5,Central Stores,Yes,Accepted,Generated goods receipt.
1421,GRN-2025-1421,1421,1,2025-03-16,INV-001421,2025-03-15,DC-001421,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1422,GRN-2025-1422,1422,2,2025-03-12,INV-001422,2025-03-11,DC-001422,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1423,GRN-2025-1423,1423,3,2025-03-15,INV-001423,2025-03-14,DC-001423,8,Central Stores,Yes,Accepted,Generated goods receipt.
1424,GRN-2025-1424,1424,4,2025-03-07,INV-001424,2025-03-06,DC-001424,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1425,GRN-2025-1425,1425,5,2025-03-18,INV-001425,2025-03-17,DC-001425,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1426,GRN-2025-1426,1426,6,2025-03-05,INV-001426,2025-03-04,DC-001426,11,Central Stores,Yes,Accepted,Generated goods receipt.
1427,GRN-2025-1427,1427,7,2025-03-17,INV-001427,2025-03-16,DC-001427,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1428,GRN-2025-1428,1428,8,2025-03-06,INV-001428,2025-03-05,DC-001428,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1429,GRN-2025-1429,1429,9,2025-03-22,INV-001429,2025-03-21,DC-001429,1,Central Stores,Yes,Accepted,Generated goods receipt.
1430,GRN-2025-1430,1430,10,2025-03-17,INV-001430,2025-03-16,DC-001430,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1431,GRN-2025-1431,1431,11,2025-03-14,INV-001431,2025-03-13,DC-001431,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1432,GRN-2025-1432,1432,12,2025-03-14,INV-001432,2025-03-13,DC-001432,5,Central Stores,Yes,Accepted,Generated goods receipt.
1433,GRN-2025-1433,1433,13,2025-03-11,INV-001433,2025-03-10,DC-001433,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1434,GRN-2025-1434,1434,14,2025-03-12,INV-001434,2025-03-11,DC-001434,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1435,GRN-2025-1435,1435,15,2025-03-14,INV-001435,2025-03-13,DC-001435,8,Central Stores,Yes,Accepted,Generated goods receipt.
1436,GRN-2025-1436,1436,16,2025-03-21,INV-001436,2025-03-20,DC-001436,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1437,GRN-2025-1437,1437,17,2025-03-13,INV-001437,2025-03-12,DC-001437,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1438,GRN-2025-1438,1438,18,2025-03-07,INV-001438,2025-03-06,DC-001438,11,Central Stores,Yes,Accepted,Generated goods receipt.
1439,GRN-2025-1439,1439,19,2025-03-21,INV-001439,2025-03-20,DC-001439,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1440,GRN-2025-1440,1440,20,2025-03-12,INV-001440,2025-03-11,DC-001440,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1441,GRN-2025-1441,1441,21,2025-03-20,INV-001441,2025-03-19,DC-001441,1,Central Stores,Yes,Accepted,Generated goods receipt.
1442,GRN-2025-1442,1442,22,2025-03-09,INV-001442,2025-03-08,DC-001442,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1443,GRN-2025-1443,1443,23,2025-03-09,INV-001443,2025-03-08,DC-001443,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1444,GRN-2025-1444,1444,24,2025-03-07,INV-001444,2025-03-06,DC-001444,5,Central Stores,Yes,Accepted,Generated goods receipt.
1445,GRN-2025-1445,1445,25,2025-03-13,INV-001445,2025-03-12,DC-001445,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1446,GRN-2025-1446,1446,26,2025-03-22,INV-001446,2025-03-21,DC-001446,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1447,GRN-2025-1447,1447,27,2025-03-20,INV-001447,2025-03-19,DC-001447,8,Central Stores,Yes,Accepted,Generated goods receipt.
1448,GRN-2025-1448,1448,28,2025-03-18,INV-001448,2025-03-17,DC-001448,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1449,GRN-2025-1449,1449,29,2025-03-22,INV-001449,2025-03-21,DC-001449,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1450,GRN-2025-1450,1450,30,2025-03-12,INV-001450,2025-03-11,DC-001450,11,Central Stores,Yes,Accepted,Generated goods receipt.
1451,GRN-2025-1451,1451,31,2025-03-10,INV-001451,2025-03-09,DC-001451,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1452,GRN-2025-1452,1452,32,2025-03-23,INV-001452,2025-03-22,DC-001452,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1453,GRN-2025-1453,1453,33,2025-03-23,INV-001453,2025-03-22,DC-001453,1,Central Stores,Yes,Accepted,Generated goods receipt.
1454,GRN-2025-1454,1454,34,2025-03-20,INV-001454,2025-03-19,DC-001454,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1455,GRN-2025-1455,1455,35,2025-03-14,INV-001455,2025-03-13,DC-001455,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1456,GRN-2025-1456,1456,1,2025-03-22,INV-001456,2025-03-21,DC-001456,5,Central Stores,Yes,Accepted,Generated goods receipt.
1457,GRN-2025-1457,1457,2,2025-03-16,INV-001457,2025-03-15,DC-001457,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1458,GRN-2025-1458,1458,3,2025-03-21,INV-001458,2025-03-20,DC-001458,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1459,GRN-2025-1459,1459,4,2025-03-15,INV-001459,2025-03-14,DC-001459,8,Central Stores,Yes,Accepted,Generated goods receipt.
1460,GRN-2025-1460,1460,5,2025-03-21,INV-001460,2025-03-20,DC-001460,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1461,GRN-2025-1461,1461,6,2025-03-19,INV-001461,2025-03-18,DC-001461,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1462,GRN-2025-1462,1462,7,2025-03-27,INV-001462,2025-03-26,DC-001462,11,Central Stores,Yes,Accepted,Generated goods receipt.
1463,GRN-2025-1463,1463,8,2025-03-13,INV-001463,2025-03-12,DC-001463,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1464,GRN-2025-1464,1464,9,2025-03-19,INV-001464,2025-03-18,DC-001464,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1465,GRN-2025-1465,1465,10,2025-03-17,INV-001465,2025-03-16,DC-001465,1,Central Stores,Yes,Accepted,Generated goods receipt.
1466,GRN-2025-1466,1466,11,2025-03-24,INV-001466,2025-03-23,DC-001466,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1467,GRN-2025-1467,1467,12,2025-03-14,INV-001467,2025-03-13,DC-001467,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1468,GRN-2025-1468,1468,13,2025-03-18,INV-001468,2025-03-17,DC-001468,5,Central Stores,Yes,Accepted,Generated goods receipt.
1469,GRN-2025-1469,1469,14,2025-03-27,INV-001469,2025-03-26,DC-001469,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1470,GRN-2025-1470,1470,15,2025-03-18,INV-001470,2025-03-17,DC-001470,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1471,GRN-2025-1471,1471,16,2025-03-19,INV-001471,2025-03-18,DC-001471,8,Central Stores,Yes,Accepted,Generated goods receipt.
1472,GRN-2025-1472,1472,17,2025-03-29,INV-001472,2025-03-28,DC-001472,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1473,GRN-2025-1473,1473,18,2025-03-28,INV-001473,2025-03-27,DC-001473,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1474,GRN-2025-1474,1474,19,2025-03-27,INV-001474,2025-03-26,DC-001474,11,Central Stores,Yes,Accepted,Generated goods receipt.
1475,GRN-2025-1475,1475,20,2025-03-19,INV-001475,2025-03-18,DC-001475,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1476,GRN-2025-1476,1476,21,2025-03-24,INV-001476,2025-03-23,DC-001476,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1477,GRN-2025-1477,1477,22,2025-04-01,INV-001477,2025-03-31,DC-001477,1,Central Stores,Yes,Accepted,Generated goods receipt.
1478,GRN-2025-1478,1478,23,2025-03-23,INV-001478,2025-03-22,DC-001478,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1479,GRN-2025-1479,1479,24,2025-03-31,INV-001479,2025-03-30,DC-001479,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1480,GRN-2025-1480,1480,25,2025-03-22,INV-001480,2025-03-21,DC-001480,5,Central Stores,Yes,Accepted,Generated goods receipt.
1481,GRN-2025-1481,1481,26,2025-04-04,INV-001481,2025-04-03,DC-001481,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1482,GRN-2025-1482,1482,27,2025-03-31,INV-001482,2025-03-30,DC-001482,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1483,GRN-2025-1483,1483,28,2025-03-25,INV-001483,2025-03-24,DC-001483,8,Central Stores,Yes,Accepted,Generated goods receipt.
1484,GRN-2025-1484,1484,29,2025-03-23,INV-001484,2025-03-22,DC-001484,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1485,GRN-2025-1485,1485,30,2025-03-23,INV-001485,2025-03-22,DC-001485,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1486,GRN-2025-1486,1486,31,2025-03-26,INV-001486,2025-03-25,DC-001486,11,Central Stores,Yes,Accepted,Generated goods receipt.
1487,GRN-2025-1487,1487,32,2025-04-02,INV-001487,2025-04-01,DC-001487,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1488,GRN-2025-1488,1488,33,2025-03-28,INV-001488,2025-03-27,DC-001488,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1489,GRN-2025-1489,1489,34,2025-03-29,INV-001489,2025-03-28,DC-001489,1,Central Stores,Yes,Accepted,Generated goods receipt.
1490,GRN-2025-1490,1490,35,2025-03-23,INV-001490,2025-03-22,DC-001490,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1491,GRN-2025-1491,1491,1,2025-03-29,INV-001491,2025-03-28,DC-001491,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1492,GRN-2025-1492,1492,2,2025-03-26,INV-001492,2025-03-25,DC-001492,5,Central Stores,Yes,Accepted,Generated goods receipt.
1493,GRN-2025-1493,1493,3,2025-03-25,INV-001493,2025-03-24,DC-001493,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1494,GRN-2025-1494,1494,4,2025-04-06,INV-001494,2025-04-05,DC-001494,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1495,GRN-2025-1495,1495,5,2025-03-26,INV-001495,2025-03-25,DC-001495,8,Central Stores,Yes,Accepted,Generated goods receipt.
1496,GRN-2025-1496,1496,6,2025-03-26,INV-001496,2025-03-25,DC-001496,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1497,GRN-2025-1497,1497,7,2025-04-07,INV-001497,2025-04-06,DC-001497,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1498,GRN-2025-1498,1498,8,2025-03-29,INV-001498,2025-03-28,DC-001498,11,Central Stores,Yes,Accepted,Generated goods receipt.
1499,GRN-2025-1499,1499,9,2025-04-10,INV-001499,2025-04-09,DC-001499,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1500,GRN-2025-1500,1500,10,2025-04-04,INV-001500,2025-04-03,DC-001500,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1501,GRN-2025-1501,1501,11,2025-04-02,INV-001501,2025-04-01,DC-001501,1,Central Stores,Yes,Accepted,Generated goods receipt.
1502,GRN-2025-1502,1502,12,2025-03-29,INV-001502,2025-03-28,DC-001502,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1503,GRN-2025-1503,1503,13,2025-03-26,INV-001503,2025-03-25,DC-001503,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1504,GRN-2025-1504,1504,14,2025-04-03,INV-001504,2025-04-02,DC-001504,5,Central Stores,Yes,Accepted,Generated goods receipt.
1505,GRN-2025-1505,1505,15,2025-03-22,INV-001505,2025-03-21,DC-001505,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1506,GRN-2025-1506,1506,16,2025-03-27,INV-001506,2025-03-26,DC-001506,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1507,GRN-2025-1507,1507,17,2025-04-01,INV-001507,2025-03-31,DC-001507,8,Central Stores,Yes,Accepted,Generated goods receipt.
1508,GRN-2025-1508,1508,18,2025-04-08,INV-001508,2025-04-07,DC-001508,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1509,GRN-2025-1509,1509,19,2025-03-31,INV-001509,2025-03-30,DC-001509,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1510,GRN-2025-1510,1510,20,2025-04-08,INV-001510,2025-04-07,DC-001510,11,Central Stores,Yes,Accepted,Generated goods receipt.
1511,GRN-2025-1511,1511,21,2025-04-11,INV-001511,2025-04-10,DC-001511,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1512,GRN-2025-1512,1512,22,2025-04-06,INV-001512,2025-04-05,DC-001512,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1513,GRN-2025-1513,1513,23,2025-04-10,INV-001513,2025-04-09,DC-001513,1,Central Stores,Yes,Accepted,Generated goods receipt.
1514,GRN-2025-1514,1514,24,2025-04-09,INV-001514,2025-04-08,DC-001514,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1515,GRN-2025-1515,1515,25,2025-03-30,INV-001515,2025-03-29,DC-001515,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1516,GRN-2025-1516,1516,26,2025-04-06,INV-001516,2025-04-05,DC-001516,5,Central Stores,Yes,Accepted,Generated goods receipt.
1517,GRN-2025-1517,1517,27,2025-04-17,INV-001517,2025-04-16,DC-001517,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1518,GRN-2025-1518,1518,28,2025-04-06,INV-001518,2025-04-05,DC-001518,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1519,GRN-2025-1519,1519,29,2025-04-08,INV-001519,2025-04-07,DC-001519,8,Central Stores,Yes,Accepted,Generated goods receipt.
1520,GRN-2025-1520,1520,30,2025-04-15,INV-001520,2025-04-14,DC-001520,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1521,GRN-2025-1521,1521,31,2025-04-04,INV-001521,2025-04-03,DC-001521,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1522,GRN-2025-1522,1522,32,2025-04-03,INV-001522,2025-04-02,DC-001522,11,Central Stores,Yes,Accepted,Generated goods receipt.
1523,GRN-2025-1523,1523,33,2025-04-11,INV-001523,2025-04-10,DC-001523,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1524,GRN-2025-1524,1524,34,2025-03-31,INV-001524,2025-03-30,DC-001524,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1525,GRN-2025-1525,1525,35,2025-04-10,INV-001525,2025-04-09,DC-001525,1,Central Stores,Yes,Accepted,Generated goods receipt.
1526,GRN-2025-1526,1526,1,2025-04-11,INV-001526,2025-04-10,DC-001526,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1527,GRN-2025-1527,1527,2,2025-04-09,INV-001527,2025-04-08,DC-001527,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1528,GRN-2025-1528,1528,3,2025-04-05,INV-001528,2025-04-04,DC-001528,5,Central Stores,Yes,Accepted,Generated goods receipt.
1529,GRN-2025-1529,1529,4,2025-04-09,INV-001529,2025-04-08,DC-001529,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1530,GRN-2025-1530,1530,5,2025-03-31,INV-001530,2025-03-30,DC-001530,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1531,GRN-2025-1531,1531,6,2025-04-16,INV-001531,2025-04-15,DC-001531,8,Central Stores,Yes,Accepted,Generated goods receipt.
1532,GRN-2025-1532,1532,7,2025-04-02,INV-001532,2025-04-01,DC-001532,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1533,GRN-2025-1533,1533,8,2025-04-18,INV-001533,2025-04-17,DC-001533,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1534,GRN-2025-1534,1534,9,2025-04-07,INV-001534,2025-04-06,DC-001534,11,Central Stores,Yes,Accepted,Generated goods receipt.
1535,GRN-2025-1535,1535,10,2025-04-09,INV-001535,2025-04-08,DC-001535,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1536,GRN-2025-1536,1536,11,2025-04-07,INV-001536,2025-04-06,DC-001536,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1537,GRN-2025-1537,1537,12,2025-04-03,INV-001537,2025-04-02,DC-001537,1,Central Stores,Yes,Accepted,Generated goods receipt.
1538,GRN-2025-1538,1538,13,2025-04-13,INV-001538,2025-04-12,DC-001538,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1539,GRN-2025-1539,1539,14,2025-04-17,INV-001539,2025-04-16,DC-001539,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1540,GRN-2025-1540,1540,15,2025-04-19,INV-001540,2025-04-18,DC-001540,5,Central Stores,Yes,Accepted,Generated goods receipt.
1541,GRN-2025-1541,1541,16,2025-04-04,INV-001541,2025-04-03,DC-001541,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1542,GRN-2025-1542,1542,17,2025-04-17,INV-001542,2025-04-16,DC-001542,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1543,GRN-2025-1543,1543,18,2025-04-18,INV-001543,2025-04-17,DC-001543,8,Central Stores,Yes,Accepted,Generated goods receipt.
1544,GRN-2025-1544,1544,19,2025-04-17,INV-001544,2025-04-16,DC-001544,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1545,GRN-2025-1545,1545,20,2025-04-14,INV-001545,2025-04-13,DC-001545,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1546,GRN-2025-1546,1546,21,2025-04-07,INV-001546,2025-04-06,DC-001546,11,Central Stores,Yes,Accepted,Generated goods receipt.
1547,GRN-2025-1547,1547,22,2025-04-22,INV-001547,2025-04-21,DC-001547,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1548,GRN-2025-1548,1548,23,2025-04-15,INV-001548,2025-04-14,DC-001548,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1549,GRN-2025-1549,1549,24,2025-04-14,INV-001549,2025-04-13,DC-001549,1,Central Stores,Yes,Accepted,Generated goods receipt.
1550,GRN-2025-1550,1550,25,2025-04-20,INV-001550,2025-04-19,DC-001550,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1551,GRN-2025-1551,1551,26,2025-04-13,INV-001551,2025-04-12,DC-001551,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1552,GRN-2025-1552,1552,27,2025-04-21,INV-001552,2025-04-20,DC-001552,5,Central Stores,Yes,Accepted,Generated goods receipt.
1553,GRN-2025-1553,1553,28,2025-04-08,INV-001553,2025-04-07,DC-001553,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1554,GRN-2025-1554,1554,29,2025-04-22,INV-001554,2025-04-21,DC-001554,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1555,GRN-2025-1555,1555,30,2025-04-22,INV-001555,2025-04-21,DC-001555,8,Central Stores,Yes,Accepted,Generated goods receipt.
1556,GRN-2025-1556,1556,31,2025-04-20,INV-001556,2025-04-19,DC-001556,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1557,GRN-2025-1557,1557,32,2025-04-21,INV-001557,2025-04-20,DC-001557,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1558,GRN-2025-1558,1558,33,2025-04-25,INV-001558,2025-04-24,DC-001558,11,Central Stores,Yes,Accepted,Generated goods receipt.
1559,GRN-2025-1559,1559,34,2025-04-10,INV-001559,2025-04-09,DC-001559,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1560,GRN-2025-1560,1560,35,2025-04-23,INV-001560,2025-04-22,DC-001560,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1561,GRN-2025-1561,1561,1,2025-04-23,INV-001561,2025-04-22,DC-001561,1,Central Stores,Yes,Accepted,Generated goods receipt.
1562,GRN-2025-1562,1562,2,2025-04-17,INV-001562,2025-04-16,DC-001562,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1563,GRN-2025-1563,1563,3,2025-04-18,INV-001563,2025-04-17,DC-001563,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1564,GRN-2025-1564,1564,4,2025-04-12,INV-001564,2025-04-11,DC-001564,5,Central Stores,Yes,Accepted,Generated goods receipt.
1565,GRN-2025-1565,1565,5,2025-04-21,INV-001565,2025-04-20,DC-001565,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1566,GRN-2025-1566,1566,6,2025-04-26,INV-001566,2025-04-25,DC-001566,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1567,GRN-2025-1567,1567,7,2025-04-16,INV-001567,2025-04-15,DC-001567,8,Central Stores,Yes,Accepted,Generated goods receipt.
1568,GRN-2025-1568,1568,8,2025-04-20,INV-001568,2025-04-19,DC-001568,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1569,GRN-2025-1569,1569,9,2025-04-21,INV-001569,2025-04-20,DC-001569,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1570,GRN-2025-1570,1570,10,2025-04-14,INV-001570,2025-04-13,DC-001570,11,Central Stores,Yes,Accepted,Generated goods receipt.
1571,GRN-2025-1571,1571,11,2025-04-29,INV-001571,2025-04-28,DC-001571,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1572,GRN-2025-1572,1572,12,2025-04-20,INV-001572,2025-04-19,DC-001572,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1573,GRN-2025-1573,1573,13,2025-04-16,INV-001573,2025-04-15,DC-001573,1,Central Stores,Yes,Accepted,Generated goods receipt.
1574,GRN-2025-1574,1574,14,2025-04-15,INV-001574,2025-04-14,DC-001574,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1575,GRN-2025-1575,1575,15,2025-04-25,INV-001575,2025-04-24,DC-001575,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1576,GRN-2025-1576,1576,16,2025-04-29,INV-001576,2025-04-28,DC-001576,5,Central Stores,Yes,Accepted,Generated goods receipt.
1577,GRN-2025-1577,1577,17,2025-04-16,INV-001577,2025-04-15,DC-001577,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1578,GRN-2025-1578,1578,18,2025-04-19,INV-001578,2025-04-18,DC-001578,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1579,GRN-2025-1579,1579,19,2025-04-23,INV-001579,2025-04-22,DC-001579,8,Central Stores,Yes,Accepted,Generated goods receipt.
1580,GRN-2025-1580,1580,20,2025-04-13,INV-001580,2025-04-12,DC-001580,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1581,GRN-2025-1581,1581,21,2025-04-26,INV-001581,2025-04-25,DC-001581,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1582,GRN-2025-1582,1582,22,2025-04-11,INV-001582,2025-04-10,DC-001582,11,Central Stores,Yes,Accepted,Generated goods receipt.
1583,GRN-2025-1583,1583,23,2025-04-22,INV-001583,2025-04-21,DC-001583,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1584,GRN-2025-1584,1584,24,2025-04-20,INV-001584,2025-04-19,DC-001584,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1585,GRN-2025-1585,1585,25,2025-04-25,INV-001585,2025-04-24,DC-001585,1,Central Stores,Yes,Accepted,Generated goods receipt.
1586,GRN-2025-1586,1586,26,2025-04-24,INV-001586,2025-04-23,DC-001586,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1587,GRN-2025-1587,1587,27,2025-04-15,INV-001587,2025-04-14,DC-001587,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1588,GRN-2025-1588,1588,28,2025-04-20,INV-001588,2025-04-19,DC-001588,5,Central Stores,Yes,Accepted,Generated goods receipt.
1589,GRN-2025-1589,1589,29,2025-04-14,INV-001589,2025-04-13,DC-001589,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1590,GRN-2025-1590,1590,30,2025-04-17,INV-001590,2025-04-16,DC-001590,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1591,GRN-2025-1591,1591,31,2025-05-05,INV-001591,2025-05-04,DC-001591,8,Central Stores,Yes,Accepted,Generated goods receipt.
1592,GRN-2025-1592,1592,32,2025-04-18,INV-001592,2025-04-17,DC-001592,9,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1593,GRN-2025-1593,1593,33,2025-04-23,INV-001593,2025-04-22,DC-001593,10,Electrical Store,Yes,Accepted,Generated goods receipt.
1594,GRN-2025-1594,1594,34,2025-04-17,INV-001594,2025-04-16,DC-001594,11,Central Stores,Yes,Accepted,Generated goods receipt.
1595,GRN-2025-1595,1595,35,2025-05-02,INV-001595,2025-05-01,DC-001595,12,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1596,GRN-2025-1596,1596,1,2025-04-30,INV-001596,2025-04-29,DC-001596,13,Electrical Store,Yes,Accepted,Generated goods receipt.
1597,GRN-2025-1597,1597,2,2025-05-03,INV-001597,2025-05-02,DC-001597,1,Central Stores,Yes,Accepted,Generated goods receipt.
1598,GRN-2025-1598,1598,3,2025-04-27,INV-001598,2025-04-26,DC-001598,3,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1599,GRN-2025-1599,1599,4,2025-05-04,INV-001599,2025-05-03,DC-001599,4,Electrical Store,Yes,Accepted,Generated goods receipt.
1600,GRN-2025-1600,1600,5,2025-04-24,INV-001600,2025-04-23,DC-001600,5,Central Stores,Yes,Accepted,Generated goods receipt.
1601,GRN-2025-1601,1601,6,2025-04-30,INV-001601,2025-04-29,DC-001601,6,Raw Material Warehouse,Yes,Accepted,Generated goods receipt.
1602,GRN-2025-1602,1602,7,2025-04-27,INV-001602,2025-04-26,DC-001602,7,Electrical Store,Yes,Accepted,Generated goods receipt.
1603,GRN-2025-1603,1603,8,2025-04-19,INV-001603,2025-04-18,DC-001603,8,Central Stores,Yes,Accepted,Generated goods receipt.
