pr_id,pr_number,requested_by,department_id,pr_date,required_date,remarks,status,approved_by,approved_date
1564,PR-2025-1564,11,5,2025-05-11,2025-05-27,Generated material requisition for EV motor manufacturing.,Approved,1,2025-05-12
1565,PR-2025-1565,12,6,2025-05-11,2025-05-24,Generated material requisition for EV motor manufacturing.,Approved,3,2025-05-12
1566,PR-2025-1566,13,6,2025-05-12,2025-06-01,Generated material requisition for EV motor manufacturing.,Approved,4,2025-05-13
1567,PR-2025-1567,1,1,2025-05-12,2025-05-21,Generated material requisition for EV motor manufacturing.,Approved,5,2025-05-13
1568,PR-2025-1568,3,2,2025-05-12,2025-05-31,Generated material requisition for EV motor manufacturing.,Approved,6,2025-05-13
1569,PR-2025-1569,4,2,2025-05-12,2025-05-15,Generated material requisition for EV motor manufacturing.,Approved,7,2025-05-13
1570,PR-2025-1570,5,1,2025-05-12,2025-05-24,Generated material requisition for EV motor manufacturing.,Approved,8,2025-05-13
1571,PR-2025-1571,6,3,2025-05-13,2025-05-30,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2025-05-14
1572,PR-2025-1572,7,3,2025-05-13,2025-05-25,Generated material requisition for EV motor manufacturing.,Approved,10,2025-05-14
1573,PR-2025-1573,8,4,2025-05-13,2025-06-01,Generated material requisition for EV motor manufacturing.,Approved,11,2025-05-14
1574,PR-2025-1574,9,4,2025-05-14,2025-05-22,Generated material requisition for EV motor manufacturing.,Approved,12,2025-05-15
1575,PR-2025-1575,10,5,2025-05-14,2025-05-17,Generated material requisition for EV motor manufacturing.,Approved,13,2025-05-15
1576,PR-2025-1576,11,5,2025-05-14,2025-05-30,Generated material requisition for EV motor manufacturing.,Approved,1,2025-05-15
1577,PR-2025-1577,12,6,2025-05-14,2025-05-18,Generated material requisition for EV motor manufacturing.,Approved,3,2025-05-15
1578,PR-2025-1578,13,6,2025-05-14,2025-05-30,Generated material requisition for EV motor manufacturing.,Approved,4,2025-05-15
1579,PR-2025-1579,1,1,2025-05-15,2025-05-31,Generated material requisition for EV motor manufacturing.,Approved,5,2025-05-16
1580,PR-2025-1580,3,2,2025-05-15,2025-06-02,Generated material requisition for EV motor manufacturing.,Approved,6,2025-05-16
1581,PR-2025-1581,4,2,2025-05-16,2025-05-27,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2025-05-17
1582,PR-2025-1582,5,1,2025-05-16,2025-06-04,Generated material requisition for EV motor manufacturing.,Approved,8,2025-05-17
1583,PR-2025-1583,6,3,2025-05-16,2025-05-22,Generated material requisition for EV motor manufacturing.,Approved,9,2025-05-17
1584,PR-2025-1584,7,3,2025-05-17,2025-05-27,Generated material requisition for EV motor manufacturing.,Approved,10,2025-05-18
1585,PR-2025-1585,8,4,2025-05-17,2025-05-22,Generated material requisition for EV motor manufacturing.,Approved,11,2025-05-18
1586,PR-2025-1586,9,4,2025-05-17,2025-06-02,Generated material requisition for EV motor manufacturing.,Approved,12,2025-05-18
1587,PR-2025-1587,10,5,2025-05-17,2025-06-01,Generated material requisition for EV motor manufacturing.,Approved,13,2025-05-18
1588,PR-2025-1588,11,5,2025-05-17,2025-06-03,Generated material requisition for EV motor manufacturing.,Approved,1,2025-05-18
1589,PR-2025-1589,12,6,2025-05-18,2025-06-03,Generated material requisition for EV motor manufacturing.,Approved,3,2025-05-19
1590,PR-2025-1590,13,6,2025-05-19,2025-05-27,Generated material requisition for EV motor manufacturing.,Approved,4,2025-05-20
1591,PR-2025-1591,1,1,2025-05-19,2025-05-23,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2025-05-20
1592,PR-2025-1592,3,2,2025-05-19,2025-06-07,Generated material requisition for EV motor manufacturing.,Approved,6,2025-05-20
1593,PR-2025-1593,4,2,2025-05-19,2025-05-30,Generated material requisition for EV motor manufacturing.,Approved,7,2025-05-20
1594,PR-2025-1594,5,1,2025-05-19,2025-05-23,Generated material requisition for EV motor manufacturing.,Approved,8,2025-05-20
1595,PR-2025-1595,6,3,2025-05-20,2025-06-08,Generated material requisition for EV motor manufacturing.,Approved,9,2025-05-21
1596,PR-2025-1596,7,3,2025-05-20,2025-06-09,Generated material requisition for EV motor manufacturing.,Approved,10,2025-05-21
1597,PR-2025-1597,8,4,2025-05-20,2025-05-31,Generated material requisition for EV motor manufacturing.,Approved,11,2025-05-21
1598,PR-2025-1598,9,4,2025-05-20,2025-06-05,Generated material requisition for EV motor manufacturing.,Approved,12,2025-05-21
1599,PR-2025-1599,10,5,2025-05-20,2025-05-23,Generated material requisition for EV motor manufacturing.,Approved,13,2025-05-21
1600,PR-2025-1600,11,5,2025-05-21,2025-05-25,Generated material requisition for EV motor manufacturing.,Approved,1,2025-05-22
1601,PR-2025-1601,12,6,2025-05-21,2025-05-28,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2025-05-22
1602,PR-2025-1602,13,6,2025-05-21,2025-06-04,Generated material requisition for EV motor manufacturing.,Approved,4,2025-05-22
1603,PR-2025-1603,1,1,2025-05-21,2025-05-26,Generated material requisition for EV motor manufacturing.,Approved,5,2025-05-22
1604,PR-2025-1604,3,2,2025-05-22,2025-05-25,Generated material requisition for EV motor manufacturing.,Approved,6,2025-05-23
1605,PR-2025-1605,4,2,2025-05-22,2025-06-06,Generated material requisition for EV motor manufacturing.,Approved,7,2025-05-23
1606,PR-2025-1606,5,1,2025-05-22,2025-06-07,Generated material requisition for EV motor manufacturing.,Approved,8,2025-05-23
1607,PR-2025-1607,6,3,2025-05-22,2025-06-07,Generated material requisition for EV motor manufacturing.,Approved,9,2025-05-23
1608,PR-2025-1608,7,3,2025-05-22,2025-06-08,Generated material requisition for EV motor manufacturing.,Approved,10,2025-05-23
1609,PR-2025-1609,8,4,2025-05-23,2025-06-09,Generated material requisition for EV motor manufacturing.,Approved,11,2025-05-24
1610,PR-2025-1610,9,4,2025-05-23,2025-06-05,Generated material requisition for EV motor manufacturing.,Approved,12,2025-05-24
1611,PR-2025-1611,10,5,2025-05-23,2025-06-04,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2025-05-24
1612,PR-2025-1612,11,5,2025-05-23,2025-06-10,Generated material requisition for EV motor manufacturing.,Approved,1,2025-05-24
1613,PR-2025-1613,12,6,2025-05-23,2025-06-01,Generated material requisition for EV motor manufacturing.,Approved,3,2025-05-24
1614,PR-2025-1614,13,6,2025-05-24,2025-05-28,Generated material requisition for EV motor manufacturing.,Approved,4,2025-05-25
1615,PR-2025-1615,1,1,2025-05-24,2025-06-09,Generated material requisition for EV motor manufacturing.,Approved,5,2025-05-25
1616,PR-2025-1616,3,2,2025-05-25,2025-06-01,Generated material requisition for EV motor manufacturing.,Approved,6,2025-05-26
1617,PR-2025-1617,4,2,2025-05-26,2025-06-15,Generated material requisition for EV motor manufacturing.,Approved,7,2025-05-27
1618,PR-2025-1618,5,1,2025-05-27,2025-06-06,Generated material requisition for EV motor manufacturing.,Approved,8,2025-05-28
1619,PR-2025-1619,6,3,2025-05-27,2025-06-14,Generated material requisition for EV motor manufacturing.,Approved,9,2025-05-28
1620,PR-2025-1620,7,3,2025-05-27,2025-05-30,Generated material requisition for EV motor manufacturing.,Approved,10,2025-05-28
1621,PR-2025-1621,8,4,2025-05-28,2025-06-11,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2025-05-29
1622,PR-2025-1622,9,4,2025-05-28,2025-06-08,Generated material requisition for EV motor manufacturing.,Approved,12,2025-05-29
1623,PR-2025-1623,10,5,2025-05-28,2025-06-08,Generated material requisition for EV motor manufacturing.,Approved,13,2025-05-29
1624,PR-2025-1624,11,5,2025-05-29,2025-06-05,Generated material requisition for EV motor manufacturing.,Approved,1,2025-05-30
1625,PR-2025-1625,12,6,2025-05-29,2025-06-18,Generated material requisition for EV motor manufacturing.,Approved,3,2025-05-30
1626,PR-2025-1626,13,6,2025-05-29,2025-06-08,Generated material requisition for EV motor manufacturing.,Approved,4,2025-05-30
1627,PR-2025-1627,1,1,2025-05-29,2025-06-16,Generated material requisition for EV motor manufacturing.,Approved,5,2025-05-30
1628,PR-2025-1628,3,2,2025-05-29,2025-06-08,Generated material requisition for EV motor manufacturing.,Approved,6,2025-05-30
1629,PR-2025-1629,4,2,2025-05-30,2025-06-02,Generated material requisition for EV motor manufacturing.,Approved,7,2025-05-31
1630,PR-2025-1630,5,1,2025-05-30,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,8,2025-05-31
1631,PR-2025-1631,6,3,2025-05-30,2025-06-05,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2025-05-31
1632,PR-2025-1632,7,3,2025-05-30,2025-06-06,Generated material requisition for EV motor manufacturing.,Approved,10,2025-05-31
1633,PR-2025-1633,8,4,2025-05-30,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,11,2025-05-31
1634,PR-2025-1634,9,4,2025-05-31,2025-06-19,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-01
1635,PR-2025-1635,10,5,2025-05-31,2025-06-19,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-01
1636,PR-2025-1636,11,5,2025-06-01,2025-06-11,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-02
1637,PR-2025-1637,12,6,2025-06-01,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-02
1638,PR-2025-1638,13,6,2025-06-02,2025-06-10,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-03
1639,PR-2025-1639,1,1,2025-06-02,2025-06-18,Generated material requisition for EV motor manufacturing.,Approved,5,2025-06-03
1640,PR-2025-1640,3,2,2025-06-02,2025-06-14,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-03
1641,PR-2025-1641,4,2,2025-06-02,2025-06-05,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2025-06-03
1642,PR-2025-1642,5,1,2025-06-02,2025-06-12,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-03
1643,PR-2025-1643,6,3,2025-06-02,2025-06-13,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-03
1644,PR-2025-1644,7,3,2025-06-03,2025-06-10,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-04
1645,PR-2025-1645,8,4,2025-06-03,2025-06-12,Generated material requisition for EV motor manufacturing.,Approved,11,2025-06-04
1646,PR-2025-1646,9,4,2025-06-03,2025-06-15,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-04
1647,PR-2025-1647,10,5,2025-06-04,2025-06-07,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-05
1648,PR-2025-1648,11,5,2025-06-04,2025-06-09,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-05
1649,PR-2025-1649,12,6,2025-06-04,2025-06-20,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-05
1650,PR-2025-1650,13,6,2025-06-04,2025-06-13,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-05
1651,PR-2025-1651,1,1,2025-06-04,2025-06-17,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2025-06-05
1652,PR-2025-1652,3,2,2025-06-04,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-05
1653,PR-2025-1653,4,2,2025-06-05,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,7,2025-06-06
1654,PR-2025-1654,5,1,2025-06-05,2025-06-15,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-06
1655,PR-2025-1655,6,3,2025-06-05,2025-06-16,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-06
1656,PR-2025-1656,7,3,2025-06-05,2025-06-22,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-06
1657,PR-2025-1657,8,4,2025-06-06,2025-06-26,Generated material requisition for EV motor manufacturing.,Approved,11,2025-06-07
1658,PR-2025-1658,9,4,2025-06-06,2025-06-13,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-07
1659,PR-2025-1659,10,5,2025-06-06,2025-06-21,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-07
1660,PR-2025-1660,11,5,2025-06-07,2025-06-27,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-08
1661,PR-2025-1661,12,6,2025-06-07,2025-06-10,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2025-06-08
1662,PR-2025-1662,13,6,2025-06-07,2025-06-24,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-08
1663,PR-2025-1663,1,1,2025-06-07,2025-06-18,Generated material requisition for EV motor manufacturing.,Approved,5,2025-06-08
1664,PR-2025-1664,3,2,2025-06-07,2025-06-27,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-08
1665,PR-2025-1665,4,2,2025-06-07,2025-06-20,Generated material requisition for EV motor manufacturing.,Approved,7,2025-06-08
1666,PR-2025-1666,5,1,2025-06-09,2025-06-27,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-10
1667,PR-2025-1667,6,3,2025-06-10,2025-06-15,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-11
1668,PR-2025-1668,7,3,2025-06-10,2025-06-15,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-11
1669,PR-2025-1669,8,4,2025-06-10,2025-06-29,Generated material requisition for EV motor manufacturing.,Approved,11,2025-06-11
1670,PR-2025-1670,9,4,2025-06-10,2025-06-22,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-11
1671,PR-2025-1671,10,5,2025-06-11,2025-06-24,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2025-06-12
1672,PR-2025-1672,11,5,2025-06-11,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-12
1673,PR-2025-1673,12,6,2025-06-11,2025-06-18,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-12
1674,PR-2025-1674,13,6,2025-06-11,2025-06-28,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-12
1675,PR-2025-1675,1,1,2025-06-11,2025-06-19,Generated material requisition for EV motor manufacturing.,Approved,5,2025-06-12
1676,PR-2025-1676,3,2,2025-06-11,2025-06-24,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-12
1677,PR-2025-1677,4,2,2025-06-11,2025-06-19,Generated material requisition for EV motor manufacturing.,Approved,7,2025-06-12
1678,PR-2025-1678,5,1,2025-06-11,2025-06-18,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-12
1679,PR-2025-1679,6,3,2025-06-11,2025-06-16,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-12
1680,PR-2025-1680,7,3,2025-06-11,2025-06-30,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-12
1681,PR-2025-1681,8,4,2025-06-12,2025-07-01,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2025-06-13
1682,PR-2025-1682,9,4,2025-06-12,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-13
1683,PR-2025-1683,10,5,2025-06-12,2025-06-21,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-13
1684,PR-2025-1684,11,5,2025-06-12,2025-06-25,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-13
1685,PR-2025-1685,12,6,2025-06-12,2025-06-21,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-13
1686,PR-2025-1686,13,6,2025-06-12,2025-06-27,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-13
1687,PR-2025-1687,1,1,2025-06-13,2025-06-20,Generated material requisition for EV motor manufacturing.,Approved,5,2025-06-14
1688,PR-2025-1688,3,2,2025-06-13,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-14
1689,PR-2025-1689,4,2,2025-06-13,2025-06-22,Generated material requisition for EV motor manufacturing.,Approved,7,2025-06-14
1690,PR-2025-1690,5,1,2025-06-13,2025-06-26,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-14
1691,PR-2025-1691,6,3,2025-06-13,2025-06-19,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2025-06-14
1692,PR-2025-1692,7,3,2025-06-14,2025-07-01,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-15
1693,PR-2025-1693,8,4,2025-06-14,2025-06-17,Generated material requisition for EV motor manufacturing.,Approved,11,2025-06-15
1694,PR-2025-1694,9,4,2025-06-14,2025-06-18,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-15
1695,PR-2025-1695,10,5,2025-06-14,2025-06-26,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-15
1696,PR-2025-1696,11,5,2025-06-15,2025-06-27,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-16
1697,PR-2025-1697,12,6,2025-06-15,2025-06-23,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-16
1698,PR-2025-1698,13,6,2025-06-15,2025-06-22,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-16
1699,PR-2025-1699,1,1,2025-06-15,2025-06-19,Generated material requisition for EV motor manufacturing.,Approved,5,2025-06-16
1700,PR-2025-1700,3,2,2025-06-16,2025-06-30,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-17
1701,PR-2025-1701,4,2,2025-06-16,2025-06-25,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2025-06-17
1702,PR-2025-1702,5,1,2025-06-16,2025-06-21,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-17
1703,PR-2025-1703,6,3,2025-06-17,2025-06-27,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-18
1704,PR-2025-1704,7,3,2025-06-18,2025-07-07,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-19
1705,PR-2025-1705,8,4,2025-06-18,2025-06-25,Generated material requisition for EV motor manufacturing.,Approved,11,2025-06-19
1706,PR-2025-1706,9,4,2025-06-18,2025-07-07,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-19
1707,PR-2025-1707,10,5,2025-06-18,2025-06-25,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-19
1708,PR-2025-1708,11,5,2025-06-19,2025-06-25,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-20
1709,PR-2025-1709,12,6,2025-06-19,2025-06-26,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-20
1710,PR-2025-1710,13,6,2025-06-19,2025-06-27,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-20
1711,PR-2025-1711,1,1,2025-06-19,2025-06-24,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2025-06-20
1712,PR-2025-1712,3,2,2025-06-19,2025-07-02,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-20
1713,PR-2025-1713,4,2,2025-06-20,2025-06-29,Generated material requisition for EV motor manufacturing.,Approved,7,2025-06-21
1714,PR-2025-1714,5,1,2025-06-20,2025-07-05,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-21
1715,PR-2025-1715,6,3,2025-06-20,2025-07-01,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-21
1716,PR-2025-1716,7,3,2025-06-21,2025-07-01,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-22
1717,PR-2025-1717,8,4,2025-06-21,2025-07-02,Generated material requisition for EV motor manufacturing.,Approved,11,2025-06-22
1718,PR-2025-1718,9,4,2025-06-21,2025-06-26,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-22
1719,PR-2025-1719,10,5,2025-06-22,2025-07-07,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-23
1720,PR-2025-1720,11,5,2025-06-22,2025-06-26,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-23
1721,PR-2025-1721,12,6,2025-06-22,2025-07-07,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2025-06-23
1722,PR-2025-1722,13,6,2025-06-22,2025-07-12,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-23
1723,PR-2025-1723,1,1,2025-06-22,2025-07-08,Generated material requisition for EV motor manufacturing.,Approved,5,2025-06-23
1724,PR-2025-1724,3,2,2025-06-23,2025-07-04,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-24
1725,PR-2025-1725,4,2,2025-06-23,2025-07-01,Generated material requisition for EV motor manufacturing.,Approved,7,2025-06-24
1726,PR-2025-1726,5,1,2025-06-23,2025-07-11,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-24
1727,PR-2025-1727,6,3,2025-06-23,2025-06-30,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-24
1728,PR-2025-1728,7,3,2025-06-23,2025-07-04,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-24
1729,PR-2025-1729,8,4,2025-06-24,2025-07-10,Generated material requisition for EV motor manufacturing.,Approved,11,2025-06-25
1730,PR-2025-1730,9,4,2025-06-24,2025-07-13,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-25
1731,PR-2025-1731,10,5,2025-06-24,2025-07-13,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2025-06-25
1732,PR-2025-1732,11,5,2025-06-24,2025-06-28,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-25
1733,PR-2025-1733,12,6,2025-06-25,2025-07-14,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-26
1734,PR-2025-1734,13,6,2025-06-25,2025-06-30,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-26
1735,PR-2025-1735,1,1,2025-06-26,2025-07-09,Generated material requisition for EV motor manufacturing.,Approved,5,2025-06-27
1736,PR-2025-1736,3,2,2025-06-26,2025-07-15,Generated material requisition for EV motor manufacturing.,Approved,6,2025-06-27
1737,PR-2025-1737,4,2,2025-06-27,2025-07-11,Generated material requisition for EV motor manufacturing.,Approved,7,2025-06-28
1738,PR-2025-1738,5,1,2025-06-28,2025-07-18,Generated material requisition for EV motor manufacturing.,Approved,8,2025-06-29
1739,PR-2025-1739,6,3,2025-06-28,2025-07-07,Generated material requisition for EV motor manufacturing.,Approved,9,2025-06-29
1740,PR-2025-1740,7,3,2025-06-29,2025-07-07,Generated material requisition for EV motor manufacturing.,Approved,10,2025-06-30
1741,PR-2025-1741,8,4,2025-06-29,2025-07-07,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2025-06-30
1742,PR-2025-1742,9,4,2025-06-29,2025-07-08,Generated material requisition for EV motor manufacturing.,Approved,12,2025-06-30
1743,PR-2025-1743,10,5,2025-06-29,2025-07-14,Generated material requisition for EV motor manufacturing.,Approved,13,2025-06-30
1744,PR-2025-1744,11,5,2025-06-29,2025-07-10,Generated material requisition for EV motor manufacturing.,Approved,1,2025-06-30
1745,PR-2025-1745,12,6,2025-06-29,2025-07-15,Generated material requisition for EV motor manufacturing.,Approved,3,2025-06-30
1746,PR-2025-1746,13,6,2025-06-29,2025-07-09,Generated material requisition for EV motor manufacturing.,Approved,4,2025-06-30
1747,PR-2025-1747,1,1,2025-06-30,2025-07-08,Generated material requisition for EV motor manufacturing.,Approved,5,2025-07-01
1748,PR-2025-1748,3,2,2025-06-30,2025-07-06,Generated material requisition for EV motor manufacturing.,Approved,6,2025-07-01
1749,PR-2025-1749,4,2,2025-06-30,2025-07-12,Generated material requisition for EV motor manufacturing.,Approved,7,2025-07-01
1750,PR-2025-1750,5,1,2025-06-30,2025-07-19,Generated material requisition for EV motor manufacturing.,Approved,8,2025-07-01
1751,PR-2025-1751,6,3,2025-06-30,2025-07-18,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2025-07-01
1752,PR-2025-1752,7,3,2025-06-30,2025-07-07,Generated material requisition for EV motor manufacturing.,Approved,10,2025-07-01
1753,PR-2025-1753,8,4,2025-07-01,2025-07-12,Generated material requisition for EV motor manufacturing.,Approved,11,2025-07-02
1754,PR-2025-1754,9,4,2025-07-01,2025-07-16,Generated material requisition for EV motor manufacturing.,Approved,12,2025-07-02
1755,PR-2025-1755,10,5,2025-07-01,2025-07-15,Generated material requisition for EV motor manufacturing.,Approved,13,2025-07-02
1756,PR-2025-1756,11,5,2025-07-01,2025-07-05,Generated material requisition for EV motor manufacturing.,Approved,1,2025-07-02
1757,PR-2025-1757,12,6,2025-07-01,2025-07-14,Generated material requisition for EV motor manufacturing.,Approved,3,2025-07-02
1758,PR-2025-1758,13,6,2025-07-01,2025-07-04,Generated material requisition for EV motor manufacturing.,Approved,4,2025-07-02
1759,PR-2025-1759,1,1,2025-07-01,2025-07-06,Generated material requisition for EV motor manufacturing.,Approved,5,2025-07-02
1760,PR-2025-1760,3,2,2025-07-02,2025-07-16,Generated material requisition for EV motor manufacturing.,Approved,6,2025-07-03
1761,PR-2025-1761,4,2,2025-07-02,2025-07-06,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2025-07-03
1762,PR-2025-1762,5,1,2025-07-02,2025-07-11,Generated material requisition for EV motor manufacturing.,Approved,8,2025-07-03
1763,PR-2025-1763,6,3,2025-07-02,2025-07-15,Generated material requisition for EV motor manufacturing.,Approved,9,2025-07-03
1764,PR-2025-1764,7,3,2025-07-03,2025-07-17,Generated material requisition for EV motor manufacturing.,Approved,10,2025-07-04
1765,PR-2025-1765,8,4,2025-07-04,2025-07-15,Generated material requisition for EV motor manufacturing.,Approved,11,2025-07-05
1766,PR-2025-1766,9,4,2025-07-04,2025-07-08,Generated material requisition for EV motor manufacturing.,Approved,12,2025-07-05
1767,PR-2025-1767,10,5,2025-07-05,2025-07-22,Generated material requisition for EV motor manufacturing.,Approved,13,2025-07-06
1768,PR-2025-1768,11,5,2025-07-06,2025-07-26,Generated material requisition for EV motor manufacturing.,Approved,1,2025-07-07
1769,PR-2025-1769,12,6,2025-07-06,2025-07-24,Generated material requisition for EV motor manufacturing.,Approved,3,2025-07-07
1770,PR-2025-1770,13,6,2025-07-06,2025-07-22,Generated material requisition for EV motor manufacturing.,Approved,4,2025-07-07
1771,PR-2025-1771,1,1,2025-07-07,2025-07-17,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2025-07-08
1772,PR-2025-1772,3,2,2025-07-07,2025-07-25,Generated material requisition for EV motor manufacturing.,Approved,6,2025-07-08
1773,PR-2025-1773,4,2,2025-07-07,2025-07-18,Generated material requisition for EV motor manufacturing.,Approved,7,2025-07-08
1774,PR-2025-1774,5,1,2025-07-08,2025-07-13,Generated material requisition for EV motor manufacturing.,Approved,8,2025-07-09
1775,PR-2025-1775,6,3,2025-07-08,2025-07-26,Generated material requisition for EV motor manufacturing.,Approved,9,2025-07-09
1776,PR-2025-1776,7,3,2025-07-09,2025-07-17,Generated material requisition for EV motor manufacturing.,Approved,10,2025-07-10
1777,PR-2025-1777,8,4,2025-07-09,2025-07-28,Generated material requisition for EV motor manufacturing.,Approved,11,2025-07-10
1778,PR-2025-1778,9,4,2025-07-09,2025-07-18,Generated material requisition for EV motor manufacturing.,Approved,12,2025-07-10
1779,PR-2025-1779,10,5,2025-07-09,2025-07-27,Generated material requisition for EV motor manufacturing.,Approved,13,2025-07-10
1780,PR-2025-1780,11,5,2025-07-09,2025-07-21,Generated material requisition for EV motor manufacturing.,Approved,1,2025-07-10
1781,PR-2025-1781,12,6,2025-07-09,2025-07-20,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2025-07-10
1782,PR-2025-1782,13,6,2025-07-10,2025-07-18,Generated material requisition for EV motor manufacturing.,Approved,4,2025-07-11
1783,PR-2025-1783,1,1,2025-07-10,2025-07-28,Generated material requisition for EV motor manufacturing.,Approved,5,2025-07-11
1784,PR-2025-1784,3,2,2025-07-10,2025-07-14,Generated material requisition for EV motor manufacturing.,Approved,6,2025-07-11
1785,PR-2025-1785,4,2,2025-07-11,2025-07-22,Generated material requisition for EV motor manufacturing.,Approved,7,2025-07-12
1786,PR-2025-1786,5,1,2025-07-11,2025-07-20,Generated material requisition for EV motor manufacturing.,Approved,8,2025-07-12
1787,PR-2025-1787,6,3,2025-07-11,2025-07-23,Generated material requisition for EV motor manufacturing.,Approved,9,2025-07-12
