bom_consumption_id,production_order_item_id,finished_item_id,consumed_item_id,planned_quantity,issued_quantity,actual_consumed_quantity,returned_quantity,wastage_quantity,uom,warehouse_location,batch_number,consumption_date,consumed_by,transaction_status,remarks
3874,742,100,55,744.000,758.880,744.000,0.000,14.880,No,Production Issue Store,BC-0003874,2024-08-28,12,Consumed,Generated BOM consumption from active BOM.
3875,743,101,56,1476.000,1505.520,1476.000,0.000,29.520,No,Production Issue Store,BC-0003875,2024-08-26,12,Consumed,Generated BOM consumption from active BOM.
3876,743,101,58,1476.000,1505.520,1476.000,0.000,29.520,No,Production Issue Store,BC-0003876,2024-08-26,13,Consumed,Generated BOM consumption from active BOM.
3877,744,102,58,1008.000,1028.160,1008.000,0.000,20.160,No,Production Issue Store,BC-0003877,2024-08-25,13,Consumed,Generated BOM consumption from active BOM.
3878,744,102,59,1008.000,1028.160,1008.000,0.000,20.160,No,Production Issue Store,BC-0003878,2024-08-25,1,Consumed,Generated BOM consumption from active BOM.
3879,745,100,59,1056.000,1077.120,1056.000,0.000,21.120,No,Production Issue Store,BC-0003879,2024-08-31,1,Consumed,Generated BOM consumption from active BOM.
3880,745,100,60,22.000,22.440,22.000,0.000,0.440,m,Production Issue Store,BC-0003880,2024-08-31,3,Consumed,Generated BOM consumption from active BOM.
3881,746,101,61,44.000,44.880,44.000,0.000,0.880,m,Production Issue Store,BC-0003881,2024-08-24,3,Consumed,Generated BOM consumption from active BOM.
3882,746,101,41,55.000,56.100,55.000,0.000,1.100,No,Production Issue Store,BC-0003882,2024-08-24,4,Consumed,Generated BOM consumption from active BOM.
3883,747,102,41,14.000,14.280,14.000,0.000,0.280,No,Production Issue Store,BC-0003883,2024-08-25,4,Consumed,Generated BOM consumption from active BOM.
3884,747,102,43,28.000,28.560,28.000,0.000,0.560,No,Production Issue Store,BC-0003884,2024-08-25,5,Consumed,Generated BOM consumption from active BOM.
3885,748,100,40,41.000,41.820,41.000,0.000,0.820,No,Production Issue Store,BC-0003885,2024-08-30,5,Consumed,Generated BOM consumption from active BOM.
3886,748,100,45,41.000,41.820,41.000,0.000,0.820,No,Production Issue Store,BC-0003886,2024-08-30,6,Consumed,Generated BOM consumption from active BOM.
3887,749,101,45,12.000,12.240,12.000,0.000,0.240,No,Production Issue Store,BC-0003887,2024-08-26,6,Consumed,Generated BOM consumption from active BOM.
3888,749,101,47,12.000,12.240,12.000,0.000,0.240,Set,Production Issue Store,BC-0003888,2024-08-26,7,Consumed,Generated BOM consumption from active BOM.
3889,750,102,47,25.000,25.500,25.000,0.000,0.500,Set,Production Issue Store,BC-0003889,2024-08-28,7,Consumed,Generated BOM consumption from active BOM.
3890,750,102,51,25.000,25.500,25.000,0.000,0.500,No,Production Issue Store,BC-0003890,2024-08-28,8,Consumed,Generated BOM consumption from active BOM.
3891,751,100,49,42.000,42.840,42.000,0.000,0.840,No,Production Issue Store,BC-0003891,2024-08-27,8,Consumed,Generated BOM consumption from active BOM.
3892,751,100,52,210.000,214.200,210.000,0.000,4.200,No,Production Issue Store,BC-0003892,2024-08-27,9,Consumed,Generated BOM consumption from active BOM.
3893,752,101,53,114.000,116.280,114.000,0.000,2.280,No,Production Issue Store,BC-0003893,2024-08-29,9,Consumed,Generated BOM consumption from active BOM.
3894,752,101,65,190.000,193.800,190.000,0.000,3.800,No,Production Issue Store,BC-0003894,2024-08-29,10,Consumed,Generated BOM consumption from active BOM.
3895,753,102,65,204.000,208.080,204.000,0.000,4.080,No,Production Issue Store,BC-0003895,2024-08-30,10,Consumed,Generated BOM consumption from active BOM.
3896,753,102,68,204.000,208.080,204.000,0.000,4.080,No,Production Issue Store,BC-0003896,2024-08-30,11,Consumed,Generated BOM consumption from active BOM.
3897,754,100,66,192.000,195.840,192.000,0.000,3.840,No,Production Issue Store,BC-0003897,2024-09-03,11,Consumed,Generated BOM consumption from active BOM.
3898,754,100,69,192.000,195.840,192.000,0.000,3.840,No,Production Issue Store,BC-0003898,2024-09-03,12,Consumed,Generated BOM consumption from active BOM.
3899,755,101,70,100.000,102.000,100.000,0.000,2.000,No,Production Issue Store,BC-0003899,2024-09-04,12,Consumed,Generated BOM consumption from active BOM.
3900,755,101,73,100.000,102.000,100.000,0.000,2.000,No,Production Issue Store,BC-0003900,2024-09-04,13,Consumed,Generated BOM consumption from active BOM.
3901,756,102,74,492.000,501.840,492.000,0.000,9.840,No,Production Issue Store,BC-0003901,2024-08-31,13,Consumed,Generated BOM consumption from active BOM.
3902,756,102,77,82.000,83.640,82.000,0.000,1.640,No,Production Issue Store,BC-0003902,2024-08-31,1,Consumed,Generated BOM consumption from active BOM.
3903,757,100,75,24.000,24.480,24.000,0.000,0.480,No,Production Issue Store,BC-0003903,2024-08-30,1,Consumed,Generated BOM consumption from active BOM.
3904,757,100,80,1200.000,1224.000,1200.000,0.000,24.000,ml,Production Issue Store,BC-0003904,2024-08-30,3,Consumed,Generated BOM consumption from active BOM.
3905,758,101,80,3960.000,4039.200,3960.000,0.000,79.200,ml,Production Issue Store,BC-0003905,2024-09-04,3,Consumed,Generated BOM consumption from active BOM.
3906,758,101,81,990.000,1009.800,990.000,0.000,19.800,g,Production Issue Store,BC-0003906,2024-09-04,4,Consumed,Generated BOM consumption from active BOM.
3907,759,102,81,1680.000,1713.600,1680.000,0.000,33.600,g,Production Issue Store,BC-0003907,2024-09-04,4,Consumed,Generated BOM consumption from active BOM.
3908,759,102,82,210.000,214.200,210.000,0.000,4.200,ml,Production Issue Store,BC-0003908,2024-09-04,5,Consumed,Generated BOM consumption from active BOM.
3909,760,100,82,295.000,300.900,295.000,0.000,5.900,ml,Production Issue Store,BC-0003909,2024-09-02,5,Consumed,Generated BOM consumption from active BOM.
3910,760,100,83,1180.000,1203.600,1180.000,0.000,23.600,g,Production Issue Store,BC-0003910,2024-09-02,6,Consumed,Generated BOM consumption from active BOM.
3911,761,101,83,1740.000,1774.800,1740.000,0.000,34.800,g,Production Issue Store,BC-0003911,2024-08-31,6,Consumed,Generated BOM consumption from active BOM.
3912,761,101,84,8700.000,8874.000,8700.000,0.000,174.000,ml,Production Issue Store,BC-0003912,2024-08-31,7,Consumed,Generated BOM consumption from active BOM.
3913,762,102,84,2000.000,2040.000,2000.000,0.000,40.000,ml,Production Issue Store,BC-0003913,2024-08-30,7,Consumed,Generated BOM consumption from active BOM.
3914,762,102,85,160.000,163.200,160.000,0.000,3.200,g,Production Issue Store,BC-0003914,2024-08-30,8,Consumed,Generated BOM consumption from active BOM.
3915,763,100,85,130.000,132.600,130.000,0.000,2.600,g,Production Issue Store,BC-0003915,2024-09-05,8,Consumed,Generated BOM consumption from active BOM.
3916,763,100,86,65.000,66.300,65.000,0.000,1.300,g,Production Issue Store,BC-0003916,2024-09-05,9,Consumed,Generated BOM consumption from active BOM.
3917,764,101,86,376.000,383.520,376.000,0.000,7.520,g,Production Issue Store,BC-0003917,2024-09-03,9,Consumed,Generated BOM consumption from active BOM.
3918,764,101,87,705.000,719.100,705.000,0.000,14.100,g,Production Issue Store,BC-0003918,2024-09-03,10,Consumed,Generated BOM consumption from active BOM.
3919,765,102,87,420.000,428.400,420.000,0.000,8.400,g,Production Issue Store,BC-0003919,2024-08-30,10,Consumed,Generated BOM consumption from active BOM.
3920,765,102,94,21.000,21.420,21.000,0.000,0.420,No,Production Issue Store,BC-0003920,2024-08-30,11,Consumed,Generated BOM consumption from active BOM.
3921,766,100,94,39.000,39.780,39.000,0.000,0.780,No,Production Issue Store,BC-0003921,2024-09-05,11,Consumed,Generated BOM consumption from active BOM.
3922,766,100,95,39.000,39.780,39.000,0.000,0.780,No,Production Issue Store,BC-0003922,2024-09-05,12,Consumed,Generated BOM consumption from active BOM.
3923,767,101,95,56.000,57.120,56.000,0.000,1.120,No,Production Issue Store,BC-0003923,2024-09-07,12,Consumed,Generated BOM consumption from active BOM.
3924,767,101,96,56.000,57.120,56.000,0.000,1.120,No,Production Issue Store,BC-0003924,2024-09-07,13,Consumed,Generated BOM consumption from active BOM.
3925,768,102,96,13.000,13.260,13.000,0.000,0.260,No,Production Issue Store,BC-0003925,2024-09-04,13,Consumed,Generated BOM consumption from active BOM.
3926,768,102,97,13.000,13.260,13.000,0.000,0.260,No,Production Issue Store,BC-0003926,2024-09-04,1,Consumed,Generated BOM consumption from active BOM.
3927,769,100,97,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0003927,2024-08-31,1,Consumed,Generated BOM consumption from active BOM.
3928,769,100,88,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0003928,2024-08-31,3,Consumed,Generated BOM consumption from active BOM.
3929,770,101,88,7.000,7.140,7.000,0.000,0.140,No,Production Issue Store,BC-0003929,2024-09-03,3,Consumed,Generated BOM consumption from active BOM.
3930,770,101,89,14.000,14.280,14.000,0.000,0.280,No,Production Issue Store,BC-0003930,2024-09-03,4,Consumed,Generated BOM consumption from active BOM.
3931,771,102,89,36.000,36.720,36.000,0.000,0.720,No,Production Issue Store,BC-0003931,2024-09-07,4,Consumed,Generated BOM consumption from active BOM.
3932,771,102,90,36.000,36.720,36.000,0.000,0.720,sheets,Production Issue Store,BC-0003932,2024-09-07,5,Consumed,Generated BOM consumption from active BOM.
3933,772,100,90,32.000,32.640,32.000,0.000,0.640,Sheet,Production Issue Store,BC-0003933,2024-09-07,5,Consumed,Generated BOM consumption from active BOM.
3934,772,100,91,32.000,32.640,32.000,0.000,0.640,No,Production Issue Store,BC-0003934,2024-09-07,6,Consumed,Generated BOM consumption from active BOM.
3935,773,101,91,55.000,56.100,55.000,0.000,1.100,No,Production Issue Store,BC-0003935,2024-09-07,6,Consumed,Generated BOM consumption from active BOM.
3936,773,101,92,66.000,67.320,66.000,0.000,1.320,m,Production Issue Store,BC-0003936,2024-09-07,7,Consumed,Generated BOM consumption from active BOM.
3937,774,102,92,54.000,55.080,54.000,0.000,1.080,m,Production Issue Store,BC-0003937,2024-09-03,7,Consumed,Generated BOM consumption from active BOM.
3938,774,102,93,72.000,73.440,72.000,0.000,1.440,No,Production Issue Store,BC-0003938,2024-09-03,8,Consumed,Generated BOM consumption from active BOM.
3939,775,100,93,10.000,10.200,10.000,0.000,0.200,No,Production Issue Store,BC-0003939,2024-09-02,8,Consumed,Generated BOM consumption from active BOM.
3940,775,100,98,10.000,10.200,10.000,0.000,0.200,No,Production Issue Store,BC-0003940,2024-09-02,9,Consumed,Generated BOM consumption from active BOM.
3941,776,101,98,19.000,19.380,19.000,0.000,0.380,No,Production Issue Store,BC-0003941,2024-09-09,9,Consumed,Generated BOM consumption from active BOM.
3942,776,101,99,19.000,19.380,19.000,0.000,0.380,No,Production Issue Store,BC-0003942,2024-09-09,10,Consumed,Generated BOM consumption from active BOM.
3943,777,102,99,45.000,45.900,45.000,0.000,0.900,No,Production Issue Store,BC-0003943,2024-09-04,10,Consumed,Generated BOM consumption from active BOM.
3944,777,102,2,45.000,45.900,45.000,0.000,0.900,No,Production Issue Store,BC-0003944,2024-09-04,11,Consumed,Generated BOM consumption from active BOM.
3945,778,100,1,36.000,36.720,36.000,0.000,0.720,No,Production Issue Store,BC-0003945,2024-09-07,11,Consumed,Generated BOM consumption from active BOM.
3946,778,100,4,36.000,36.720,36.000,0.000,0.720,No,Production Issue Store,BC-0003946,2024-09-07,12,Consumed,Generated BOM consumption from active BOM.
3947,779,101,5,4.000,4.080,4.000,0.000,0.080,No,Production Issue Store,BC-0003947,2024-09-09,12,Consumed,Generated BOM consumption from active BOM.
3948,779,101,8,40.000,40.800,40.000,0.000,0.800,No,Production Issue Store,BC-0003948,2024-09-09,13,Consumed,Generated BOM consumption from active BOM.
3949,780,102,9,384.000,391.680,384.000,0.000,7.680,No,Production Issue Store,BC-0003949,2024-09-09,13,Consumed,Generated BOM consumption from active BOM.
3950,780,102,12,32.000,32.640,32.000,0.000,0.640,No,Production Issue Store,BC-0003950,2024-09-09,1,Consumed,Generated BOM consumption from active BOM.
3951,781,100,10,26.000,26.520,26.000,0.000,0.520,No,Production Issue Store,BC-0003951,2024-09-05,1,Consumed,Generated BOM consumption from active BOM.
3952,781,100,13,26.000,26.520,26.000,0.000,0.520,No,Production Issue Store,BC-0003952,2024-09-05,3,Consumed,Generated BOM consumption from active BOM.
3953,782,101,14,4.000,4.080,4.000,0.000,0.080,No,Production Issue Store,BC-0003953,2024-09-05,3,Consumed,Generated BOM consumption from active BOM.
3954,782,101,17,4.000,4.080,4.000,0.000,0.080,No,Production Issue Store,BC-0003954,2024-09-05,4,Consumed,Generated BOM consumption from active BOM.
3955,783,102,18,19.000,19.380,19.000,0.000,0.380,No,Production Issue Store,BC-0003955,2024-09-06,4,Consumed,Generated BOM consumption from active BOM.
3956,783,102,19,19.000,19.380,19.000,0.000,0.380,No,Production Issue Store,BC-0003956,2024-09-06,5,Consumed,Generated BOM consumption from active BOM.
3957,784,100,19,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0003957,2024-09-06,5,Consumed,Generated BOM consumption from active BOM.
3958,784,100,20,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0003958,2024-09-06,6,Consumed,Generated BOM consumption from active BOM.
3959,785,101,20,44.000,44.880,44.000,0.000,0.880,No,Production Issue Store,BC-0003959,2024-09-05,6,Consumed,Generated BOM consumption from active BOM.
3960,785,101,24,88.000,89.760,88.000,0.000,1.760,No,Production Issue Store,BC-0003960,2024-09-05,7,Consumed,Generated BOM consumption from active BOM.
3961,786,102,25,14.000,14.280,14.000,0.000,0.280,No,Production Issue Store,BC-0003961,2024-09-08,7,Consumed,Generated BOM consumption from active BOM.
3962,786,102,21,7.000,7.140,7.000,0.000,0.140,No,Production Issue Store,BC-0003962,2024-09-08,8,Consumed,Generated BOM consumption from active BOM.
3963,787,100,21,4.000,4.080,4.000,0.000,0.080,No,Production Issue Store,BC-0003963,2024-09-05,8,Consumed,Generated BOM consumption from active BOM.
3964,787,100,78,4.000,4.080,4.000,0.000,0.080,No,Production Issue Store,BC-0003964,2024-09-05,9,Consumed,Generated BOM consumption from active BOM.
3965,788,101,78,50.000,51.000,50.000,0.000,1.000,No,Production Issue Store,BC-0003965,2024-09-05,9,Consumed,Generated BOM consumption from active BOM.
3966,788,101,79,50.000,51.000,50.000,0.000,1.000,No,Production Issue Store,BC-0003966,2024-09-05,10,Consumed,Generated BOM consumption from active BOM.
3967,789,102,79,62.000,63.240,62.000,0.000,1.240,No,Production Issue Store,BC-0003967,2024-09-07,10,Consumed,Generated BOM consumption from active BOM.
3968,789,102,26,62.000,63.240,62.000,0.000,1.240,No,Production Issue Store,BC-0003968,2024-09-07,11,Consumed,Generated BOM consumption from active BOM.
3969,790,100,26,29.000,29.580,29.000,0.000,0.580,No,Production Issue Store,BC-0003969,2024-09-07,11,Consumed,Generated BOM consumption from active BOM.
3970,790,100,27,29.000,29.580,29.000,0.000,0.580,No,Production Issue Store,BC-0003970,2024-09-07,12,Consumed,Generated BOM consumption from active BOM.
3971,791,101,27,45.000,45.900,45.000,0.000,0.900,No,Production Issue Store,BC-0003971,2024-09-09,12,Consumed,Generated BOM consumption from active BOM.
3972,791,101,30,144.000,146.880,144.000,0.000,2.880,kg,Production Issue Store,BC-0003972,2024-09-09,13,Consumed,Generated BOM consumption from active BOM.
3973,792,102,31,91.000,92.820,91.000,0.000,1.820,kg,Production Issue Store,BC-0003973,2024-09-10,13,Consumed,Generated BOM consumption from active BOM.
3974,792,102,34,70.000,71.400,70.000,0.000,1.400,m,Production Issue Store,BC-0003974,2024-09-10,1,Consumed,Generated BOM consumption from active BOM.
3975,793,100,32,18.000,18.360,18.000,0.000,0.360,m,Production Issue Store,BC-0003975,2024-09-13,1,Consumed,Generated BOM consumption from active BOM.
3976,793,100,35,6.000,6.120,6.000,0.000,0.120,No,Production Issue Store,BC-0003976,2024-09-13,3,Consumed,Generated BOM consumption from active BOM.
3977,794,101,35,43.000,43.860,43.000,0.000,0.860,No,Production Issue Store,BC-0003977,2024-09-08,3,Consumed,Generated BOM consumption from active BOM.
3978,794,101,38,129.000,131.580,129.000,0.000,2.580,No,Production Issue Store,BC-0003978,2024-09-08,4,Consumed,Generated BOM consumption from active BOM.
3979,795,102,38,165.000,168.300,165.000,0.000,3.300,No,Production Issue Store,BC-0003979,2024-09-10,4,Consumed,Generated BOM consumption from active BOM.
3980,795,102,57,2640.000,2692.800,2640.000,0.000,52.800,No,Production Issue Store,BC-0003980,2024-09-10,5,Consumed,Generated BOM consumption from active BOM.
3981,796,100,55,336.000,342.720,336.000,0.000,6.720,No,Production Issue Store,BC-0003981,2024-09-12,5,Consumed,Generated BOM consumption from active BOM.
3982,796,100,58,336.000,342.720,336.000,0.000,6.720,No,Production Issue Store,BC-0003982,2024-09-12,6,Consumed,Generated BOM consumption from active BOM.
3983,797,101,58,864.000,881.280,864.000,0.000,17.280,No,Production Issue Store,BC-0003983,2024-09-13,6,Consumed,Generated BOM consumption from active BOM.
3984,797,101,59,864.000,881.280,864.000,0.000,17.280,No,Production Issue Store,BC-0003984,2024-09-13,7,Consumed,Generated BOM consumption from active BOM.
3985,798,102,59,1872.000,1909.440,1872.000,0.000,37.440,No,Production Issue Store,BC-0003985,2024-09-15,7,Consumed,Generated BOM consumption from active BOM.
3986,798,102,62,39.000,39.780,39.000,0.000,0.780,m,Production Issue Store,BC-0003986,2024-09-15,8,Consumed,Generated BOM consumption from active BOM.
3987,799,100,60,7.500,7.650,7.500,0.000,0.150,m,Production Issue Store,BC-0003987,2024-09-14,8,Consumed,Generated BOM consumption from active BOM.
3988,799,100,39,45.000,45.900,45.000,0.000,0.900,No,Production Issue Store,BC-0003988,2024-09-14,9,Consumed,Generated BOM consumption from active BOM.
3989,800,101,41,52.000,53.040,52.000,0.000,1.040,No,Production Issue Store,BC-0003989,2024-09-11,9,Consumed,Generated BOM consumption from active BOM.
3990,800,101,43,52.000,53.040,52.000,0.000,1.040,No,Production Issue Store,BC-0003990,2024-09-11,10,Consumed,Generated BOM consumption from active BOM.
3991,801,102,43,36.000,36.720,36.000,0.000,0.720,No,Production Issue Store,BC-0003991,2024-09-13,10,Consumed,Generated BOM consumption from active BOM.
3992,801,102,46,18.000,18.360,18.000,0.000,0.360,No,Production Issue Store,BC-0003992,2024-09-13,11,Consumed,Generated BOM consumption from active BOM.
3993,802,100,45,34.000,34.680,34.000,0.000,0.680,No,Production Issue Store,BC-0003993,2024-09-15,11,Consumed,Generated BOM consumption from active BOM.
3994,802,100,47,34.000,34.680,34.000,0.000,0.680,Set,Production Issue Store,BC-0003994,2024-09-15,12,Consumed,Generated BOM consumption from active BOM.
3995,803,101,47,24.000,24.480,24.000,0.000,0.480,Set,Production Issue Store,BC-0003995,2024-09-12,12,Consumed,Generated BOM consumption from active BOM.
3996,803,101,50,24.000,24.480,24.000,0.000,0.480,No,Production Issue Store,BC-0003996,2024-09-12,13,Consumed,Generated BOM consumption from active BOM.
3997,804,102,51,40.000,40.800,40.000,0.000,0.800,No,Production Issue Store,BC-0003997,2024-09-13,13,Consumed,Generated BOM consumption from active BOM.
3998,804,102,54,320.000,326.400,320.000,0.000,6.400,No,Production Issue Store,BC-0003998,2024-09-13,1,Consumed,Generated BOM consumption from active BOM.
3999,805,100,52,80.000,81.600,80.000,0.000,1.600,No,Production Issue Store,BC-0003999,2024-09-11,1,Consumed,Generated BOM consumption from active BOM.
4000,805,100,63,128.000,130.560,128.000,0.000,2.560,No,Production Issue Store,BC-0004000,2024-09-11,3,Consumed,Generated BOM consumption from active BOM.
4001,806,101,65,110.000,112.200,110.000,0.000,2.200,No,Production Issue Store,BC-0004001,2024-09-10,3,Consumed,Generated BOM consumption from active BOM.
4002,806,101,67,110.000,112.200,110.000,0.000,2.200,No,Production Issue Store,BC-0004002,2024-09-10,4,Consumed,Generated BOM consumption from active BOM.
4003,807,102,68,372.000,379.440,372.000,0.000,7.440,No,Production Issue Store,BC-0004003,2024-09-12,4,Consumed,Generated BOM consumption from active BOM.
4004,807,102,71,372.000,379.440,372.000,0.000,7.440,No,Production Issue Store,BC-0004004,2024-09-12,5,Consumed,Generated BOM consumption from active BOM.
4005,808,100,69,432.000,440.640,432.000,0.000,8.640,No,Production Issue Store,BC-0004005,2024-09-14,5,Consumed,Generated BOM consumption from active BOM.
4006,808,100,72,432.000,440.640,432.000,0.000,8.640,No,Production Issue Store,BC-0004006,2024-09-14,6,Consumed,Generated BOM consumption from active BOM.
4007,809,101,73,390.000,397.800,390.000,0.000,7.800,No,Production Issue Store,BC-0004007,2024-09-11,6,Consumed,Generated BOM consumption from active BOM.
4008,809,101,76,78.000,79.560,78.000,0.000,1.560,No,Production Issue Store,BC-0004008,2024-09-11,7,Consumed,Generated BOM consumption from active BOM.
4009,810,102,77,96.000,97.920,96.000,0.000,1.920,No,Production Issue Store,BC-0004009,2024-09-16,7,Consumed,Generated BOM consumption from active BOM.
4010,810,102,80,14400.000,14688.000,14400.000,0.000,288.000,ml,Production Issue Store,BC-0004010,2024-09-16,8,Consumed,Generated BOM consumption from active BOM.
4011,811,100,80,3000.000,3060.000,3000.000,0.000,60.000,ml,Production Issue Store,BC-0004011,2024-09-16,8,Consumed,Generated BOM consumption from active BOM.
4012,811,100,81,900.000,918.000,900.000,0.000,18.000,g,Production Issue Store,BC-0004012,2024-09-16,9,Consumed,Generated BOM consumption from active BOM.
4013,812,101,81,495.000,504.900,495.000,0.000,9.900,g,Production Issue Store,BC-0004013,2024-09-18,9,Consumed,Generated BOM consumption from active BOM.
4014,812,101,82,88.000,89.760,88.000,0.000,1.760,ml,Production Issue Store,BC-0004014,2024-09-18,10,Consumed,Generated BOM consumption from active BOM.
4015,813,102,82,270.000,275.400,270.000,0.000,5.400,ml,Production Issue Store,BC-0004015,2024-09-11,10,Consumed,Generated BOM consumption from active BOM.
4016,813,102,83,1350.000,1377.000,1350.000,0.000,27.000,g,Production Issue Store,BC-0004016,2024-09-11,11,Consumed,Generated BOM consumption from active BOM.
4017,814,100,83,1180.000,1203.600,1180.000,0.000,23.600,g,Production Issue Store,BC-0004017,2024-09-18,11,Consumed,Generated BOM consumption from active BOM.
4018,814,100,84,5900.000,6018.000,5900.000,0.000,118.000,ml,Production Issue Store,BC-0004018,2024-09-18,12,Consumed,Generated BOM consumption from active BOM.
4019,815,101,84,7050.000,7191.000,7050.000,0.000,141.000,ml,Production Issue Store,BC-0004019,2024-09-19,12,Consumed,Generated BOM consumption from active BOM.
4020,815,101,85,705.000,719.100,705.000,0.000,14.100,g,Production Issue Store,BC-0004020,2024-09-19,13,Consumed,Generated BOM consumption from active BOM.
4021,816,102,85,860.000,877.200,860.000,0.000,17.200,g,Production Issue Store,BC-0004021,2024-09-18,13,Consumed,Generated BOM consumption from active BOM.
4022,816,102,86,430.000,438.600,430.000,0.000,8.600,g,Production Issue Store,BC-0004022,2024-09-18,1,Consumed,Generated BOM consumption from active BOM.
4023,817,100,86,100.000,102.000,100.000,0.000,2.000,g,Production Issue Store,BC-0004023,2024-09-14,1,Consumed,Generated BOM consumption from active BOM.
4024,817,100,87,200.000,204.000,200.000,0.000,4.000,g,Production Issue Store,BC-0004024,2024-09-14,3,Consumed,Generated BOM consumption from active BOM.
4025,818,101,87,585.000,596.700,585.000,0.000,11.700,g,Production Issue Store,BC-0004025,2024-09-17,3,Consumed,Generated BOM consumption from active BOM.
4026,818,101,94,39.000,39.780,39.000,0.000,0.780,No,Production Issue Store,BC-0004026,2024-09-17,4,Consumed,Generated BOM consumption from active BOM.
4027,819,102,94,37.000,37.740,37.000,0.000,0.740,No,Production Issue Store,BC-0004027,2024-09-18,4,Consumed,Generated BOM consumption from active BOM.
4028,819,102,95,37.000,37.740,37.000,0.000,0.740,No,Production Issue Store,BC-0004028,2024-09-18,5,Consumed,Generated BOM consumption from active BOM.
4029,820,100,95,40.000,40.800,40.000,0.000,0.800,No,Production Issue Store,BC-0004029,2024-09-15,5,Consumed,Generated BOM consumption from active BOM.
4030,820,100,96,40.000,40.800,40.000,0.000,0.800,No,Production Issue Store,BC-0004030,2024-09-15,6,Consumed,Generated BOM consumption from active BOM.
4031,821,101,96,54.000,55.080,54.000,0.000,1.080,No,Production Issue Store,BC-0004031,2024-09-19,6,Consumed,Generated BOM consumption from active BOM.
4032,821,101,97,54.000,55.080,54.000,0.000,1.080,No,Production Issue Store,BC-0004032,2024-09-19,7,Consumed,Generated BOM consumption from active BOM.
4033,822,102,97,42.000,42.840,42.000,0.000,0.840,No,Production Issue Store,BC-0004033,2024-09-20,7,Consumed,Generated BOM consumption from active BOM.
4034,822,102,88,42.000,42.840,42.000,0.000,0.840,No,Production Issue Store,BC-0004034,2024-09-20,8,Consumed,Generated BOM consumption from active BOM.
4035,823,100,88,17.000,17.340,17.000,0.000,0.340,No,Production Issue Store,BC-0004035,2024-09-15,8,Consumed,Generated BOM consumption from active BOM.
4036,823,100,89,34.000,34.680,34.000,0.000,0.680,No,Production Issue Store,BC-0004036,2024-09-15,9,Consumed,Generated BOM consumption from active BOM.
4037,824,101,89,34.000,34.680,34.000,0.000,0.680,No,Production Issue Store,BC-0004037,2024-09-19,9,Consumed,Generated BOM consumption from active BOM.
4038,824,101,90,17.000,17.340,17.000,0.000,0.340,Sheet,Production Issue Store,BC-0004038,2024-09-19,10,Consumed,Generated BOM consumption from active BOM.
4039,825,102,90,76.000,77.520,76.000,0.000,1.520,sheets,Production Issue Store,BC-0004039,2024-09-21,10,Consumed,Generated BOM consumption from active BOM.
4040,825,102,91,38.000,38.760,38.000,0.000,0.760,No,Production Issue Store,BC-0004040,2024-09-21,11,Consumed,Generated BOM consumption from active BOM.
4041,826,100,91,51.000,52.020,51.000,0.000,1.020,No,Production Issue Store,BC-0004041,2024-09-22,11,Consumed,Generated BOM consumption from active BOM.
4042,826,100,92,51.000,52.020,51.000,0.000,1.020,m,Production Issue Store,BC-0004042,2024-09-22,12,Consumed,Generated BOM consumption from active BOM.
4043,827,101,92,68.400,69.768,68.400,0.000,1.368,m,Production Issue Store,BC-0004043,2024-09-21,12,Consumed,Generated BOM consumption from active BOM.
4044,827,101,93,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0004044,2024-09-21,13,Consumed,Generated BOM consumption from active BOM.
4045,828,102,93,76.000,77.520,76.000,0.000,1.520,No,Production Issue Store,BC-0004045,2024-09-24,13,Consumed,Generated BOM consumption from active BOM.
4046,828,102,98,38.000,38.760,38.000,0.000,0.760,No,Production Issue Store,BC-0004046,2024-09-24,1,Consumed,Generated BOM consumption from active BOM.
4047,829,100,98,33.000,33.660,33.000,0.000,0.660,No,Production Issue Store,BC-0004047,2024-09-19,1,Consumed,Generated BOM consumption from active BOM.
4048,829,100,99,33.000,33.660,33.000,0.000,0.660,No,Production Issue Store,BC-0004048,2024-09-19,3,Consumed,Generated BOM consumption from active BOM.
4049,830,101,99,51.000,52.020,51.000,0.000,1.020,No,Production Issue Store,BC-0004049,2024-09-22,3,Consumed,Generated BOM consumption from active BOM.
4050,830,101,2,51.000,52.020,51.000,0.000,1.020,No,Production Issue Store,BC-0004050,2024-09-22,4,Consumed,Generated BOM consumption from active BOM.
4051,831,102,2,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0004051,2024-09-20,4,Consumed,Generated BOM consumption from active BOM.
4052,831,102,6,57.000,58.140,57.000,0.000,1.140,No,Production Issue Store,BC-0004052,2024-09-20,5,Consumed,Generated BOM consumption from active BOM.
4053,832,100,4,6.000,6.120,6.000,0.000,0.120,No,Production Issue Store,BC-0004053,2024-09-20,5,Consumed,Generated BOM consumption from active BOM.
4054,832,100,7,48.000,48.960,48.000,0.000,0.960,No,Production Issue Store,BC-0004054,2024-09-20,6,Consumed,Generated BOM consumption from active BOM.
