po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,currency,po_status,approval_status,approved_by,approved_date,remarks
1552,PO-2025-1552,1402,27,1,2025-04-03,2025-04-26,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",10957.56,1972.36,1325.00,0.00,INR,Issued,Approved,9,2025-04-03,Generated purchase order from approved PR.
1553,PO-2025-1553,1403,28,3,2025-04-02,2025-04-09,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5042.88,907.72,1400.00,0.00,INR,Issued,Approved,10,2025-04-02,Generated purchase order from approved PR.
1554,PO-2025-1554,1404,29,3,2025-04-06,2025-04-23,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",27431.25,4937.63,1475.00,0.00,INR,Issued,Approved,11,2025-04-06,Generated purchase order from approved PR.
1555,PO-2025-1555,1405,30,4,2025-04-02,2025-04-20,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",598.90,107.80,1550.00,0.00,INR,Issued,Approved,12,2025-04-02,Generated purchase order from approved PR.
1556,PO-2025-1556,1406,31,4,2025-03-31,2025-04-14,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8100.00,1458.00,1625.00,0.00,INR,Issued,Approved,13,2025-03-31,Generated purchase order from approved PR.
1557,PO-2025-1557,1407,32,5,2025-04-02,2025-04-12,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",83.43,15.02,1700.00,0.00,INR,Issued,Approved,1,2025-04-02,Generated purchase order from approved PR.
1558,PO-2025-1558,1408,33,5,2025-04-07,2025-04-22,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5690.75,1024.34,1775.00,0.00,INR,Issued,Approved,3,2025-04-07,Generated purchase order from approved PR.
1559,PO-2025-1559,1409,34,6,2025-04-01,2025-04-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",420.21,75.64,1850.00,0.00,INR,Issued,Approved,4,2025-04-01,Generated purchase order from approved PR.
1560,PO-2025-1560,1410,35,6,2025-04-03,2025-04-25,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",20871.40,3756.85,1925.00,0.00,INR,Issued,Approved,5,2025-04-03,Generated purchase order from approved PR.
1561,PO-2025-1561,1411,1,1,2025-04-04,2025-04-15,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",187.20,33.70,500.00,0.00,INR,Issued,Approved,6,2025-04-04,Generated purchase order from approved PR.
1562,PO-2025-1562,1412,2,2,2025-04-04,2025-04-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",442.25,79.61,575.00,0.00,INR,Issued,Approved,7,2025-04-04,Generated purchase order from approved PR.
1563,PO-2025-1563,1413,3,2,2025-04-07,2025-04-22,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",753.96,135.71,650.00,0.00,INR,Issued,Approved,8,2025-04-07,Generated purchase order from approved PR.
1564,PO-2025-1564,1414,4,1,2025-04-06,2025-04-18,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1847.56,332.56,725.00,0.00,INR,Issued,Approved,9,2025-04-06,Generated purchase order from approved PR.
1565,PO-2025-1565,1415,5,3,2025-04-07,2025-04-13,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",938.10,168.86,800.00,0.00,INR,Issued,Approved,10,2025-04-07,Generated purchase order from approved PR.
1566,PO-2025-1566,1416,6,3,2025-04-10,2025-04-25,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",408.00,73.44,875.00,0.00,INR,Issued,Approved,11,2025-04-10,Generated purchase order from approved PR.
1567,PO-2025-1567,1417,7,4,2025-04-05,2025-04-20,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1843.24,331.78,950.00,0.00,INR,Issued,Approved,12,2025-04-05,Generated purchase order from approved PR.
1568,PO-2025-1568,1418,8,4,2025-04-09,2025-04-17,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",885.80,159.44,1025.00,0.00,INR,Issued,Approved,13,2025-04-09,Generated purchase order from approved PR.
1569,PO-2025-1569,1419,9,5,2025-04-07,2025-04-23,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",21088.75,3795.98,1100.00,0.00,INR,Issued,Approved,1,2025-04-07,Generated purchase order from approved PR.
1570,PO-2025-1570,1420,10,5,2025-04-09,2025-04-24,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3286.00,591.48,1175.00,0.00,INR,Issued,Approved,3,2025-04-09,Generated purchase order from approved PR.
1571,PO-2025-1571,1421,11,6,2025-04-09,2025-04-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",4063.80,731.48,1250.00,0.00,INR,Issued,Approved,4,2025-04-09,Generated purchase order from approved PR.
1572,PO-2025-1572,1422,12,6,2025-04-11,2025-04-22,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",234.85,42.27,1325.00,0.00,INR,Issued,Approved,5,2025-04-11,Generated purchase order from approved PR.
1573,PO-2025-1573,1423,13,1,2025-04-09,2025-04-18,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",13580.85,2444.55,1400.00,0.00,INR,Issued,Approved,6,2025-04-09,Generated purchase order from approved PR.
1574,PO-2025-1574,1424,14,2,2025-04-10,2025-05-03,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3047.22,548.50,1475.00,0.00,INR,Issued,Approved,7,2025-04-10,Generated purchase order from approved PR.
1575,PO-2025-1575,1425,15,2,2025-04-07,2025-04-22,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8382.70,1508.89,1550.00,0.00,INR,Issued,Approved,8,2025-04-07,Generated purchase order from approved PR.
1576,PO-2025-1576,1426,16,1,2025-04-11,2025-04-16,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",515.00,92.70,1625.00,0.00,INR,Issued,Approved,9,2025-04-11,Generated purchase order from approved PR.
1577,PO-2025-1577,1427,17,3,2025-04-10,2025-04-30,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",3635.73,654.43,1700.00,0.00,INR,Issued,Approved,10,2025-04-10,Generated purchase order from approved PR.
1578,PO-2025-1578,1428,18,3,2025-04-12,2025-04-20,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",387.04,69.67,1775.00,0.00,INR,Issued,Approved,11,2025-04-12,Generated purchase order from approved PR.
1579,PO-2025-1579,1429,19,4,2025-04-11,2025-04-30,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",978.12,176.06,1850.00,0.00,INR,Issued,Approved,12,2025-04-11,Generated purchase order from approved PR.
1580,PO-2025-1580,1430,20,4,2025-04-06,2025-04-24,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",463.75,83.48,1925.00,0.00,INR,Issued,Approved,13,2025-04-06,Generated purchase order from approved PR.
1581,PO-2025-1581,1431,21,5,2025-04-10,2025-05-03,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",231.00,41.58,500.00,0.00,INR,Issued,Approved,1,2025-04-10,Generated purchase order from approved PR.
1582,PO-2025-1582,1432,22,5,2025-04-06,2025-04-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",501.42,90.26,575.00,0.00,INR,Issued,Approved,3,2025-04-06,Generated purchase order from approved PR.
1583,PO-2025-1583,1433,23,6,2025-04-09,2025-04-19,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",769.41,138.49,650.00,0.00,INR,Issued,Approved,4,2025-04-09,Generated purchase order from approved PR.
1584,PO-2025-1584,1434,24,6,2025-04-09,2025-04-28,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1588.40,285.91,725.00,0.00,INR,Issued,Approved,5,2025-04-09,Generated purchase order from approved PR.
1585,PO-2025-1585,1435,25,1,2025-04-13,2025-04-24,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",508.80,91.58,800.00,0.00,INR,Issued,Approved,6,2025-04-13,Generated purchase order from approved PR.
1586,PO-2025-1586,1436,26,2,2025-04-13,2025-04-29,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5115.00,920.70,875.00,0.00,INR,Issued,Approved,7,2025-04-13,Generated purchase order from approved PR.
1587,PO-2025-1587,1437,27,2,2025-04-08,2025-04-24,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",548.10,98.66,950.00,0.00,INR,Issued,Approved,8,2025-04-08,Generated purchase order from approved PR.
1588,PO-2025-1588,1438,28,1,2025-04-12,2025-04-18,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1903.44,342.62,1025.00,0.00,INR,Issued,Approved,9,2025-04-12,Generated purchase order from approved PR.
1589,PO-2025-1589,1439,29,3,2025-04-08,2025-04-13,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",632016.00,113762.88,1100.00,0.00,INR,Issued,Approved,10,2025-04-08,Generated purchase order from approved PR.
1590,PO-2025-1590,1440,30,3,2025-04-11,2025-04-17,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",16294.10,2932.94,1175.00,0.00,INR,Issued,Approved,11,2025-04-11,Generated purchase order from approved PR.
1591,PO-2025-1591,1441,31,4,2025-04-15,2025-04-22,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",368400.00,66312.00,1250.00,0.00,INR,Issued,Approved,12,2025-04-15,Generated purchase order from approved PR.
1592,PO-2025-1592,1442,32,4,2025-04-09,2025-04-18,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7503.00,1350.54,1325.00,0.00,INR,Issued,Approved,13,2025-04-09,Generated purchase order from approved PR.
1593,PO-2025-1593,1443,33,5,2025-04-14,2025-05-06,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",793100.00,142758.00,1400.00,0.00,INR,Issued,Approved,1,2025-04-14,Generated purchase order from approved PR.
1594,PO-2025-1594,1444,34,5,2025-04-10,2025-04-24,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",10653.96,1917.71,1475.00,0.00,INR,Issued,Approved,3,2025-04-10,Generated purchase order from approved PR.
1595,PO-2025-1595,1445,35,6,2025-04-15,2025-05-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",48081.60,8654.69,1550.00,0.00,INR,Issued,Approved,4,2025-04-15,Generated purchase order from approved PR.
1596,PO-2025-1596,1446,1,6,2025-04-11,2025-05-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7197.60,1295.57,1625.00,0.00,INR,Issued,Approved,5,2025-04-11,Generated purchase order from approved PR.
1597,PO-2025-1597,1447,2,1,2025-04-16,2025-05-04,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",40194.00,7234.92,1700.00,0.00,INR,Issued,Approved,6,2025-04-16,Generated purchase order from approved PR.
1598,PO-2025-1598,1448,3,2,2025-04-13,2025-04-25,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",4097.34,737.52,1775.00,0.00,INR,Issued,Approved,7,2025-04-13,Generated purchase order from approved PR.
1599,PO-2025-1599,1449,4,2,2025-04-16,2025-05-07,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",201267.00,36228.06,1850.00,0.00,INR,Issued,Approved,8,2025-04-16,Generated purchase order from approved PR.
1600,PO-2025-1600,1450,5,1,2025-04-13,2025-05-02,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",769.56,138.52,1925.00,0.00,INR,Issued,Approved,9,2025-04-13,Generated purchase order from approved PR.
1601,PO-2025-1601,1451,6,3,2025-04-12,2025-05-01,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",49720.00,8949.60,500.00,0.00,INR,Issued,Approved,10,2025-04-12,Generated purchase order from approved PR.
1602,PO-2025-1602,1452,7,3,2025-04-10,2025-05-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",268.40,48.31,575.00,0.00,INR,Issued,Approved,11,2025-04-10,Generated purchase order from approved PR.
1603,PO-2025-1603,1453,8,4,2025-04-14,2025-04-30,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",325377.00,58567.86,650.00,0.00,INR,Issued,Approved,12,2025-04-14,Generated purchase order from approved PR.
1604,PO-2025-1604,1454,9,4,2025-04-12,2025-04-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",182.12,32.78,725.00,0.00,INR,Issued,Approved,13,2025-04-12,Generated purchase order from approved PR.
1605,PO-2025-1605,1455,10,5,2025-04-11,2025-05-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",545688.00,98223.84,800.00,0.00,INR,Issued,Approved,1,2025-04-11,Generated purchase order from approved PR.
1606,PO-2025-1606,1456,11,5,2025-04-16,2025-04-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",248.00,44.64,875.00,0.00,INR,Issued,Approved,3,2025-04-16,Generated purchase order from approved PR.
1607,PO-2025-1607,1457,12,6,2025-04-16,2025-05-06,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",70796.25,12743.33,950.00,0.00,INR,Issued,Approved,4,2025-04-16,Generated purchase order from approved PR.
1608,PO-2025-1608,1458,13,6,2025-04-12,2025-04-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",745.72,134.23,1025.00,0.00,INR,Issued,Approved,5,2025-04-12,Generated purchase order from approved PR.
1609,PO-2025-1609,1459,14,1,2025-04-13,2025-04-18,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",30472.20,5485.00,1100.00,0.00,INR,Issued,Approved,6,2025-04-13,Generated purchase order from approved PR.
1610,PO-2025-1610,1460,15,2,2025-04-16,2025-05-01,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",531272.00,95628.96,1175.00,0.00,INR,Issued,Approved,7,2025-04-16,Generated purchase order from approved PR.
1611,PO-2025-1611,1461,16,2,2025-04-15,2025-04-21,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1540.00,277.20,1250.00,0.00,INR,Issued,Approved,8,2025-04-15,Generated purchase order from approved PR.
1612,PO-2025-1612,1462,17,1,2025-04-19,2025-05-12,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",476238.00,85722.84,1325.00,0.00,INR,Issued,Approved,9,2025-04-19,Generated purchase order from approved PR.
1613,PO-2025-1613,1463,18,3,2025-04-17,2025-04-22,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2889.15,520.05,1400.00,0.00,INR,Issued,Approved,10,2025-04-17,Generated purchase order from approved PR.
1614,PO-2025-1614,1464,19,3,2025-04-15,2025-05-03,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1745150.00,314127.00,1475.00,0.00,INR,Issued,Approved,11,2025-04-15,Generated purchase order from approved PR.
1615,PO-2025-1615,1465,20,4,2025-04-18,2025-04-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",12826.00,2308.68,1550.00,0.00,INR,Issued,Approved,12,2025-04-18,Generated purchase order from approved PR.
1616,PO-2025-1616,1466,21,4,2025-04-19,2025-05-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",47520.00,8553.60,1625.00,0.00,INR,Issued,Approved,13,2025-04-19,Generated purchase order from approved PR.
1617,PO-2025-1617,1467,22,5,2025-04-17,2025-04-29,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",112543.20,20257.78,1700.00,0.00,INR,Issued,Approved,1,2025-04-17,Generated purchase order from approved PR.
1618,PO-2025-1618,1468,23,5,2025-04-17,2025-04-22,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",30591.00,5506.38,1775.00,0.00,INR,Issued,Approved,3,2025-04-17,Generated purchase order from approved PR.
1619,PO-2025-1619,1469,24,6,2025-04-18,2025-04-23,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",8888.94,1600.01,1850.00,0.00,INR,Issued,Approved,4,2025-04-18,Generated purchase order from approved PR.
1620,PO-2025-1620,1470,25,6,2025-04-15,2025-04-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",305280.00,54950.40,1925.00,0.00,INR,Issued,Approved,5,2025-04-15,Generated purchase order from approved PR.
1621,PO-2025-1621,1471,26,1,2025-04-18,2025-05-11,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",40350.00,7263.00,500.00,0.00,INR,Issued,Approved,6,2025-04-18,Generated purchase order from approved PR.
1622,PO-2025-1622,1472,27,2,2025-04-18,2025-05-11,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",9378.60,1688.15,575.00,0.00,INR,Issued,Approved,7,2025-04-18,Generated purchase order from approved PR.
1623,PO-2025-1623,1473,28,2,2025-04-21,2025-05-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",28366.20,5105.92,650.00,0.00,INR,Issued,Approved,8,2025-04-21,Generated purchase order from approved PR.
1624,PO-2025-1624,1474,29,1,2025-04-22,2025-05-06,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",127699.00,22985.82,725.00,0.00,INR,Issued,Approved,9,2025-04-22,Generated purchase order from approved PR.
1625,PO-2025-1625,1475,30,3,2025-04-20,2025-04-26,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",445.20,80.14,800.00,0.00,INR,Issued,Approved,10,2025-04-20,Generated purchase order from approved PR.
1626,PO-2025-1626,1476,31,3,2025-04-17,2025-05-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",951600.00,171288.00,875.00,0.00,INR,Issued,Approved,11,2025-04-17,Generated purchase order from approved PR.
1627,PO-2025-1627,1477,32,4,2025-04-17,2025-05-03,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7917.00,1425.06,950.00,0.00,INR,Issued,Approved,12,2025-04-17,Generated purchase order from approved PR.
1628,PO-2025-1628,1478,33,4,2025-04-16,2025-04-25,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",74160.00,13348.80,1025.00,0.00,INR,Issued,Approved,13,2025-04-16,Generated purchase order from approved PR.
1629,PO-2025-1629,1479,34,5,2025-04-20,2025-05-06,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",381216.00,68618.88,1100.00,0.00,INR,Issued,Approved,1,2025-04-20,Generated purchase order from approved PR.
1630,PO-2025-1630,1480,35,5,2025-04-23,2025-05-15,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",6487.20,1167.70,1175.00,0.00,INR,Issued,Approved,3,2025-04-23,Generated purchase order from approved PR.
1631,PO-2025-1631,1481,1,6,2025-04-22,2025-04-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",49280.00,8870.40,1250.00,0.00,INR,Issued,Approved,4,2025-04-22,Generated purchase order from approved PR.
1632,PO-2025-1632,1482,2,6,2025-04-21,2025-04-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",19427.10,3496.88,1325.00,0.00,INR,Issued,Approved,5,2025-04-21,Generated purchase order from approved PR.
1633,PO-2025-1633,1483,3,1,2025-04-18,2025-04-26,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",177675.00,31981.50,1400.00,0.00,INR,Issued,Approved,6,2025-04-18,Generated purchase order from approved PR.
1634,PO-2025-1634,1484,4,2,2025-04-21,2025-04-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",282.24,50.80,1475.00,0.00,INR,Issued,Approved,7,2025-04-21,Generated purchase order from approved PR.
1635,PO-2025-1635,1485,5,2,2025-04-21,2025-04-29,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",69483.00,12506.94,1550.00,0.00,INR,Issued,Approved,8,2025-04-21,Generated purchase order from approved PR.
1636,PO-2025-1636,1486,6,1,2025-04-21,2025-05-07,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",16610.00,2989.80,1625.00,0.00,INR,Issued,Approved,9,2025-04-21,Generated purchase order from approved PR.
1637,PO-2025-1637,1487,7,3,2025-04-19,2025-04-25,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",893.20,160.78,1700.00,0.00,INR,Issued,Approved,10,2025-04-19,Generated purchase order from approved PR.
1638,PO-2025-1638,1488,8,3,2025-04-23,2025-05-12,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",178560.80,32140.94,1775.00,0.00,INR,Issued,Approved,11,2025-04-23,Generated purchase order from approved PR.
1639,PO-2025-1639,1489,9,4,2025-04-20,2025-05-11,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",426.36,76.74,1850.00,0.00,INR,Issued,Approved,12,2025-04-20,Generated purchase order from approved PR.
1640,PO-2025-1640,1490,10,4,2025-04-20,2025-05-12,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",10202.50,1836.45,1925.00,0.00,INR,Issued,Approved,13,2025-04-20,Generated purchase order from approved PR.
1641,PO-2025-1641,1491,11,5,2025-04-19,2025-05-06,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",670.00,120.60,500.00,0.00,INR,Issued,Approved,1,2025-04-19,Generated purchase order from approved PR.
1642,PO-2025-1642,1492,12,5,2025-04-20,2025-04-28,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",61661.25,11099.03,575.00,0.00,INR,Issued,Approved,3,2025-04-20,Generated purchase order from approved PR.
1643,PO-2025-1643,1493,13,6,2025-04-22,2025-04-28,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1596.50,287.37,650.00,0.00,INR,Issued,Approved,4,2025-04-22,Generated purchase order from approved PR.
1644,PO-2025-1644,1494,14,6,2025-04-23,2025-05-02,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",28403.10,5112.56,725.00,0.00,INR,Issued,Approved,5,2025-04-23,Generated purchase order from approved PR.
1645,PO-2025-1645,1495,15,1,2025-04-20,2025-05-13,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1348.32,242.70,800.00,0.00,INR,Issued,Approved,6,2025-04-20,Generated purchase order from approved PR.
1646,PO-2025-1646,1496,16,2,2025-04-27,2025-05-20,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2364.00,425.52,875.00,0.00,INR,Issued,Approved,7,2025-04-27,Generated purchase order from approved PR.
1647,PO-2025-1647,1497,17,2,2025-04-22,2025-05-04,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5590.62,1006.31,950.00,0.00,INR,Issued,Approved,8,2025-04-22,Generated purchase order from approved PR.
1648,PO-2025-1648,1498,18,1,2025-04-23,2025-05-04,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",20517.60,3693.17,1025.00,0.00,INR,Issued,Approved,9,2025-04-23,Generated purchase order from approved PR.
