production_order_item_id,production_order_id,item_id,planned_quantity,produced_quantity,accepted_quantity,rejected_quantity,uom,production_stage,line_status,remarks
1337,1337,101,52.000,48.000,47.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1338,1338,102,33.000,29.000,28.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1339,1339,100,14.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1340,1340,101,28.000,25.000,25.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1341,1341,102,18.000,16.000,16.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1342,1342,100,64.000,60.000,60.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1343,1343,101,60.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1344,1344,102,10.000,8.000,8.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1345,1345,100,38.000,35.000,35.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1346,1346,101,7.000,4.000,4.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1347,1347,102,33.000,30.000,29.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1348,1348,100,15.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1349,1349,101,48.000,45.000,45.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1350,1350,102,10.000,9.000,9.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1351,1351,100,59.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1352,1352,101,18.000,15.000,15.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1353,1353,102,23.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1354,1354,100,56.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1355,1355,101,59.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1356,1356,102,11.000,10.000,10.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1357,1357,100,10.000,9.000,9.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1358,1358,101,57.000,53.000,52.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1359,1359,102,62.000,60.000,59.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1360,1360,100,34.000,32.000,31.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1361,1361,101,14.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1362,1362,102,14.000,12.000,11.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1363,1363,100,21.000,18.000,17.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1364,1364,101,44.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1365,1365,102,10.000,9.000,8.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1366,1366,100,42.000,40.000,40.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1367,1367,101,53.000,50.000,50.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1368,1368,102,15.000,14.000,13.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1369,1369,100,65.000,61.000,60.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1370,1370,101,59.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1371,1371,102,23.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1372,1372,100,11.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1373,1373,101,25.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1374,1374,102,24.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1375,1375,100,21.000,19.000,18.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1376,1376,101,58.000,57.000,56.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1377,1377,102,17.000,14.000,13.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1378,1378,100,24.000,21.000,20.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1379,1379,101,51.000,49.000,49.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1380,1380,102,10.000,7.000,7.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1381,1381,100,9.000,8.000,8.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1382,1382,101,24.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1383,1383,102,63.000,59.000,59.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1384,1384,100,53.000,51.000,50.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1385,1385,101,59.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1386,1386,102,55.000,53.000,52.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1387,1387,100,16.000,12.000,11.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1388,1388,101,29.000,27.000,27.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1389,1389,102,39.000,35.000,34.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1390,1390,100,14.000,13.000,13.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1391,1391,101,62.000,61.000,60.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1392,1392,102,39.000,37.000,37.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1393,1393,100,53.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1394,1394,101,20.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1395,1395,102,47.000,46.000,45.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1396,1396,100,12.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1397,1397,101,10.000,7.000,6.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1398,1398,102,43.000,39.000,39.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1399,1399,100,10.000,6.000,6.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1400,1400,101,21.000,19.000,18.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1401,1401,102,53.000,49.000,48.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1402,1402,100,32.000,30.000,30.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1403,1403,101,29.000,26.000,25.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1404,1404,102,24.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1405,1405,100,46.000,43.000,42.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1406,1406,101,60.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1407,1407,102,47.000,46.000,46.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1408,1408,100,25.000,23.000,23.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1409,1409,101,27.000,26.000,26.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1410,1410,102,12.000,9.000,8.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1411,1411,100,14.000,11.000,11.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1412,1412,101,22.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1413,1413,102,27.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1414,1414,100,60.000,59.000,59.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1415,1415,101,52.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1416,1416,102,15.000,12.000,11.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1417,1417,100,22.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1418,1418,101,11.000,8.000,7.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1419,1419,102,10.000,8.000,8.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1420,1420,100,29.000,26.000,25.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1421,1421,101,60.000,57.000,57.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1422,1422,102,20.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1423,1423,100,44.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1424,1424,101,26.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1425,1425,102,39.000,36.000,35.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1426,1426,100,52.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1427,1427,101,56.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1428,1428,102,54.000,50.000,49.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1429,1429,100,31.000,28.000,28.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1430,1430,101,9.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1431,1431,102,62.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1432,1432,100,61.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1433,1433,101,54.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1434,1434,102,34.000,31.000,30.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1435,1435,100,21.000,19.000,18.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1436,1436,101,15.000,14.000,13.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1437,1437,102,25.000,23.000,23.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1438,1438,100,22.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1439,1439,101,24.000,20.000,20.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1440,1440,102,59.000,57.000,57.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1441,1441,100,45.000,42.000,41.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1442,1442,101,19.000,17.000,16.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1443,1443,102,41.000,40.000,40.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1444,1444,100,47.000,45.000,44.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1445,1445,101,37.000,33.000,32.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1446,1446,102,62.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1447,1447,100,61.000,59.000,59.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1448,1448,101,31.000,30.000,29.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1449,1449,102,34.000,30.000,29.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1450,1450,100,18.000,16.000,16.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1451,1451,101,48.000,46.000,46.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1452,1452,102,59.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1453,1453,100,44.000,40.000,40.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1454,1454,101,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1455,1455,102,34.000,33.000,33.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1456,1456,100,48.000,47.000,47.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1457,1457,101,6.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1458,1458,102,41.000,39.000,38.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1459,1459,100,43.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1460,1460,101,39.000,36.000,35.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1461,1461,102,40.000,38.000,38.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1462,1462,100,58.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1463,1463,101,13.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1464,1464,102,39.000,35.000,35.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1465,1465,100,53.000,50.000,49.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1466,1466,101,55.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1467,1467,102,32.000,31.000,31.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1468,1468,100,63.000,60.000,59.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1469,1469,101,25.000,24.000,23.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1470,1470,102,29.000,27.000,27.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1471,1471,100,55.000,51.000,51.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1472,1472,101,32.000,29.000,29.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1473,1473,102,27.000,23.000,23.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1474,1474,100,39.000,35.000,34.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1475,1475,101,42.000,38.000,38.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1476,1476,102,62.000,59.000,59.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1477,1477,100,42.000,40.000,39.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1478,1478,101,20.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1479,1479,102,12.000,8.000,7.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1480,1480,100,62.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1481,1481,101,27.000,26.000,26.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1482,1482,102,20.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1483,1483,100,20.000,17.000,17.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1484,1484,101,12.000,10.000,10.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1485,1485,102,17.000,14.000,14.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1486,1486,100,51.000,47.000,46.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1487,1487,101,43.000,40.000,40.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1488,1488,102,40.000,37.000,36.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1489,1489,100,6.000,3.000,3.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1490,1490,101,43.000,42.000,41.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1491,1491,102,59.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1492,1492,100,61.000,57.000,56.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1493,1493,101,27.000,26.000,26.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1494,1494,102,39.000,37.000,37.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1495,1495,100,23.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1496,1496,101,58.000,54.000,54.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1497,1497,102,59.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1498,1498,100,20.000,17.000,17.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1499,1499,101,32.000,31.000,30.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1500,1500,102,20.000,19.000,18.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1501,1501,100,42.000,38.000,37.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1502,1502,101,23.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1503,1503,102,42.000,41.000,41.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1504,1504,100,59.000,57.000,57.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1505,1505,101,55.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1506,1506,102,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1507,1507,100,14.000,12.000,12.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1508,1508,101,51.000,50.000,50.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1509,1509,102,12.000,9.000,8.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1510,1510,100,29.000,26.000,25.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1511,1511,101,63.000,60.000,60.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1512,1512,102,32.000,29.000,29.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1513,1513,100,4.000,3.000,3.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1514,1514,101,60.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1515,1515,102,47.000,43.000,42.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1516,1516,100,26.000,23.000,22.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1517,1517,101,44.000,40.000,39.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1518,1518,102,42.000,39.000,38.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1519,1519,100,36.000,35.000,35.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1520,1520,101,62.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1521,1521,102,51.000,47.000,47.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1522,1522,100,20.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1523,1523,101,60.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1524,1524,102,63.000,59.000,58.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1525,1525,100,7.000,6.000,5.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1526,1526,101,23.000,20.000,20.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1527,1527,102,42.000,38.000,38.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1528,1528,100,56.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1529,1529,101,49.000,45.000,44.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1530,1530,102,42.000,38.000,37.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1531,1531,100,22.000,20.000,20.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1532,1532,101,14.000,10.000,10.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1533,1533,102,58.000,55.000,55.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1534,1534,100,37.000,33.000,32.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1535,1535,101,33.000,30.000,30.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1536,1536,102,61.000,60.000,59.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1537,1537,100,14.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1538,1538,101,21.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1539,1539,102,56.000,53.000,52.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1540,1540,100,20.000,19.000,19.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1541,1541,101,57.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1542,1542,102,58.000,54.000,53.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1543,1543,100,13.000,10.000,9.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1544,1544,101,31.000,28.000,28.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1545,1545,102,48.000,47.000,47.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1546,1546,100,35.000,32.000,32.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1547,1547,101,17.000,16.000,15.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1548,1548,102,8.000,6.000,6.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1549,1549,100,6.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1550,1550,101,13.000,12.000,12.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1551,1551,102,22.000,19.000,18.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1552,1552,100,22.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1553,1553,101,56.000,52.000,51.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1554,1554,102,33.000,32.000,31.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1555,1555,100,14.000,11.000,11.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1556,1556,101,12.000,9.000,9.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1557,1557,102,13.000,11.000,10.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1558,1558,100,25.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1559,1559,101,47.000,46.000,45.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1560,1560,102,6.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1561,1561,100,29.000,26.000,26.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1562,1562,101,31.000,28.000,28.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1563,1563,102,14.000,13.000,13.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1564,1564,100,10.000,9.000,8.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1565,1565,101,20.000,17.000,16.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1566,1566,102,17.000,13.000,12.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1567,1567,100,50.000,49.000,49.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1568,1568,101,58.000,56.000,55.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1569,1569,102,41.000,37.000,37.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1570,1570,100,49.000,46.000,45.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1571,1571,101,50.000,47.000,47.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1572,1572,102,55.000,53.000,52.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1573,1573,100,10.000,8.000,8.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1574,1574,101,63.000,61.000,60.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1575,1575,102,32.000,30.000,30.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1576,1576,100,37.000,33.000,33.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1577,1577,101,51.000,48.000,48.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1578,1578,102,34.000,31.000,30.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1579,1579,100,22.000,20.000,19.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1580,1580,101,6.000,5.000,5.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1581,1581,102,18.000,14.000,13.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1582,1582,100,11.000,9.000,8.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1583,1583,101,29.000,25.000,24.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1584,1584,102,49.000,46.000,46.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1585,1585,100,26.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1586,1586,101,41.000,38.000,38.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1587,1587,102,15.000,14.000,13.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1588,1588,100,39.000,37.000,36.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1589,1589,101,57.000,56.000,56.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1590,1590,102,23.000,21.000,21.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1591,1591,100,33.000,31.000,31.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1592,1592,101,60.000,57.000,56.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1593,1593,102,42.000,39.000,39.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1594,1594,100,30.000,27.000,27.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1595,1595,101,12.000,11.000,10.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1596,1596,102,58.000,57.000,57.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1597,1597,100,41.000,38.000,38.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1598,1598,101,8.000,6.000,6.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1599,1599,102,39.000,35.000,35.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1600,1600,100,59.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1601,1601,101,59.000,57.000,56.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1602,1602,102,16.000,14.000,14.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1603,1603,100,31.000,28.000,28.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1604,1604,101,61.000,58.000,58.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1605,1605,102,47.000,46.000,46.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1606,1606,100,39.000,37.000,36.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1607,1607,101,25.000,23.000,22.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1608,1608,102,48.000,45.000,45.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1609,1609,100,38.000,35.000,35.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1610,1610,101,35.000,33.000,32.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1611,1611,102,56.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1612,1612,100,30.000,27.000,26.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1613,1613,101,44.000,40.000,40.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1614,1614,102,9.000,7.000,6.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1615,1615,100,45.000,43.000,42.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1616,1616,101,34.000,33.000,33.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1617,1617,102,58.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1618,1618,100,26.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1619,1619,101,56.000,55.000,54.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1620,1620,102,40.000,38.000,37.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1621,1621,100,18.000,17.000,16.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1622,1622,101,12.000,11.000,11.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1623,1623,102,18.000,14.000,14.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
1624,1624,100,23.000,22.000,21.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1625,1625,101,38.000,36.000,35.000,1.000,No,Final Motor Assembly,Completed,Generated production output line.
1626,1626,102,54.000,53.000,53.000,0.000,No,Final Motor Assembly,Completed,Generated production output line.
