production_order_id,production_order_number,customer_order_id,finished_item_id,department_id,planned_quantity,produced_quantity,rejected_quantity,uom,planned_start_date,planned_end_date,actual_start_date,actual_end_date,priority,production_status,created_by,approved_by,remarks,created_at,updated_at
251,PROD202701230251,,107,4,230.000,149.000,0.000,No,2027-01-23,2027-01-27,2027-01-23,2027-01-28,Medium,Partially Completed,1,1,Make-to-stock production for Finished Rotor 3kW,2027-01-22 09:10:00,2027-01-23 17:50:00
252,PROD202510100252,134,108,4,280.000,86.000,0.000,No,2025-10-10,2025-10-15,2025-10-10,,Low,In Progress,1,1,Make-to-order production linked to SO202606300134,2025-10-09 09:17:00,2025-10-10 17:01:00
253,PROD202510060253,139,100,5,12.000,0.000,0.000,No,2025-10-06,2025-10-09,,,Medium,Released,1,1,Make-to-order production linked to SO202606300139,2025-10-05 09:24:00,2025-10-06 17:12:00
254,PROD202510150254,146,101,5,18.000,0.000,0.000,No,2025-10-15,2025-10-18,,,High,Planned,1,,Make-to-order production linked to SO202606300146,2025-10-14 09:31:00,2025-10-15 17:23:00
255,PROD202511050255,161,102,5,24.000,0.000,0.000,No,2025-11-05,2025-11-08,2025-11-05,,High,On Hold,1,1,Production hold for PMSM Motor 7.5 kW: awaiting material clearance from stores,2025-11-04 09:38:00,2025-11-05 17:34:00
256,PROD202702070256,,103,3,200.000,0.000,0.000,No,2027-02-07,2027-02-11,,,Low,Cancelled,1,1,Cancelled due to revised production plan for Finished Stator 1.5kW,2027-02-06 09:45:00,2027-02-07 17:45:00
257,PROD202511200257,169,104,3,240.000,238.000,2.000,No,2025-11-20,2025-11-25,2025-11-20,2025-11-25,Medium,Completed,1,1,Make-to-order production linked to SO202606300169,2025-11-19 09:52:00,2025-11-20 17:56:00
258,PROD202511220258,171,105,3,300.000,296.000,4.000,No,2025-11-22,2025-11-27,2025-11-22,2025-11-27,High,Completed,1,1,Make-to-order production linked to SO202606300171,2025-11-21 09:59:00,2025-11-22 17:07:00
259,PROD202512170259,190,106,4,70.000,45.000,0.000,No,2025-12-17,2025-12-20,2025-12-18,2025-12-22,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300190,2025-12-16 09:06:00,2025-12-17 17:18:00
260,PROD202601020260,214,107,4,110.000,25.000,0.000,No,2026-01-02,2026-01-05,2026-01-02,,Low,In Progress,1,1,Make-to-order production linked to SO202606300214,2026-01-01 09:13:00,2026-01-02 17:29:00
261,PROD202702220261,,108,4,150.000,0.000,0.000,No,2027-02-22,2027-02-26,,,Medium,Released,1,1,Make-to-stock production for Finished Rotor 7.5kW,2027-02-21 09:20:00,2027-02-22 17:40:00
262,PROD202601240262,230,106,4,190.000,0.000,0.000,No,2026-01-24,2026-01-28,,,High,Planned,1,,Make-to-order production linked to SO202606300230,2026-01-23 09:27:00,2026-01-24 17:51:00
263,PROD202601250263,231,107,4,230.000,0.000,0.000,No,2026-01-25,2026-01-29,2026-01-25,,High,On Hold,1,1,Production hold for Finished Rotor 3kW: awaiting material clearance from stores,2026-01-24 09:34:00,2026-01-25 17:02:00
264,PROD202601300264,236,108,4,280.000,0.000,0.000,No,2026-01-30,2026-02-04,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 7.5kW,2026-01-29 09:41:00,2026-01-30 17:13:00
265,PROD202602050265,244,100,5,12.000,12.000,0.000,No,2026-02-05,2026-02-08,2026-02-06,2026-02-10,Medium,Completed,1,1,Make-to-order production linked to SO202606300244,2026-02-04 09:48:00,2026-02-05 17:24:00
266,PROD202703090266,,101,5,60.000,60.000,0.000,No,2027-03-09,2027-03-13,2027-03-09,2027-03-14,High,Completed,1,1,Make-to-stock production for PMSM Motor 3 kW,2027-03-08 09:55:00,2027-03-09 17:35:00
267,PROD202602210267,267,102,5,24.000,15.000,0.000,No,2026-02-21,2026-02-24,2026-02-21,2026-02-24,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300267,2026-02-20 09:02:00,2026-02-21 17:46:00
268,PROD202602270268,272,103,3,200.000,30.000,0.000,No,2026-02-27,2026-03-03,2026-02-28,,Low,In Progress,1,1,Make-to-order production linked to SO202606300272,2026-02-26 09:09:00,2026-02-27 17:57:00
269,PROD202603050269,276,104,3,240.000,0.000,0.000,No,2026-03-05,2026-03-10,,,Medium,Released,1,1,Make-to-order production linked to SO202606300276,2026-03-04 09:16:00,2026-03-05 17:08:00
270,PROD202603130270,281,105,3,300.000,0.000,0.000,No,2026-03-13,2026-03-18,,,High,Planned,1,,Make-to-order production linked to SO202606300281,2026-03-12 09:23:00,2026-03-13 17:19:00
271,PROD202703240271,,106,4,70.000,0.000,0.000,No,2027-03-24,2027-03-27,2027-03-25,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2027-03-23 09:30:00,2027-03-24 17:30:00
272,PROD202603240272,290,107,4,110.000,0.000,0.000,No,2026-03-24,2026-03-27,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2026-03-23 09:37:00,2026-03-24 17:41:00
273,PROD202603290273,295,108,4,150.000,148.000,2.000,No,2026-03-29,2026-04-02,2026-03-29,2026-04-02,Medium,Completed,1,1,Make-to-order production linked to SO202606300295,2026-03-28 09:44:00,2026-03-29 17:52:00
274,PROD202504090274,5,106,4,190.000,187.000,3.000,No,2025-04-09,2025-04-13,2025-04-10,2025-04-13,High,Completed,1,1,Make-to-order production linked to SO202606300005,2025-04-08 09:51:00,2025-04-09 17:03:00
275,PROD202505090275,15,107,4,230.000,149.000,4.000,No,2025-05-09,2025-05-13,2025-05-09,2025-05-13,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300015,2025-05-08 09:58:00,2025-05-09 17:14:00
276,PROD202704080276,,108,4,280.000,86.000,0.000,No,2027-04-08,2027-04-13,2027-04-08,,Low,In Progress,1,1,Make-to-stock production for Finished Rotor 7.5kW,2027-04-07 09:05:00,2027-04-08 17:25:00
277,PROD202505160277,23,100,5,12.000,0.000,0.000,No,2025-05-16,2025-05-19,,,Medium,Released,1,1,Make-to-order production linked to SO202606300023,2025-05-15 09:12:00,2025-05-16 17:36:00
278,PROD202505210278,24,101,5,18.000,0.000,0.000,No,2025-05-21,2025-05-24,,,High,Planned,1,,Make-to-order production linked to SO202606300024,2025-05-20 09:19:00,2025-05-21 17:47:00
279,PROD202507060279,45,102,5,24.000,0.000,0.000,No,2025-07-06,2025-07-09,2025-07-06,,High,On Hold,1,1,Production hold for PMSM Motor 7.5 kW: awaiting material clearance from stores,2025-07-05 09:26:00,2025-07-06 17:58:00
280,PROD202507150280,48,103,3,200.000,0.000,0.000,No,2025-07-15,2025-07-19,,,Low,Cancelled,1,1,Cancelled due to revised production plan for Finished Stator 1.5kW,2025-07-14 09:33:00,2025-07-15 17:09:00
281,PROD202704230281,,104,3,240.000,239.000,1.000,No,2027-04-23,2027-04-28,2027-04-23,2027-04-29,Medium,Completed,1,1,Make-to-stock production for Finished Stator 3kW,2027-04-22 09:40:00,2027-04-23 17:20:00
282,PROD202508040282,71,105,3,300.000,297.000,3.000,No,2025-08-04,2025-08-09,2025-08-04,2025-08-09,High,Completed,1,1,Make-to-order production linked to SO202606300071,2025-08-03 09:47:00,2025-08-04 17:31:00
283,PROD202508060283,74,106,4,70.000,45.000,0.000,No,2025-08-06,2025-08-09,2025-08-07,2025-08-11,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300074,2025-08-05 09:54:00,2025-08-06 17:42:00
284,PROD202508280284,94,107,4,110.000,25.000,0.000,No,2025-08-28,2025-08-31,2025-08-28,,Low,In Progress,1,1,Make-to-order production linked to SO202606300094,2025-08-27 09:01:00,2025-08-28 17:53:00
285,PROD202509110285,104,108,4,150.000,0.000,0.000,No,2025-09-11,2025-09-15,,,Medium,Released,1,1,Make-to-order production linked to SO202606300104,2025-09-10 09:08:00,2025-09-11 17:04:00
286,PROD202705080286,,106,4,190.000,0.000,0.000,No,2027-05-08,2027-05-12,,,High,Planned,1,,Make-to-stock production for Finished Rotor 1.5kW,2027-05-07 09:15:00,2027-05-08 17:15:00
287,PROD202509300287,125,107,4,230.000,0.000,0.000,No,2025-09-30,2025-10-04,2025-09-30,,High,On Hold,1,1,Production hold for Finished Rotor 3kW: awaiting material clearance from stores,2025-09-29 09:22:00,2025-09-30 17:26:00
288,PROD202509250288,127,108,4,280.000,0.000,0.000,No,2025-09-25,2025-09-30,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 7.5kW,2025-09-24 09:29:00,2025-09-25 17:37:00
289,PROD202509260289,128,100,5,12.000,12.000,0.000,No,2025-09-26,2025-09-29,2025-09-27,2025-10-01,Medium,Completed,1,1,Make-to-order production linked to SO202606300128,2025-09-25 09:36:00,2025-09-26 17:48:00
290,PROD202510010290,130,101,5,18.000,18.000,0.000,No,2025-10-01,2025-10-04,2025-10-01,2025-10-04,High,Completed,1,1,Make-to-order production linked to SO202606300130,2025-09-30 09:43:00,2025-10-01 17:59:00
291,PROD202705230291,,102,5,75.000,48.000,0.000,No,2027-05-23,2027-05-27,2027-05-23,2027-05-28,Medium,Partially Completed,1,1,Make-to-stock production for PMSM Motor 7.5 kW,2027-05-22 09:50:00,2027-05-23 17:10:00
292,PROD202510100292,139,103,3,200.000,30.000,0.000,No,2025-10-10,2025-10-14,2025-10-11,,Low,In Progress,1,1,Make-to-order production linked to SO202606300139,2025-10-09 09:57:00,2025-10-10 17:21:00
293,PROD202510190293,146,104,3,240.000,0.000,0.000,No,2025-10-19,2025-10-24,,,Medium,Released,1,1,Make-to-order production linked to SO202606300146,2025-10-18 09:04:00,2025-10-19 17:32:00
294,PROD202511090294,161,105,3,300.000,0.000,0.000,No,2025-11-09,2025-11-14,,,High,Planned,1,,Make-to-order production linked to SO202606300161,2025-11-08 09:11:00,2025-11-09 17:43:00
295,PROD202511150295,168,106,4,70.000,0.000,0.000,No,2025-11-15,2025-11-18,2025-11-16,,High,On Hold,1,1,Production hold for Finished Rotor 1.5kW: awaiting material clearance from stores,2025-11-14 09:18:00,2025-11-15 17:54:00
296,PROD202706070296,,107,4,110.000,0.000,0.000,No,2027-06-07,2027-06-10,,,Medium,Cancelled,1,1,Cancelled due to revised production plan for Finished Rotor 3kW,2027-06-06 09:25:00,2027-06-07 17:05:00
297,PROD202511190297,171,108,4,150.000,149.000,1.000,No,2025-11-19,2025-11-23,2025-11-19,2025-11-23,Medium,Completed,1,1,Make-to-order production linked to SO202606300171,2025-11-18 09:32:00,2025-11-19 17:16:00
298,PROD202512140298,190,106,4,190.000,188.000,2.000,No,2025-12-14,2025-12-18,2025-12-15,2025-12-18,High,Completed,1,1,Make-to-order production linked to SO202606300190,2025-12-13 09:39:00,2025-12-14 17:27:00
299,PROD202601060299,214,107,4,230.000,149.000,2.000,No,2026-01-06,2026-01-10,2026-01-06,2026-01-10,Medium,Partially Completed,1,1,Make-to-order production linked to SO202606300214,2026-01-05 09:46:00,2026-01-06 17:38:00
300,PROD202601240300,227,108,4,280.000,86.000,2.000,No,2026-01-24,2026-01-29,2026-01-24,,Low,In Progress,1,1,Make-to-order production linked to SO202606300227,2026-01-23 09:53:00,2026-01-24 17:49:00
