bom_consumption_id,production_order_item_id,finished_item_id,consumed_item_id,planned_quantity,issued_quantity,actual_consumed_quantity,returned_quantity,wastage_quantity,uom,warehouse_location,batch_number,consumption_date,consumed_by,transaction_status,remarks,created_at,updated_at
1298,150,105,72,300.000,0.000,0.000,0.000,0.000,No,STAT_WIP,FAS010-20260228-1491,2026-02-28,1,Planned,Planned material consumption for PROD202602230150; Stator Assembly,2026-02-28 09:50:00,2026-02-28 16:10:00
1299,151,106,7,17.500,17.710,17.500,0.000,0.210,No,ROTR_WIP,MAG001-20260330-1492,2026-03-30,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-03-30 09:57:00,2026-03-30 16:21:00
1300,151,106,10,21.875,22.400,21.875,0.000,0.525,No,ROTR_WIP,MEC001-20260401-1493,2026-04-01,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-04-01 09:04:00,2026-04-01 16:32:00
1301,151,106,13,8.750,8.873,8.750,0.088,0.035,No,ROTR_WIP,MEC004-20260331-1494,2026-03-31,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-03-31 09:11:00,2026-03-31 16:43:00
1302,151,106,23,35.000,35.420,35.000,0.000,0.420,No,ROTR_WIP,BRG001-20260330-1495,2026-03-30,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-03-30 09:18:00,2026-03-30 16:54:00
1303,151,106,21,1.400,1.434,1.400,0.000,0.034,No,ROTR_WIP,MEC012-20260401-1496,2026-04-01,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-04-01 09:25:00,2026-04-01 16:05:00
1304,151,106,78,0.875,0.879,0.875,0.000,0.004,No,ROTR_WIP,FAS016-20260331-1497,2026-03-31,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-03-31 09:32:00,2026-03-31 16:16:00
1305,151,106,79,70.000,70.840,70.000,0.000,0.840,No,ROTR_WIP,FAS017-20260330-1498,2026-03-30,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-03-30 09:39:00,2026-03-30 16:27:00
1306,151,106,82,70.000,72.380,70.000,0.700,1.680,ml,ROTR_WIP,CON003-20260401-1499,2026-04-01,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-04-01 09:46:00,2026-04-01 16:38:00
1307,151,106,83,70.000,70.280,70.000,0.000,0.280,g,ROTR_WIP,CON004-20260331-1500,2026-03-31,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-03-31 09:53:00,2026-03-31 16:49:00
1308,151,106,26,70.000,70.840,70.000,0.000,0.840,No,ROTR_WIP,SEA001-20260330-1501,2026-03-30,1,Returned,Returned material consumption for PROD202603290151; Rotor Assembly,2026-03-30 09:00:00,2026-03-30 16:00:00
1309,152,107,7,27.500,27.610,27.500,0.000,0.110,No,ROTR_WIP,MAG001-20260308-1502,2026-03-08,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-08 09:07:00,2026-03-08 16:11:00
1310,152,107,10,34.375,34.788,34.375,0.000,0.413,No,ROTR_WIP,MEC001-20260310-1503,2026-03-10,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-10 09:14:00,2026-03-10 16:22:00
1311,152,107,13,13.750,14.218,13.750,0.138,0.330,No,ROTR_WIP,MEC004-20260308-1504,2026-03-08,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-08 09:21:00,2026-03-08 16:33:00
1312,152,107,23,55.000,55.220,55.000,0.000,0.220,No,ROTR_WIP,BRG001-20260310-1505,2026-03-10,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-10 09:28:00,2026-03-10 16:44:00
1313,152,107,21,2.200,2.226,2.200,0.000,0.026,No,ROTR_WIP,MEC012-20260308-1506,2026-03-08,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-08 09:35:00,2026-03-08 16:55:00
1314,152,107,78,1.375,1.408,1.375,0.000,0.033,No,ROTR_WIP,FAS016-20260310-1507,2026-03-10,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-10 09:42:00,2026-03-10 16:06:00
1315,152,107,79,110.000,110.440,110.000,0.000,0.440,No,ROTR_WIP,FAS017-20260308-1508,2026-03-08,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-08 09:49:00,2026-03-08 16:17:00
1316,152,107,82,110.000,112.420,110.000,1.100,1.320,ml,ROTR_WIP,CON003-20260310-1509,2026-03-10,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-10 09:56:00,2026-03-10 16:28:00
1317,152,107,83,110.000,112.640,110.000,0.000,2.640,g,ROTR_WIP,CON004-20260308-1510,2026-03-08,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-08 09:03:00,2026-03-08 16:39:00
1318,152,107,26,110.000,110.440,110.000,0.000,0.440,No,ROTR_WIP,SEA001-20260310-1511,2026-03-10,1,Returned,Returned material consumption for PROD202603070152; Rotor Assembly,2026-03-10 09:10:00,2026-03-10 16:50:00
1319,153,108,7,150.000,153.600,150.000,0.000,3.600,No,ROTR_WIP,MAG001-20260316-1512,2026-03-16,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-16 09:17:00,2026-03-16 16:01:00
1320,153,108,10,187.500,188.250,187.500,0.000,0.750,No,ROTR_WIP,MEC001-20260318-1513,2026-03-18,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-18 09:24:00,2026-03-18 16:12:00
1321,153,108,13,75.000,76.650,75.000,0.750,0.900,No,ROTR_WIP,MEC004-20260315-1514,2026-03-15,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-15 09:31:00,2026-03-15 16:23:00
1322,153,108,23,300.000,307.200,300.000,0.000,7.200,No,ROTR_WIP,BRG001-20260317-1515,2026-03-17,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-17 09:38:00,2026-03-17 16:34:00
1323,153,108,21,12.000,12.048,12.000,0.000,0.048,No,ROTR_WIP,MEC012-20260319-1516,2026-03-19,1,Closed,Closed material consumption for PROD202603150153; Rotor Assembly,2026-03-19 09:45:00,2026-03-19 16:45:00
1324,153,108,78,7.500,7.590,7.500,0.000,0.090,No,ROTR_WIP,FAS016-20260316-1517,2026-03-16,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-16 09:52:00,2026-03-16 16:56:00
1325,153,108,79,600.000,614.400,600.000,0.000,14.400,No,ROTR_WIP,FAS017-20260318-1518,2026-03-18,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-18 09:59:00,2026-03-18 16:07:00
1326,153,108,82,600.000,608.400,600.000,6.000,2.400,ml,ROTR_WIP,CON003-20260315-1519,2026-03-15,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-15 09:06:00,2026-03-15 16:18:00
1327,153,108,83,600.000,607.200,600.000,0.000,7.200,g,ROTR_WIP,CON004-20260317-1520,2026-03-17,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-17 09:13:00,2026-03-17 16:29:00
1328,153,108,26,600.000,614.400,600.000,0.000,14.400,No,ROTR_WIP,SEA001-20260319-1521,2026-03-19,1,Consumed,Consumed material consumption for PROD202603150153; Rotor Assembly,2026-03-19 09:20:00,2026-03-19 16:40:00
1329,154,106,7,190.000,192.280,190.000,0.000,2.280,No,ROTR_WIP,MAG001-20260321-1522,2026-03-21,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-21 09:27:00,2026-03-21 16:51:00
1330,154,106,10,237.500,243.200,237.500,0.000,5.700,No,ROTR_WIP,MEC001-20260323-1523,2026-03-23,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-23 09:34:00,2026-03-23 16:02:00
1331,154,106,13,95.000,96.330,95.000,0.950,0.380,No,ROTR_WIP,MEC004-20260321-1524,2026-03-21,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-21 09:41:00,2026-03-21 16:13:00
1332,154,106,23,380.000,384.560,380.000,0.000,4.560,No,ROTR_WIP,BRG001-20260323-1525,2026-03-23,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-23 09:48:00,2026-03-23 16:24:00
1333,154,106,21,15.200,15.565,15.200,0.000,0.365,No,ROTR_WIP,MEC012-20260321-1526,2026-03-21,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-21 09:55:00,2026-03-21 16:35:00
1334,154,106,78,9.500,9.538,9.500,0.000,0.038,No,ROTR_WIP,FAS016-20260323-1527,2026-03-23,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-23 09:02:00,2026-03-23 16:46:00
1335,154,106,79,760.000,769.120,760.000,0.000,9.120,No,ROTR_WIP,FAS017-20260321-1528,2026-03-21,1,Closed,Closed material consumption for PROD202603190154; Rotor Assembly,2026-03-21 09:09:00,2026-03-21 16:57:00
1336,154,106,82,760.000,785.840,760.000,7.600,18.240,ml,ROTR_WIP,CON003-20260323-1529,2026-03-23,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-23 09:16:00,2026-03-23 16:08:00
1337,154,106,83,760.000,763.040,760.000,0.000,3.040,g,ROTR_WIP,CON004-20260321-1530,2026-03-21,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-21 09:23:00,2026-03-21 16:19:00
1338,154,106,26,760.000,769.120,760.000,0.000,9.120,No,ROTR_WIP,SEA001-20260323-1531,2026-03-23,1,Consumed,Consumed material consumption for PROD202603190154; Rotor Assembly,2026-03-23 09:30:00,2026-03-23 16:30:00
1339,155,107,7,153.000,99.848,99.450,0.000,0.398,No,ROTR_WIP,MAG001-20260320-1532,2026-03-20,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-20 09:37:00,2026-03-20 16:41:00
1340,155,107,10,191.250,125.805,124.313,0.000,1.492,No,ROTR_WIP,MEC001-20260322-1533,2026-03-22,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-22 09:44:00,2026-03-22 16:52:00
1341,155,107,13,76.500,51.415,49.725,0.497,1.193,No,ROTR_WIP,MEC004-20260319-1534,2026-03-19,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-19 09:51:00,2026-03-19 16:03:00
1342,155,107,23,306.000,199.696,198.900,0.000,0.796,No,ROTR_WIP,BRG001-20260321-1535,2026-03-21,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-21 09:58:00,2026-03-21 16:14:00
1343,155,107,21,12.240,8.051,7.956,0.000,0.095,No,ROTR_WIP,MEC012-20260323-1536,2026-03-23,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-23 09:05:00,2026-03-23 16:25:00
1344,155,107,78,7.650,5.092,4.973,0.000,0.119,No,ROTR_WIP,FAS016-20260320-1537,2026-03-20,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-20 09:12:00,2026-03-20 16:36:00
1345,155,107,79,612.000,399.391,397.800,0.000,1.591,No,ROTR_WIP,FAS017-20260322-1538,2026-03-22,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-22 09:19:00,2026-03-22 16:47:00
1346,155,107,82,612.000,406.552,397.800,3.978,4.774,ml,ROTR_WIP,CON003-20260319-1539,2026-03-19,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-19 09:26:00,2026-03-19 16:58:00
1347,155,107,83,612.000,407.347,397.800,0.000,9.547,g,ROTR_WIP,CON004-20260321-1540,2026-03-21,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-21 09:33:00,2026-03-21 16:09:00
1348,155,107,26,612.000,399.391,397.800,0.000,1.591,No,ROTR_WIP,SEA001-20260323-1541,2026-03-23,1,Partially Consumed,Partially Consumed material consumption for PROD202603190155; Rotor Assembly,2026-03-23 09:40:00,2026-03-23 16:20:00
1349,156,108,7,86.000,30.822,30.100,0.000,0.722,No,ROTR_WIP,MAG001-20260418-1542,2026-04-18,1,Issued,Issued material consumption for PROD202604130156; Rotor Assembly,2026-04-18 09:47:00,2026-04-18 16:31:00
1350,156,108,10,107.500,37.776,37.625,0.000,0.151,No,ROTR_WIP,MEC001-20260414-1543,2026-04-14,1,Issued,Issued material consumption for PROD202604130156; Rotor Assembly,2026-04-14 09:54:00,2026-04-14 16:42:00
1351,156,108,13,43.000,28.565,27.950,0.280,0.335,No,ROTR_WIP,MEC004-20260416-1544,2026-04-16,1,Partially Consumed,Partially Consumed material consumption for PROD202604130156; Rotor Assembly,2026-04-16 09:01:00,2026-04-16 16:53:00
1352,156,108,23,172.000,61.645,60.200,0.000,1.445,No,ROTR_WIP,BRG001-20260418-1545,2026-04-18,1,Issued,Issued material consumption for PROD202604130156; Rotor Assembly,2026-04-18 09:08:00,2026-04-18 16:04:00
1353,156,108,21,6.880,2.418,2.408,0.000,0.010,No,ROTR_WIP,MEC012-20260414-1546,2026-04-14,1,Issued,Issued material consumption for PROD202604130156; Rotor Assembly,2026-04-14 09:15:00,2026-04-14 16:15:00
1354,156,108,78,4.300,2.829,2.795,0.000,0.034,No,ROTR_WIP,FAS016-20260416-1547,2026-04-16,1,Partially Consumed,Partially Consumed material consumption for PROD202604130156; Rotor Assembly,2026-04-16 09:22:00,2026-04-16 16:26:00
1355,156,108,79,344.000,123.290,120.400,0.000,2.890,No,ROTR_WIP,FAS017-20260418-1548,2026-04-18,1,Issued,Issued material consumption for PROD202604130156; Rotor Assembly,2026-04-18 09:29:00,2026-04-18 16:37:00
1356,156,108,82,344.000,122.086,120.400,1.204,0.482,ml,ROTR_WIP,CON003-20260414-1549,2026-04-14,1,Issued,Issued material consumption for PROD202604130156; Rotor Assembly,2026-04-14 09:36:00,2026-04-14 16:48:00
1357,156,108,83,344.000,226.283,223.600,0.000,2.683,g,ROTR_WIP,CON004-20260416-1550,2026-04-16,1,Partially Consumed,Partially Consumed material consumption for PROD202604130156; Rotor Assembly,2026-04-16 09:43:00,2026-04-16 16:59:00
1358,156,108,26,344.000,123.290,120.400,0.000,2.890,No,ROTR_WIP,SEA001-20260418-1551,2026-04-18,1,Issued,Issued material consumption for PROD202604130156; Rotor Assembly,2026-04-18 09:50:00,2026-04-18 16:10:00
1359,157,100,103,12.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST15-2025-04-14-157,2025-04-14,1,Planned,Assembly consumption of Finished Stator 1.5kW.,2025-04-14 09:57:00,2025-04-14 16:21:00
1360,157,100,106,12.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT15-2025-04-12-157,2025-04-12,1,Planned,Assembly consumption of Finished Rotor 1.5kW.,2025-04-12 09:04:00,2025-04-12 16:32:00
1361,157,100,16,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC007-20250412-1557,2025-04-12,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-12 09:32:00,2025-04-12 16:16:00
1362,157,100,19,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC010-20250414-1558,2025-04-14,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-14 09:39:00,2025-04-14 16:27:00
1363,157,100,20,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC011-20250412-1559,2025-04-12,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-12 09:46:00,2025-04-12 16:38:00
1364,157,100,78,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS016-20250414-1562,2025-04-14,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-14 09:07:00,2025-04-14 16:11:00
1365,157,100,79,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS017-20250412-1563,2025-04-12,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-12 09:14:00,2025-04-12 16:22:00
1366,157,100,26,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,SEA001-20250414-1564,2025-04-14,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-14 09:21:00,2025-04-14 16:33:00
1367,157,100,27,3.000,0.000,0.000,0.000,0.000,No,Mechanical Store,SEA002-20250412-1565,2025-04-12,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-12 09:28:00,2025-04-12 16:44:00
1368,157,100,32,9.000,0.000,0.000,0.000,0.000,m,Electrical Store,ELE004-20250412-1567,2025-04-12,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-12 09:42:00,2025-04-12 16:06:00
1369,157,100,35,3.000,0.000,0.000,0.000,0.000,No,Electrical Store,ELE007-20250414-1568,2025-04-14,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-14 09:49:00,2025-04-14 16:17:00
1370,157,100,38,9.000,0.000,0.000,0.000,0.000,No,Electrical Store,ELE010-20250412-1569,2025-04-12,1,Planned,Planned material consumption for PROD202504110157; Final Motor Assembly,2025-04-12 09:56:00,2025-04-12 16:28:00
1371,158,101,104,18.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST30-2025-05-12-158,2025-05-12,1,Planned,Assembly consumption of Finished Stator 3kW.,2025-05-12 09:03:00,2025-05-12 16:39:00
1372,158,101,107,18.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT30-2025-05-14-158,2025-05-14,1,Planned,Assembly consumption of Finished Rotor 3kW.,2025-05-14 09:10:00,2025-05-14 16:50:00
1373,158,101,17,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC008-20250514-1575,2025-05-14,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-14 09:38:00,2025-05-14 16:34:00
1374,158,101,19,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC010-20250512-1576,2025-05-12,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-12 09:45:00,2025-05-12 16:45:00
1375,158,101,20,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,MEC011-20250514-1577,2025-05-14,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-14 09:52:00,2025-05-14 16:56:00
1376,158,101,78,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS016-20250512-1580,2025-05-12,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-12 09:13:00,2025-05-12 16:29:00
1377,158,101,79,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,FAS017-20250514-1581,2025-05-14,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-14 09:20:00,2025-05-14 16:40:00
1378,158,101,26,9.000,0.000,0.000,0.000,0.000,No,Mechanical Store,SEA001-20250512-1582,2025-05-12,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-12 09:27:00,2025-05-12 16:51:00
1379,158,101,27,4.500,0.000,0.000,0.000,0.000,No,Mechanical Store,SEA002-20250514-1583,2025-05-14,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-14 09:34:00,2025-05-14 16:02:00
1380,158,101,33,18.000,0.000,0.000,0.000,0.000,m,Electrical Store,ELE005-20250514-1585,2025-05-14,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-14 09:48:00,2025-05-14 16:24:00
1381,158,101,35,4.500,0.000,0.000,0.000,0.000,No,Electrical Store,ELE007-20250512-1586,2025-05-12,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-12 09:55:00,2025-05-12 16:35:00
1382,158,101,38,13.500,0.000,0.000,0.000,0.000,No,Electrical Store,ELE010-20250514-1587,2025-05-14,1,Planned,Planned material consumption for PROD202505110158; Final Motor Assembly,2025-05-14 09:02:00,2025-05-14 16:46:00
1383,159,102,105,24.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-ST75-2025-05-12-159,2025-05-12,1,Issued,Assembly consumption of Finished Stator 7.5kW.,2025-05-12 09:16:00,2025-05-12 16:08:00
1384,159,102,108,24.000,0.000,0.000,0.000,0.000,No,ASMB_WIP,SFG-RT75-2025-05-14-159,2025-05-14,1,Issued,Assembly consumption of Finished Rotor 7.5kW.,2025-05-14 09:23:00,2025-05-14 16:19:00
1385,159,102,18,6.000,2.117,2.100,0.000,0.017,No,Mechanical Store,MEC009-20250514-1594,2025-05-14,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-14 09:51:00,2025-05-14 16:03:00
1386,159,102,19,6.000,2.159,2.100,0.021,0.038,No,Mechanical Store,MEC010-20250512-1595,2025-05-12,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-12 09:58:00,2025-05-12 16:14:00
1387,159,102,20,6.000,2.142,2.100,0.042,0.000,No,Mechanical Store,MEC011-20250514-1596,2025-05-14,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-14 09:05:00,2025-05-14 16:25:00
1388,159,102,78,12.000,4.284,4.200,0.084,0.000,No,Mechanical Store,FAS016-20250512-1599,2025-05-12,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-12 09:26:00,2025-05-12 16:58:00
1389,159,102,79,12.000,4.276,4.200,0.042,0.034,No,Mechanical Store,FAS017-20250514-1600,2025-05-14,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-14 09:33:00,2025-05-14 16:09:00
1390,159,102,26,12.000,4.276,4.200,0.000,0.076,No,Mechanical Store,SEA001-20250512-1601,2025-05-12,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-12 09:40:00,2025-05-12 16:20:00
1391,159,102,27,12.000,4.284,4.200,0.084,0.000,No,Mechanical Store,SEA002-20250514-1602,2025-05-14,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-14 09:47:00,2025-05-14 16:31:00
1392,159,102,34,30.000,10.689,10.500,0.000,0.189,m,Electrical Store,ELE006-20250514-1604,2025-05-14,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-14 09:01:00,2025-05-14 16:53:00
1393,159,102,35,6.000,2.142,2.100,0.042,0.000,No,Electrical Store,ELE007-20250512-1605,2025-05-12,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-12 09:08:00,2025-05-12 16:04:00
1394,159,102,38,18.000,6.350,6.300,0.000,0.050,No,Electrical Store,ELE010-20250514-1606,2025-05-14,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-14 09:15:00,2025-05-14 16:15:00
1395,159,102,58,288.000,102.816,100.800,2.016,0.000,No,Electrical Store,INS004-20250514-1608,2025-05-14,1,Issued,Issued material consumption for PROD202505120159; Final Motor Assembly,2025-05-14 09:29:00,2025-05-14 16:37:00
1396,160,103,29,50.000,17.850,17.500,0.350,0.000,kg,STAT_WIP,ELE001-20250521-1609,2025-05-21,1,Issued,Issued material consumption for PROD202505180160; Stator Assembly,2025-05-21 09:36:00,2025-05-21 16:48:00
1397,160,103,55,62.500,22.269,21.875,0.219,0.175,No,STAT_WIP,INS001-20250518-1610,2025-05-18,1,Issued,Issued material consumption for PROD202505180160; Stator Assembly,2025-05-18 09:43:00,2025-05-18 16:59:00
1398,160,103,58,25.000,8.908,8.750,0.000,0.158,No,STAT_WIP,INS004-20250520-1611,2025-05-20,1,Issued,Issued material consumption for PROD202505180160; Stator Assembly,2025-05-20 09:50:00,2025-05-20 16:10:00
1399,160,103,59,100.000,35.700,35.000,0.700,0.000,No,STAT_WIP,INS005-20250522-1612,2025-05-22,1,Issued,Issued material consumption for PROD202505180160; Stator Assembly,2025-05-22 09:57:00,2025-05-22 16:21:00
1400,160,103,80,4.000,1.411,1.400,0.000,0.011,ml,STAT_WIP,CON001-20250519-1613,2025-05-19,1,Issued,Issued material consumption for PROD202505180160; Stator Assembly,2025-05-19 09:04:00,2025-05-19 16:32:00
1401,161,104,29,240.000,245.760,240.000,0.000,5.760,kg,STAT_WIP,ELE001-20260501-1614,2026-05-01,1,Consumed,Consumed material consumption for PROD202604280161; Stator Assembly,2026-05-01 09:11:00,2026-05-01 16:43:00
1402,161,104,55,300.000,304.200,300.000,3.000,1.200,No,STAT_WIP,INS001-20260503-1615,2026-05-03,1,Consumed,Consumed material consumption for PROD202604280161; Stator Assembly,2026-05-03 09:18:00,2026-05-03 16:54:00
1403,161,104,58,120.000,121.440,120.000,0.000,1.440,No,STAT_WIP,INS004-20260428-1616,2026-04-28,1,Closed,Closed material consumption for PROD202604280161; Stator Assembly,2026-04-28 09:25:00,2026-04-28 16:05:00
1404,161,104,59,480.000,491.520,480.000,0.000,11.520,No,STAT_WIP,INS005-20260430-1617,2026-04-30,1,Consumed,Consumed material consumption for PROD202604280161; Stator Assembly,2026-04-30 09:32:00,2026-04-30 16:16:00
1405,161,104,80,19.200,19.277,19.200,0.000,0.077,ml,STAT_WIP,CON001-20260502-1618,2026-05-02,1,Consumed,Consumed material consumption for PROD202604280161; Stator Assembly,2026-05-02 09:39:00,2026-05-02 16:27:00
1406,161,104,81,12.000,12.144,12.000,0.000,0.144,g,STAT_WIP,CON002-20260504-1619,2026-05-04,1,Consumed,Consumed material consumption for PROD202604280161; Stator Assembly,2026-05-04 09:46:00,2026-05-04 16:38:00
1407,162,105,29,300.000,307.200,300.000,0.000,7.200,kg,STAT_WIP,ELE001-20250706-1620,2025-07-06,1,Consumed,Consumed material consumption for PROD202507010162; Stator Assembly,2025-07-06 09:53:00,2025-07-06 16:49:00
1408,162,105,55,375.000,376.500,375.000,0.000,1.500,No,STAT_WIP,INS001-20250702-1621,2025-07-02,1,Consumed,Consumed material consumption for PROD202507010162; Stator Assembly,2025-07-02 09:00:00,2025-07-02 16:00:00
1409,162,105,58,150.000,151.800,150.000,0.000,1.800,No,STAT_WIP,INS004-20250704-1622,2025-07-04,1,Consumed,Consumed material consumption for PROD202507010162; Stator Assembly,2025-07-04 09:07:00,2025-07-04 16:11:00
1410,162,105,59,600.000,620.400,600.000,6.000,14.400,No,STAT_WIP,INS005-20250706-1623,2025-07-06,1,Consumed,Consumed material consumption for PROD202507010162; Stator Assembly,2025-07-06 09:14:00,2025-07-06 16:22:00
1411,162,105,80,24.000,24.096,24.000,0.000,0.096,ml,STAT_WIP,CON001-20250702-1624,2025-07-02,1,Consumed,Consumed material consumption for PROD202507010162; Stator Assembly,2025-07-02 09:21:00,2025-07-02 16:33:00
1412,162,105,81,15.000,15.180,15.000,0.000,0.180,g,STAT_WIP,CON002-20250704-1625,2025-07-04,1,Consumed,Consumed material consumption for PROD202507010162; Stator Assembly,2025-07-04 09:28:00,2025-07-04 16:44:00
1413,162,105,63,1200.000,1228.800,1200.000,0.000,28.800,No,STAT_WIP,FAS001-20250706-1626,2025-07-06,1,Closed,Closed material consumption for PROD202507010162; Stator Assembly,2025-07-06 09:35:00,2025-07-06 16:55:00
1414,163,106,7,45.000,29.835,29.250,0.585,0.000,No,ROTR_WIP,MAG001-20250712-1627,2025-07-12,1,Partially Consumed,Partially Consumed material consumption for PROD202507100163; Rotor Assembly,2025-07-12 09:42:00,2025-07-12 16:06:00
1415,163,106,10,56.250,56.700,56.250,0.000,0.450,No,ROTR_WIP,MEC001-20250714-1628,2025-07-14,1,Returned,Returned material consumption for PROD202507100163; Rotor Assembly,2025-07-14 09:49:00,2025-07-14 16:17:00
