po_item_id,po_id,pr_item_id,item_id,ordered_quantity,uom,unit_price,line_subtotal,tax_rate,tax_amount,discount_amount,line_total,expected_delivery_date,received_quantity,pending_quantity,line_status,remarks,created_at,updated_at
455,152,65,36,881.400,No,452.461992,398800.00,18.00,71784.00,0.00,470584.00,2025-06-07,0.000,881.400,Cancelled,PO line converted from PR item 65 for Terminal Block Heavy Duty,2025-05-31 14:45:00,2025-05-31 15:45:00
456,153,71,64,1154.000,No,3.094827,3571.43,18.00,642.86,0.00,4214.29,2025-06-13,0.000,1154.000,Ordered,PO line converted from PR item 71 for Hex Bolt M6×25,2025-06-07 14:48:00,2025-06-07 15:48:00
457,153,72,71,1610.700,No,3.325970,5357.14,18.00,964.29,0.00,6321.43,2025-06-14,0.000,1610.700,Ordered,PO line converted from PR item 72 for Flat Washer M8,2025-06-07 14:51:00,2025-06-07 15:51:00
458,153,73,78,2118.400,No,3.371818,7142.86,18.00,1285.71,0.00,8428.57,2025-06-15,0.000,2118.400,Ordered,PO line converted from PR item 73 for Internal Circlip,2025-06-07 14:54:00,2025-06-07 15:54:00
459,153,74,85,1022.000,g,8.736370,8928.57,18.00,1607.14,0.00,10535.71,2025-06-10,0.000,1022.000,Ordered,PO line converted from PR item 74 for Solder Wire,2025-06-07 14:57:00,2025-06-07 15:57:00
460,154,75,75,1660.100,No,3.090175,5130.00,18.00,923.40,0.00,6053.40,2025-06-21,1660.100,0.000,Fully Received,PO line converted from PR item 75 for Dowel Pin Ø5×20,2025-06-14 14:00:00,2025-06-14 15:00:00
461,154,76,82,2260.000,ml,3.404867,7695.00,18.00,1385.10,0.00,9080.10,2025-06-22,1582.000,678.000,Partially Received,PO line converted from PR item 76 for Thread Locker,2025-06-14 14:03:00,2025-06-14 15:03:00
462,154,77,89,907.900,No,11.300804,10260.00,18.00,1846.80,0.00,12106.80,2025-06-17,226.975,680.925,Partially Received,PO line converted from PR item 77 for Foam Insert,2025-06-14 14:06:00,2025-06-14 15:06:00
463,154,78,96,89.500,No,143.296089,12825.00,18.00,2308.50,0.00,15133.50,2025-06-18,35.800,53.700,Partially Received,PO line converted from PR item 78 for Rating Sticker,2025-06-14 14:09:00,2025-06-14 15:09:00
464,154,75,75,1660.100,No,9.270526,15390.00,18.00,2770.20,0.00,18160.20,2025-06-19,1660.100,0.000,Fully Received,PO line converted from PR item 75 for Dowel Pin Ø5×20,2025-06-14 14:12:00,2025-06-14 15:12:00
465,155,79,4,160.800,No,9820.895522,1579200.00,18.00,284256.00,23688.00,1839768.00,2025-06-23,160.800,0.000,Fully Received,PO line converted from PR item 79 for Rotor Core 1.5 kW,2025-06-15 14:15:00,2025-06-15 15:15:00
466,156,83,74,913.150,No,10.951103,10000.00,18.00,1800.00,0.00,11800.00,2025-06-18,913.150,0.000,Closed,PO line converted from PR item 83 for Spring Washer M8,2025-06-15 14:18:00,2025-06-15 15:18:00
467,156,84,64,1228.000,No,12.214984,15000.00,18.00,2700.00,0.00,17700.00,2025-06-19,1228.000,0.000,Closed,PO line converted from PR item 84 for Hex Bolt M6×25,2025-06-15 14:21:00,2025-06-15 15:21:00
468,157,87,81,1440.000,g,22.299382,32111.11,18.00,5780.00,0.00,37891.11,2025-06-21,0.000,1440.000,Ordered,PO line converted from PR item 87 for Epoxy Adhesive,2025-06-17 14:24:00,2025-06-17 15:24:00
469,157,88,88,1721.850,No,27.973790,48166.67,18.00,8670.00,0.00,56836.67,2025-06-22,0.000,1721.850,Ordered,PO line converted from PR item 88 for Corrugated Carton Box,2025-06-17 14:27:00,2025-06-17 15:27:00
470,157,89,24,471.200,No,136.295034,64222.22,18.00,11560.00,0.00,75782.22,2025-06-23,0.000,471.200,Ordered,PO line converted from PR item 89 for Bearing 6205-2RS,2025-06-17 14:30:00,2025-06-17 15:30:00
471,158,91,17,181.350,No,1170.585663,212285.71,18.00,38211.43,0.00,250497.14,2025-07-02,181.350,0.000,Fully Received,PO line converted from PR item 91 for Housing 3 kW,2025-06-27 14:33:00,2025-06-27 15:33:00
472,158,92,24,471.200,No,675.782194,318428.57,18.00,57317.14,0.00,375745.71,2025-07-03,329.840,141.360,Partially Received,PO line converted from PR item 92 for Bearing 6205-2RS,2025-06-27 14:36:00,2025-06-27 15:36:00
473,158,93,31,532.000,kg,798.066598,424571.43,18.00,76422.86,0.00,500994.29,2025-07-04,133.000,399.000,Partially Received,PO line converted from PR item 93 for Copper Wire 1.60 mm,2025-06-27 14:39:00,2025-06-27 15:39:00
474,158,94,38,845.000,No,628.064249,530714.29,18.00,95528.57,0.00,626242.86,2025-07-05,338.000,507.000,Partially Received,PO line converted from PR item 94 for Terminal Lug,2025-06-27 14:42:00,2025-06-27 15:42:00
475,159,95,66,2054.400,No,1.216900,2500.00,18.00,450.00,0.00,2950.00,2025-07-05,2054.400,0.000,Fully Received,PO line converted from PR item 95 for Hex Nut M5,2025-06-29 14:45:00,2025-06-29 15:45:00
476,159,96,73,958.300,No,3.913180,3750.00,18.00,675.00,0.00,4425.00,2025-07-06,958.300,0.000,Fully Received,PO line converted from PR item 96 for Spring Washer M6,2025-06-29 14:48:00,2025-06-29 15:48:00
477,159,97,80,1505.000,ml,3.322259,5000.00,18.00,900.00,0.00,5900.00,2025-07-07,1505.000,0.000,Fully Received,PO line converted from PR item 97 for Insulating Varnish,2025-06-29 14:51:00,2025-06-29 15:51:00
478,159,98,87,2067.000,g,3.023706,6250.00,18.00,1125.00,0.00,7375.00,2025-07-02,2067.000,0.000,Fully Received,PO line converted from PR item 98 for Silicone Sealant,2025-06-29 14:54:00,2025-06-29 15:54:00
479,159,95,66,2054.400,No,3.650701,7500.00,18.00,1350.00,0.00,8850.00,2025-07-03,2054.400,0.000,Fully Received,PO line converted from PR item 95 for Hex Nut M5,2025-06-29 14:57:00,2025-06-29 15:57:00
480,160,99,29,518.000,kg,3000.000000,1554000.00,18.00,279720.00,0.00,1833720.00,2025-07-08,0.000,518.000,Cancelled,PO line converted from PR item 99 for Copper Wire 1.00 mm,2025-07-01 14:00:00,2025-07-01 15:00:00
481,161,103,50,78.000,No,128.205128,10000.00,18.00,1800.00,0.00,11800.00,2025-07-13,0.000,78.000,Ordered,PO line converted from PR item 103 for Cable Gland PG11,2025-07-05 14:03:00,2025-07-05 15:03:00
482,161,104,57,1825.200,No,8.218277,15000.00,18.00,2700.00,0.00,17700.00,2025-07-08,0.000,1825.200,Ordered,PO line converted from PR item 104 for Slot Liner 0.35 mm,2025-07-05 14:06:00,2025-07-05 15:06:00
483,162,107,28,22.100,No,251.382805,5555.56,18.00,1000.00,83.33,6472.23,2025-07-16,22.100,0.000,Fully Received,PO line converted from PR item 107 for Oil Seal Heavy Duty,2025-07-13 14:09:00,2025-07-13 15:09:00
484,162,108,69,2218.400,No,3.756460,8333.33,18.00,1500.00,125.00,9708.33,2025-07-17,1552.880,665.520,Partially Received,PO line converted from PR item 108 for Flat Washer M5,2025-07-13 14:12:00,2025-07-13 15:12:00
485,162,109,76,1030.050,No,10.786962,11111.11,18.00,2000.00,166.67,12944.44,2025-07-18,257.513,772.537,Partially Received,PO line converted from PR item 109 for Dowel Pin Ø6×25,2025-07-13 14:15:00,2025-07-13 15:15:00
486,163,111,72,2264.000,No,1.577487,3571.43,18.00,642.86,0.00,4214.29,2025-07-19,2264.000,0.000,Fully Received,PO line converted from PR item 111 for Spring Washer M5,2025-07-15 14:18:00,2025-07-15 15:18:00
487,163,112,79,1050.000,No,5.102038,5357.14,18.00,964.29,0.00,6321.43,2025-07-20,1050.000,0.000,Fully Received,PO line converted from PR item 112 for External Circlip,2025-07-15 14:21:00,2025-07-15 15:21:00
488,163,113,86,1635.000,g,4.368722,7142.86,18.00,1285.71,0.00,8428.57,2025-07-21,1635.000,0.000,Fully Received,PO line converted from PR item 113 for Flux,2025-07-15 14:24:00,2025-07-15 15:24:00
489,163,111,72,1839.500,No,4.853803,8928.57,18.00,1607.14,0.00,10535.71,2025-07-22,1839.500,0.000,Fully Received,PO line converted from PR item 111 for Spring Washer M5,2025-07-15 14:27:00,2025-07-15 15:27:00
490,164,117,24,24.500,No,174.285714,4270.00,18.00,768.60,0.00,5038.60,2025-07-31,24.500,0.000,Closed,PO line converted from PR item 117 for Bearing 6205-2RS,2025-07-26 14:30:00,2025-07-26 15:30:00
491,164,118,65,1404.000,No,4.561966,6405.00,18.00,1152.90,0.00,7557.90,2025-08-01,1404.000,0.000,Closed,PO line converted from PR item 118 for Hex Bolt M8×35,2025-07-26 14:33:00,2025-07-26 15:33:00
492,164,119,72,1935.700,No,4.411841,8540.00,18.00,1537.20,0.00,10077.20,2025-08-02,1935.700,0.000,Closed,PO line converted from PR item 119 for Spring Washer M5,2025-07-26 14:36:00,2025-07-26 15:36:00
493,164,117,24,56.000,No,190.625000,10675.00,18.00,1921.50,0.00,12596.50,2025-08-03,56.000,0.000,Closed,PO line converted from PR item 117 for Bearing 6205-2RS,2025-07-26 14:39:00,2025-07-26 15:39:00
494,164,118,65,982.800,No,13.034188,12810.00,18.00,2305.80,0.00,15115.80,2025-07-29,982.800,0.000,Closed,PO line converted from PR item 118 for Hex Bolt M8×35,2025-07-26 14:42:00,2025-07-26 15:42:00
495,165,120,3,294.500,No,18236.672326,5370700.00,18.00,966726.00,0.00,6337426.00,2025-08-05,0.000,294.500,Ordered,PO line converted from PR item 120 for Stator Core 7.5 kW,2025-07-30 14:45:00,2025-07-30 15:45:00
496,166,123,80,2099.500,ml,4.763039,10000.00,18.00,1800.00,0.00,11800.00,2025-08-04,2099.500,0.000,Fully Received,PO line converted from PR item 123 for Insulating Varnish,2025-07-28 14:48:00,2025-07-28 15:48:00
497,166,124,87,2720.000,g,5.514706,15000.00,18.00,2700.00,0.00,17700.00,2025-08-05,1904.000,816.000,Partially Received,PO line converted from PR item 124 for Silicone Sealant,2025-07-28 14:51:00,2025-07-28 15:51:00
498,167,126,9,1174.400,No,58.526337,68733.33,18.00,12372.00,0.00,81105.33,2025-08-06,1174.400,0.000,Fully Received,PO line converted from PR item 126 for NdFeB Magnet N48,2025-07-29 14:54:00,2025-07-29 15:54:00
499,167,127,32,654.500,m,157.524828,103100.00,18.00,18558.00,0.00,121658.00,2025-08-01,654.500,0.000,Fully Received,PO line converted from PR item 127 for Phase Lead Wire 2.5 mm²,2025-07-29 14:57:00,2025-07-29 15:57:00
500,167,128,39,140.000,No,981.904786,137466.67,18.00,24744.00,0.00,162210.67,2025-08-02,140.000,0.000,Fully Received,PO line converted from PR item 128 for Hall Sensor,2025-07-29 14:00:00,2025-07-29 15:00:00
501,168,129,36,681.800,No,56.426269,38471.43,18.00,6924.86,0.00,45396.29,2025-08-03,0.000,681.800,Cancelled,PO line converted from PR item 129 for Terminal Block Heavy Duty,2025-07-31 14:03:00,2025-07-31 15:03:00
502,168,130,43,178.000,No,324.197416,57707.14,18.00,10387.29,0.00,68094.43,2025-08-04,0.000,178.000,Cancelled,PO line converted from PR item 130 for Temperature Sensor NTC,2025-07-31 14:06:00,2025-07-31 15:06:00
503,168,131,50,341.900,No,225.044925,76942.86,18.00,13849.71,0.00,90792.57,2025-08-05,0.000,341.900,Cancelled,PO line converted from PR item 131 for Cable Gland PG11,2025-07-31 14:09:00,2025-07-31 15:09:00
504,168,129,36,1558.400,No,61.716228,96178.57,18.00,17312.14,0.00,113490.71,2025-08-06,0.000,1558.400,Cancelled,PO line converted from PR item 129 for Terminal Block Heavy Duty,2025-07-31 14:12:00,2025-07-31 15:12:00
505,169,132,47,216.000,Set,107.129630,23140.00,18.00,4165.20,347.10,26958.10,2025-08-06,0.000,216.000,Ordered,PO line converted from PR item 132 for Wiring Harness Automotive,2025-08-02 14:15:00,2025-08-02 15:15:00
506,169,133,54,391.300,No,88.704319,34710.00,18.00,6247.80,520.65,40437.15,2025-08-07,0.000,391.300,Ordered,PO line converted from PR item 133 for Cable Tie 250 mm,2025-08-02 14:18:00,2025-08-02 15:18:00
507,169,134,61,2604.000,m,17.772657,46280.00,18.00,8330.40,694.20,53916.20,2025-08-08,0.000,2604.000,Ordered,PO line converted from PR item 134 for Heat Shrink Sleeve 8 mm,2025-08-02 14:21:00,2025-08-02 15:21:00
508,169,132,47,151.200,Set,382.605820,57850.00,18.00,10413.00,867.75,67395.25,2025-08-09,0.000,151.200,Ordered,PO line converted from PR item 132 for Wiring Harness Automotive,2025-08-02 14:24:00,2025-08-02 15:24:00
509,169,133,54,301.000,No,230.631229,69420.00,18.00,12495.60,1041.30,80874.30,2025-08-10,0.000,301.000,Ordered,PO line converted from PR item 133 for Cable Tie 250 mm,2025-08-02 14:27:00,2025-08-02 15:27:00
510,170,135,58,2054.000,No,27.896787,57300.00,18.00,10314.00,0.00,67614.00,2025-08-11,2054.000,0.000,Fully Received,PO line converted from PR item 135 for Phase Insulation Paper,2025-08-06 14:30:00,2025-08-06 15:30:00
511,171,138,69,2484.800,No,4.024469,10000.00,18.00,1800.00,0.00,11800.00,2025-08-10,2484.800,0.000,Fully Received,PO line converted from PR item 138 for Flat Washer M5,2025-08-04 14:33:00,2025-08-04 15:33:00
512,171,139,76,1146.600,No,13.082156,15000.00,18.00,2700.00,0.00,17700.00,2025-08-11,1146.600,0.000,Fully Received,PO line converted from PR item 139 for Dowel Pin Ø6×25,2025-08-04 14:36:00,2025-08-04 15:36:00
513,172,141,34,721.000,m,246.108793,177444.44,18.00,31940.00,0.00,209384.44,2025-08-13,721.000,0.000,Closed,PO line converted from PR item 141 for Phase Lead Wire 10 mm²,2025-08-06 14:39:00,2025-08-06 15:39:00
514,172,142,41,233.000,No,1142.346223,266166.67,18.00,47910.00,0.00,314076.67,2025-08-14,233.000,0.000,Closed,PO line converted from PR item 142 for Resolver / Encoder,2025-08-06 14:42:00,2025-08-06 15:42:00
515,172,143,48,413.400,Set,858.463691,354888.89,18.00,63880.00,0.00,418768.89,2025-08-09,413.400,0.000,Closed,PO line converted from PR item 143 for Wiring Harness Industrial,2025-08-06 14:45:00,2025-08-06 15:45:00
516,173,144,91,248.500,No,928.945111,230842.86,18.00,41551.71,0.00,272394.57,2025-08-18,0.000,248.500,Ordered,PO line converted from PR item 144 for Poly Bag,2025-08-10 14:48:00,2025-08-10 15:48:00
517,173,145,98,261.300,No,1325.159931,346264.29,18.00,62327.57,0.00,408591.86,2025-08-13,0.000,261.300,Ordered,PO line converted from PR item 145 for User Manual,2025-08-10 14:51:00,2025-08-10 15:51:00
518,173,146,3,310.400,No,1487.389530,461685.71,18.00,83103.43,0.00,544789.14,2025-08-14,0.000,310.400,Ordered,PO line converted from PR item 146 for Stator Core 7.5 kW,2025-08-10 14:54:00,2025-08-10 15:54:00
519,173,144,91,173.950,No,3317.661052,577107.14,18.00,103879.29,0.00,680986.43,2025-08-15,0.000,173.950,Ordered,PO line converted from PR item 144 for Poly Bag,2025-08-10 14:57:00,2025-08-10 15:57:00
520,174,147,102,3.250,No,18766.153846,60990.00,18.00,10978.20,0.00,71968.20,2025-08-14,3.250,0.000,Fully Received,PO line converted from PR item 147 for PMSM Motor 7.5 kW,2025-08-11 14:00:00,2025-08-11 15:00:00
521,174,148,7,1380.800,No,66.255070,91485.00,18.00,16467.30,0.00,107952.30,2025-08-15,966.560,414.240,Partially Received,PO line converted from PR item 148 for NdFeB Magnet N42,2025-08-11 14:03:00,2025-08-11 15:03:00
522,174,149,14,22.400,No,5445.535714,121980.00,18.00,21956.40,0.00,143936.40,2025-08-16,5.600,16.800,Partially Received,PO line converted from PR item 149 for Rotor Sleeve SS 0.6 mm,2025-08-11 14:06:00,2025-08-11 15:06:00
523,174,147,102,2.500,No,60990.000000,152475.00,18.00,27445.50,0.00,179920.50,2025-08-17,1.000,1.500,Partially Received,PO line converted from PR item 147 for PMSM Motor 7.5 kW,2025-08-11 14:09:00,2025-08-11 15:09:00
524,174,148,7,1121.900,No,163.089402,182970.00,18.00,32934.60,0.00,215904.60,2025-08-18,1121.900,0.000,Fully Received,PO line converted from PR item 148 for NdFeB Magnet N42,2025-08-11 14:12:00,2025-08-11 15:12:00
525,175,150,11,664.800,No,2563.929001,1704500.00,18.00,306810.00,0.00,2011310.00,2025-08-17,0.000,664.800,Ordered,PO line converted from PR item 150 for Motor Shaft EN19,2025-08-13 14:15:00,2025-08-13 15:15:00
526,176,153,22,75.600,No,3497.883598,264440.00,18.00,47599.20,3966.60,308072.60,2025-08-14,0.000,75.600,Cancelled,PO line converted from PR item 153 for Bearing Spacer Alloy,2025-08-09 14:18:00,2025-08-09 15:18:00
527,176,154,29,1075.000,kg,368.986047,396660.00,18.00,71398.80,5949.90,462108.90,2025-08-15,0.000,1075.000,Cancelled,PO line converted from PR item 154 for Copper Wire 1.00 mm,2025-08-09 14:21:00,2025-08-09 15:21:00
528,177,156,33,52.500,m,956.613714,50222.22,18.00,9040.00,0.00,59262.22,2025-08-18,0.000,52.500,Ordered,PO line converted from PR item 156 for Phase Lead Wire 4 mm²,2025-08-12 14:24:00,2025-08-12 15:24:00
529,177,157,40,410.800,No,183.382011,75333.33,18.00,13560.00,0.00,88893.33,2025-08-19,0.000,410.800,Ordered,PO line converted from PR item 157 for Hall Sensor PCB,2025-08-12 14:27:00,2025-08-12 15:27:00
530,177,158,47,641.600,Set,156.553070,100444.45,18.00,18080.00,0.00,118524.45,2025-08-20,0.000,641.600,Ordered,PO line converted from PR item 158 for Wiring Harness Automotive,2025-08-12 14:30:00,2025-08-12 15:30:00
531,178,159,44,460.200,No,56.900717,26185.71,18.00,4713.43,0.00,30899.14,2025-08-20,460.200,0.000,Fully Received,PO line converted from PR item 159 for PT100 Sensor,2025-08-13 14:33:00,2025-08-13 15:33:00
532,178,160,51,702.400,No,55.920515,39278.57,18.00,7070.14,0.00,46348.71,2025-08-21,491.680,210.720,Partially Received,PO line converted from PR item 160 for Cable Gland PG16,2025-08-13 14:36:00,2025-08-13 15:36:00
533,178,161,58,1235.500,No,42.388855,52371.43,18.00,9426.86,0.00,61798.29,2025-08-16,308.875,926.625,Partially Received,PO line converted from PR item 161 for Phase Insulation Paper,2025-08-13 14:39:00,2025-08-13 15:39:00
534,178,159,44,354.000,No,184.927373,65464.29,18.00,11783.57,0.00,77247.86,2025-08-17,141.600,212.400,Partially Received,PO line converted from PR item 159 for PT100 Sensor,2025-08-13 14:42:00,2025-08-13 15:42:00
535,179,162,3,428.800,No,661.077425,283470.00,18.00,51024.60,0.00,334494.60,2025-08-25,428.800,0.000,Fully Received,PO line converted from PR item 162 for Stator Core 7.5 kW,2025-08-17 14:45:00,2025-08-17 15:45:00
536,179,163,23,225.050,No,1889.380138,425205.00,18.00,76536.90,0.00,501741.90,2025-08-20,225.050,0.000,Fully Received,PO line converted from PR item 163 for Bearing 6202-2RS,2025-08-17 14:48:00,2025-08-17 15:48:00
537,179,164,33,125.000,m,4535.520000,566940.00,18.00,102049.20,0.00,668989.20,2025-08-21,125.000,0.000,Fully Received,PO line converted from PR item 164 for Phase Lead Wire 4 mm²,2025-08-17 14:51:00,2025-08-17 15:51:00
538,179,162,3,348.400,No,2034.084386,708675.00,18.00,127561.50,0.00,836236.50,2025-08-22,348.400,0.000,Fully Received,PO line converted from PR item 162 for Stator Core 7.5 kW,2025-08-17 14:54:00,2025-08-17 15:54:00
539,179,163,23,514.400,No,1653.207621,850410.00,18.00,153073.80,0.00,1003483.80,2025-08-23,514.400,0.000,Fully Received,PO line converted from PR item 163 for Bearing 6202-2RS,2025-08-17 14:57:00,2025-08-17 15:57:00
540,180,165,66,1183.700,No,21.120216,25000.00,18.00,4500.00,0.00,29500.00,2025-08-22,1183.700,0.000,Closed,PO line converted from PR item 165 for Hex Nut M5,2025-08-19 14:00:00,2025-08-19 15:00:00
541,181,168,71,1757.000,No,5.691520,10000.00,18.00,1800.00,0.00,11800.00,2025-08-21,0.000,1757.000,Ordered,PO line converted from PR item 168 for Flat Washer M8,2025-08-17 14:03:00,2025-08-17 15:03:00
542,181,169,78,2394.600,No,6.264094,15000.00,18.00,2700.00,0.00,17700.00,2025-08-22,0.000,2394.600,Ordered,PO line converted from PR item 169 for Internal Circlip,2025-08-17 14:06:00,2025-08-17 15:06:00
543,182,171,88,502.450,No,11.056941,5555.56,18.00,1000.00,0.00,6555.56,2025-08-27,502.450,0.000,Fully Received,PO line converted from PR item 171 for Corrugated Carton Box,2025-08-22 14:09:00,2025-08-22 15:09:00
544,182,172,95,157.600,No,52.876459,8333.33,18.00,1500.00,0.00,9833.33,2025-08-28,110.320,47.280,Partially Received,PO line converted from PR item 172 for QR Code Label,2025-08-22 14:12:00,2025-08-22 15:12:00
545,182,171,88,270.550,No,41.068601,11111.11,18.00,2000.00,0.00,13111.11,2025-08-29,67.638,202.912,Partially Received,PO line converted from PR item 171 for Corrugated Carton Box,2025-08-22 14:15:00,2025-08-22 15:15:00
546,183,173,99,218.400,No,89.351145,19514.29,18.00,3512.57,292.71,22734.15,2025-08-30,218.400,0.000,Fully Received,PO line converted from PR item 173 for Warranty Card,2025-08-24 14:18:00,2025-08-24 15:18:00
547,183,174,4,59.150,No,494.867794,29271.43,18.00,5268.86,439.07,34101.22,2025-08-31,59.150,0.000,Fully Received,PO line converted from PR item 174 for Rotor Core 1.5 kW,2025-08-24 14:21:00,2025-08-24 15:21:00
548,183,173,99,136.500,No,285.923590,39028.57,18.00,7025.14,585.43,45468.28,2025-09-01,136.500,0.000,Fully Received,PO line converted from PR item 173 for Warranty Card,2025-08-24 14:24:00,2025-08-24 15:24:00
549,183,174,4,109.850,No,444.112062,48785.71,18.00,8781.43,731.79,56835.35,2025-08-27,109.850,0.000,Fully Received,PO line converted from PR item 174 for Rotor Core 1.5 kW,2025-08-24 14:27:00,2025-08-24 15:27:00
550,184,175,8,727.300,No,76.859618,55900.00,18.00,10062.00,0.00,65962.00,2025-09-03,0.000,727.300,Cancelled,PO line converted from PR item 175 for NdFeB Magnet N45,2025-08-27 14:30:00,2025-08-27 15:30:00
551,184,176,15,208.000,No,403.125000,83850.00,18.00,15093.00,0.00,98943.00,2025-09-04,0.000,208.000,Cancelled,PO line converted from PR item 176 for Rotor Sleeve SS 0.8 mm,2025-08-27 14:33:00,2025-08-27 15:33:00
552,184,175,8,1350.700,No,82.771896,111800.00,18.00,20124.00,0.00,131924.00,2025-08-30,0.000,1350.700,Cancelled,PO line converted from PR item 175 for NdFeB Magnet N45,2025-08-27 14:36:00,2025-08-27 15:36:00
553,184,176,15,332.800,No,419.921875,139750.00,18.00,25155.00,0.00,164905.00,2025-08-31,0.000,332.800,Cancelled,PO line converted from PR item 176 for Rotor Sleeve SS 0.8 mm,2025-08-27 14:39:00,2025-08-27 15:39:00
554,184,175,8,727.300,No,230.578853,167700.00,18.00,30186.00,0.00,197886.00,2025-09-01,0.000,727.300,Cancelled,PO line converted from PR item 175 for NdFeB Magnet N45,2025-08-27 14:42:00,2025-08-27 15:42:00
555,185,177,19,246.000,No,917.479675,225700.00,18.00,40626.00,0.00,266326.00,2025-09-06,0.000,246.000,Ordered,PO line converted from PR item 177 for Front End Cover,2025-08-29 14:45:00,2025-08-29 15:45:00
556,186,179,30,247.000,kg,320.161943,79080.00,18.00,14234.40,0.00,93314.40,2025-08-30,247.000,0.000,Fully Received,PO line converted from PR item 179 for Copper Wire 1.20 mm,2025-08-27 14:48:00,2025-08-27 15:48:00
557,186,180,37,439.200,No,270.081967,118620.00,18.00,21351.60,0.00,139971.60,2025-08-31,307.440,131.760,Partially Received,PO line converted from PR item 180 for Terminal Block Industrial,2025-08-27 14:51:00,2025-08-27 15:51:00
558,187,181,89,781.600,No,24.792451,19377.78,18.00,3488.00,0.00,22865.78,2025-09-03,781.600,0.000,Fully Received,PO line converted from PR item 181 for Foam Insert,2025-08-30 14:54:00,2025-08-30 15:54:00
559,187,182,25,82.600,No,351.896731,29066.67,18.00,5232.00,0.00,34298.67,2025-09-04,82.600,0.000,Fully Received,PO line converted from PR item 182 for Bearing 6307-2RS,2025-08-30 14:57:00,2025-08-30 15:57:00
560,187,181,89,488.500,No,79.335824,38755.55,18.00,6976.00,0.00,45731.55,2025-09-05,488.500,0.000,Fully Received,PO line converted from PR item 181 for Foam Insert,2025-08-30 14:00:00,2025-08-30 15:00:00
561,188,183,52,129.150,No,27.653349,3571.43,18.00,642.86,0.00,4214.29,2025-09-06,129.150,0.000,Closed,PO line converted from PR item 183 for Cable Tie 150 mm,2025-09-01 14:03:00,2025-09-01 15:03:00
562,188,184,59,1941.000,No,2.759990,5357.14,18.00,964.29,0.00,6321.43,2025-09-07,1941.000,0.000,Closed,PO line converted from PR item 184 for Slot Wedge,2025-09-01 14:06:00,2025-09-01 15:06:00
563,188,183,52,239.850,No,29.780529,7142.86,18.00,1285.71,0.00,8428.57,2025-09-08,239.850,0.000,Closed,PO line converted from PR item 183 for Cable Tie 150 mm,2025-09-01 14:09:00,2025-09-01 15:09:00
564,188,184,59,3105.600,No,2.874990,8928.57,18.00,1607.14,0.00,10535.71,2025-09-09,3105.600,0.000,Closed,PO line converted from PR item 184 for Slot Wedge,2025-09-01 14:12:00,2025-09-01 15:12:00
565,189,185,37,311.500,No,86.773676,27030.00,18.00,4865.40,0.00,31895.40,2025-09-09,0.000,311.500,Ordered,PO line converted from PR item 185 for Terminal Block Industrial,2025-09-03 14:15:00,2025-09-03 15:15:00
566,189,186,44,189.150,No,214.353688,40545.00,18.00,7298.10,0.00,47843.10,2025-09-10,0.000,189.150,Ordered,PO line converted from PR item 186 for PT100 Sensor,2025-09-03 14:18:00,2025-09-03 15:18:00
567,189,185,37,498.400,No,108.467095,54060.00,18.00,9730.80,0.00,63790.80,2025-09-11,0.000,498.400,Ordered,PO line converted from PR item 185 for Terminal Block Industrial,2025-09-03 14:21:00,2025-09-03 15:21:00
568,189,186,44,101.850,No,663.475700,67575.00,18.00,12163.50,0.00,79738.50,2025-09-06,0.000,101.850,Ordered,PO line converted from PR item 186 for PT100 Sensor,2025-09-03 14:24:00,2025-09-03 15:24:00
569,189,185,37,311.500,No,260.321027,81090.00,18.00,14596.20,0.00,95686.20,2025-09-07,0.000,311.500,Ordered,PO line converted from PR item 185 for Terminal Block Industrial,2025-09-03 14:27:00,2025-09-03 15:27:00
570,190,187,74,2537.600,No,9.851828,25000.00,18.00,4500.00,375.00,29125.00,2025-09-13,2537.600,0.000,Fully Received,PO line converted from PR item 187 for Spring Washer M8,2025-09-06 14:30:00,2025-09-06 15:30:00
571,191,189,85,3400.000,g,2.941176,10000.00,18.00,1800.00,0.00,11800.00,2025-09-16,3400.000,0.000,Fully Received,PO line converted from PR item 189 for Solder Wire,2025-09-08 14:33:00,2025-09-08 15:33:00
572,191,190,92,427.000,m,35.128806,15000.00,18.00,2700.00,0.00,17700.00,2025-09-11,427.000,0.000,Fully Received,PO line converted from PR item 190 for Packing Tape,2025-09-08 14:36:00,2025-09-08 15:36:00
573,192,191,96,23.800,No,3815.126050,90800.00,18.00,16344.00,0.00,107144.00,2025-09-13,0.000,23.800,Cancelled,PO line converted from PR item 191 for Rating Sticker,2025-09-10 14:39:00,2025-09-10 15:39:00
574,192,192,1,222.500,No,612.134831,136200.00,18.00,24516.00,0.00,160716.00,2025-09-14,0.000,222.500,Cancelled,PO line converted from PR item 192 for Stator Core 1.5 kW,2025-09-10 14:42:00,2025-09-10 15:42:00
575,192,191,96,44.200,No,4108.597285,181600.00,18.00,32688.00,0.00,214288.00,2025-09-15,0.000,44.200,Cancelled,PO line converted from PR item 191 for Rating Sticker,2025-09-10 14:45:00,2025-09-10 15:45:00
576,193,193,5,260.500,No,878.804491,228928.57,18.00,41207.14,0.00,270135.71,2025-09-16,0.000,260.500,Ordered,PO line converted from PR item 193 for Rotor Core 3 kW,2025-09-12 14:48:00,2025-09-12 15:48:00
