po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,total_po_amount,currency,po_status,approval_status,approved_by,approved_date,remarks,created_at,updated_at
119,PO202601240119,126,20,1,2026-01-24,2026-02-06,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Fully Received,Approved,12,2026-01-25,PR-based procurement for Electronic Components from PR202606300126,2026-01-24 10:46:00,2026-01-24 11:46:00
120,PO202601280120,127,27,1,2026-01-28,2026-02-22,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",164800.00,29664.00,3148.00,2472.00,195140.00,INR,Cancelled,Pending,,,PR-based procurement for Insulation Materials from PR202606300127,2026-01-28 10:53:00,2026-01-28 11:53:00
121,PO202601290121,130,28,1,2026-01-29,2026-02-12,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Issued,Approved,1,2026-01-29,PR-based procurement for Fasteners from PR202606300130,2026-01-29 10:00:00,2026-01-29 11:00:00
122,PO202601300122,131,5,1,2026-01-30,2026-02-24,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1157300.00,208314.00,10758.40,0.00,1376372.40,INR,Partially Received,Approved,3,2026-01-31,PR-based procurement for Core Components from PR202606300131,2026-01-30 10:07:00,2026-01-30 11:07:00
123,PO202602010123,132,12,3,2026-02-01,2026-02-23,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",130400.00,23472.00,2804.00,0.00,156676.00,INR,Fully Received,Approved,4,2026-02-03,PR-based procurement for Mechanical Components from PR202606300132,2026-02-01 10:14:00,2026-02-01 11:14:00
124,PO202602030124,133,15,1,2026-02-03,2026-02-22,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",145100.00,26118.00,2370.60,0.00,173588.60,INR,Closed,Approved,5,2026-02-03,PR-based procurement for Bearings from PR202606300133,2026-02-03 10:21:00,2026-02-03 11:21:00
125,PO202602040125,134,23,1,2026-02-04,2026-02-27,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",263700.00,47466.00,3609.60,0.00,314775.60,INR,Issued,Approved,6,2026-02-05,PR-based procurement for Electrical Components from PR202606300134,2026-02-04 10:28:00,2026-02-04 11:28:00
126,PO202602020126,135,19,1,2026-02-02,2026-02-21,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",120000.00,21600.00,2700.00,0.00,144300.00,INR,Partially Received,Approved,7,2026-02-04,PR-based procurement for Electronic Components from PR202606300135,2026-02-02 10:35:00,2026-02-02 11:35:00
127,PO202602060127,136,11,1,2026-02-06,2026-02-21,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,375.00,30775.00,INR,Fully Received,Approved,8,2026-02-06,PR-based procurement for Sealing Components from PR202606300136,2026-02-06 10:42:00,2026-02-06 11:42:00
128,PO202602080128,137,21,1,2026-02-08,2026-02-22,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",677200.00,121896.00,6917.60,0.00,806013.60,INR,Cancelled,Pending,,,PR-based procurement for Electronic Components from PR202606300137,2026-02-08 10:49:00,2026-02-08 11:49:00
129,PO202602170129,138,33,1,2026-02-17,2026-03-05,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Issued,Approved,10,2026-02-19,PR-based procurement for Consumables from PR202606300138,2026-02-17 10:56:00,2026-02-17 11:56:00
130,PO202602190130,139,4,1,2026-02-19,2026-03-17,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",94400.00,16992.00,2066.40,0.00,113458.40,INR,Partially Received,Approved,11,2026-02-19,PR-based procurement for Core Components from PR202606300139,2026-02-19 10:03:00,2026-02-19 11:03:00
131,PO202602190131,140,12,1,2026-02-19,2026-03-12,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1578500.00,284130.00,14128.00,0.00,1876758.00,INR,Fully Received,Approved,12,2026-02-20,PR-based procurement for Finished Goods from PR202606300140,2026-02-19 10:10:00,2026-02-19 11:10:00
132,PO202602230132,141,33,1,2026-02-23,2026-03-14,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Closed,Approved,13,2026-02-25,PR-based procurement for Consumables from PR202606300141,2026-02-23 10:17:00,2026-02-23 11:17:00
133,PO202602270133,142,12,1,2026-02-27,2026-03-22,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",43900.00,7902.00,1763.40,0.00,53565.40,INR,Issued,Approved,1,2026-02-27,PR-based procurement for Mechanical Components from PR202606300142,2026-02-27 10:24:00,2026-02-27 11:24:00
134,PO202602280134,143,26,1,2026-02-28,2026-03-25,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",150400.00,27072.00,2703.20,2256.00,177919.20,INR,Partially Received,Approved,3,2026-03-01,PR-based procurement for Insulation Materials from PR202606300143,2026-02-28 10:31:00,2026-02-28 11:31:00
135,PO202603050135,144,20,1,2026-03-05,2026-03-25,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",38600.00,6948.00,1886.00,0.00,47434.00,INR,Fully Received,Approved,4,2026-03-07,PR-based procurement for Electronic Components from PR202606300144,2026-03-05 10:38:00,2026-03-05 11:38:00
136,PO202603080136,145,25,1,2026-03-08,2026-03-27,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Cancelled,Pending,,,PR-based procurement for Insulation Materials from PR202606300145,2026-03-08 10:45:00,2026-03-08 11:45:00
137,PO202603100137,146,11,3,2026-03-10,2026-03-26,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Issued,Approved,6,2026-03-11,PR-based procurement for Sealing Components from PR202606300146,2026-03-10 10:52:00,2026-03-10 11:52:00
138,PO202603180138,148,35,1,2026-03-18,2026-04-04,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",52600.00,9468.00,2026.00,0.00,64094.00,INR,Partially Received,Approved,7,2026-03-20,PR-based procurement for Packaging Materials from PR202606300148,2026-03-18 10:59:00,2026-03-18 11:59:00
139,PO202603200139,149,34,2,2026-03-20,2026-04-05,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Fully Received,Approved,8,2026-03-20,PR-based procurement for Identification & Documentation from PR202606300149,2026-03-20 10:06:00,2026-03-20 11:06:00
140,PO202603280140,150,21,1,2026-03-28,2026-04-14,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",324500.00,58410.00,4096.00,0.00,387006.00,INR,Closed,Approved,9,2026-03-29,PR-based procurement for Electronic Components from PR202606300150,2026-03-28 10:13:00,2026-03-28 11:13:00
141,PO202504050141,1,3,1,2025-04-05,2025-04-28,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",417800.00,75204.00,5678.00,6267.00,492415.00,INR,Issued,Approved,10,2025-04-07,PR-based procurement for Electrical Components from PR202606300001,2025-04-05 10:20:00,2025-04-05 11:20:00
142,PO202504080142,3,22,2,2025-04-08,2025-05-01,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",653000.00,117540.00,5418.00,0.00,775958.00,INR,Partially Received,Approved,11,2025-04-08,PR-based procurement for Electrical Components from PR202606300003,2025-04-08 10:27:00,2025-04-08 11:27:00
143,PO202504100143,4,20,1,2025-04-10,2025-04-29,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",501200.00,90216.00,5509.60,0.00,596925.60,INR,Fully Received,Approved,12,2025-04-11,PR-based procurement for Electronic Components from PR202606300004,2025-04-10 10:34:00,2025-04-10 11:34:00
144,PO202504270144,5,6,1,2025-04-27,2025-06-02,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",2372900.00,427122.00,25229.00,0.00,2825251.00,INR,Cancelled,Pending,,,PR-based procurement for Core Components from PR202606300005,2025-04-27 10:41:00,2025-04-27 11:41:00
145,PO202505030145,6,28,1,2025-05-03,2025-05-14,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",63700.00,11466.00,1882.20,0.00,77048.20,INR,Issued,Pending,,,PR-based procurement for Fasteners from PR202606300006,2025-05-03 10:48:00,2025-05-03 11:48:00
146,PO202504300146,7,35,1,2025-04-30,2025-05-16,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",40400.00,7272.00,1823.20,0.00,49495.20,INR,Partially Received,Approved,3,2025-05-01,PR-based procurement for Packaging Materials from PR202606300007,2025-04-30 10:55:00,2025-04-30 11:55:00
147,PO202505090147,8,6,2,2025-05-09,2025-06-08,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",345800.00,62244.00,4958.00,0.00,413002.00,INR,Fully Received,Approved,4,2025-05-11,PR-based procurement for Core Components from PR202606300008,2025-05-09 10:02:00,2025-05-09 11:02:00
148,PO202505100148,9,4,1,2025-05-10,2025-06-05,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",924300.00,166374.00,7045.80,13864.50,1083855.30,INR,Closed,Approved,5,2025-05-10,PR-based procurement for Core Components from PR202606300009,2025-05-10 10:09:00,2025-05-10 11:09:00
149,PO202505130149,10,14,1,2025-05-13,2025-06-06,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",3455700.00,622026.00,29145.60,0.00,4106871.60,INR,Issued,Pending,,,PR-based procurement for Finished Goods from PR202606300010,2025-05-13 10:16:00,2025-05-13 11:16:00
150,PO202505250150,11,30,1,2025-05-25,2025-06-14,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",53000.00,9540.00,2030.00,0.00,64570.00,INR,Partially Received,Approved,7,2025-05-27,PR-based procurement for Fasteners from PR202606300011,2025-05-25 10:23:00,2025-05-25 11:23:00
151,PO202505260151,12,20,1,2025-05-26,2025-06-13,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",453600.00,81648.00,4221.60,0.00,539469.60,INR,Fully Received,Approved,8,2025-05-26,PR-based procurement for Electronic Components from PR202606300012,2025-05-26 10:30:00,2025-05-26 11:30:00
152,PO202506010152,14,2,1,2025-06-01,2025-06-25,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",897300.00,161514.00,8678.40,0.00,1067492.40,INR,Cancelled,Pending,,,PR-based procurement for Electrical Components from PR202606300014,2025-06-01 10:37:00,2025-06-01 11:37:00
153,PO202506080153,16,30,2,2025-06-08,2025-07-01,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Issued,Approved,10,2025-06-10,PR-based procurement for Fasteners from PR202606300016,2025-06-08 10:44:00,2025-06-08 11:44:00
154,PO202506150154,17,35,1,2025-06-15,2025-06-30,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",51300.00,9234.00,1807.80,0.00,62341.80,INR,Partially Received,Approved,11,2025-06-15,PR-based procurement for Packaging Materials from PR202606300017,2025-06-15 10:51:00,2025-06-15 11:51:00
155,PO202506160155,18,20,1,2025-06-16,2025-06-29,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1579200.00,284256.00,14133.60,23688.00,1853901.60,INR,Fully Received,Approved,12,2025-06-17,PR-based procurement for Electronic Components from PR202606300018,2025-06-16 10:58:00,2025-06-16 11:58:00
156,PO202506160156,19,30,1,2025-06-16,2025-07-03,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Closed,Approved,13,2025-06-18,PR-based procurement for Fasteners from PR202606300019,2025-06-16 10:05:00,2025-06-16 11:05:00
157,PO202506180157,20,15,1,2025-06-18,2025-07-04,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",144500.00,26010.00,2367.00,0.00,172877.00,INR,Issued,Approved,1,2025-06-18,PR-based procurement for Bearings from PR202606300020,2025-06-18 10:12:00,2025-06-18 11:12:00
158,PO202506280158,21,2,1,2025-06-28,2025-07-19,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1486000.00,267480.00,13388.00,0.00,1766868.00,INR,Partially Received,Approved,3,2025-06-29,PR-based procurement for Electrical Components from PR202606300021,2025-06-28 10:19:00,2025-06-28 11:19:00
159,PO202506300159,22,30,1,2025-06-30,2025-07-20,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Fully Received,Approved,4,2025-07-02,PR-based procurement for Fasteners from PR202606300022,2025-06-30 10:26:00,2025-06-30 11:26:00
160,PO202507020160,23,22,1,2025-07-02,2025-07-25,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1554000.00,279720.00,10824.00,0.00,1844544.00,INR,Cancelled,Pending,,,PR-based procurement for Electrical Components from PR202606300023,2025-07-02 10:33:00,2025-07-02 11:33:00
161,PO202507060161,24,26,1,2025-07-06,2025-07-31,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1700.00,0.00,31200.00,INR,Issued,Approved,6,2025-07-07,PR-based procurement for Insulation Materials from PR202606300024,2025-07-06 10:40:00,2025-07-06 11:40:00
162,PO202507140162,25,30,2,2025-07-14,2025-08-06,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,375.00,30875.00,INR,Partially Received,Approved,7,2025-07-16,PR-based procurement for Fasteners from PR202606300025,2025-07-14 10:47:00,2025-07-14 11:47:00
163,PO202507160163,26,28,1,2025-07-16,2025-07-27,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Fully Received,Approved,8,2025-07-16,PR-based procurement for Fasteners from PR202606300026,2025-07-16 10:54:00,2025-07-16 11:54:00
164,PO202507270164,28,29,3,2025-07-27,2025-08-09,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Assembly Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",42700.00,7686.00,1841.60,0.00,52227.60,INR,Closed,Approved,9,2025-07-28,PR-based procurement for Fasteners from PR202606300028,2025-07-27 10:01:00,2025-07-27 11:01:00
165,PO202507310165,29,6,1,2025-07-31,2025-08-30,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",5370700.00,966726.00,55207.00,0.00,6392633.00,INR,Issued,Pending,,,PR-based procurement for Core Components from PR202606300029,2025-07-31 10:08:00,2025-07-31 11:08:00
166,PO202507290166,30,15,2,2025-07-29,2025-08-14,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1650.00,0.00,31150.00,INR,Partially Received,Approved,11,2025-07-29,PR-based procurement for Bearings from PR202606300030,2025-07-29 10:15:00,2025-07-29 11:15:00
167,PO202507300167,31,8,2,2025-07-30,2025-08-24,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",309300.00,55674.00,3974.40,0.00,368948.40,INR,Fully Received,Approved,12,2025-07-31,PR-based procurement for Magnetic Components from PR202606300031,2025-07-30 10:22:00,2025-07-30 11:22:00
168,PO202508010168,32,24,1,2025-08-01,2025-08-23,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",269300.00,48474.00,4193.00,0.00,321967.00,INR,Cancelled,Pending,,,PR-based procurement for Electrical Components from PR202606300032,2025-08-01 10:29:00,2025-08-01 11:29:00
169,PO202508030169,33,18,1,2025-08-03,2025-08-21,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",231400.00,41652.00,2888.40,3471.00,272469.40,INR,Issued,Approved,1,2025-08-03,PR-based procurement for Electronic Components from PR202606300033,2025-08-03 10:36:00,2025-08-03 11:36:00
170,PO202508070170,34,29,1,2025-08-07,2025-08-26,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",57300.00,10314.00,1958.40,0.00,69572.40,INR,Partially Received,Approved,3,2025-08-08,PR-based procurement for Fasteners from PR202606300034,2025-08-07 10:43:00,2025-08-07 11:43:00
171,PO202508050171,35,30,1,2025-08-05,2025-08-28,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",25000.00,4500.00,1750.00,0.00,31250.00,INR,Fully Received,Approved,4,2025-08-07,PR-based procurement for Fasteners from PR202606300035,2025-08-05 10:50:00,2025-08-05 11:50:00
172,PO202508070172,36,21,1,2025-08-07,2025-08-20,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",798500.00,143730.00,6291.00,0.00,948521.00,INR,Closed,Approved,5,2025-08-07,PR-based procurement for Electronic Components from PR202606300036,2025-08-07 10:57:00,2025-08-07 11:57:00
173,PO202508110173,37,5,2,2025-08-11,2025-09-02,"50% advance, balance against dispatch",Door delivery to raw material store,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Rotor Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1615900.00,290862.00,14427.20,0.00,1921189.20,INR,Issued,Pending,,,PR-based procurement for Core Components from PR202606300037,2025-08-11 10:04:00,2025-08-11 11:04:00
174,PO202508120174,38,22,1,2025-08-12,2025-08-31,15 days after material acceptance,Freight extra at actuals,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",609900.00,109782.00,7599.00,0.00,727281.00,INR,Partially Received,Approved,7,2025-08-14,PR-based procurement for Finished Goods from PR202606300038,2025-08-12 10:11:00,2025-08-12 11:11:00
175,PO202508140175,39,14,1,2025-08-14,2025-09-06,Immediate payment against proforma invoice,Delivery in staggered lots as per production plan,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",1704500.00,306810.00,11727.00,0.00,2023037.00,INR,Issued,Approved,8,2025-08-14,PR-based procurement for Mechanical Components from PR202606300039,2025-08-14 10:18:00,2025-08-14 11:18:00
176,PO202508100176,40,2,1,2025-08-10,2025-08-31,30 days credit from invoice date,"FOR Hosur plant, freight included","EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",661100.00,118998.00,6788.80,9916.50,776970.30,INR,Cancelled,Pending,,,PR-based procurement for Electrical Components from PR202606300040,2025-08-10 10:25:00,2025-08-10 11:25:00
177,PO202508130177,41,18,1,2025-08-13,2025-08-30,45 days credit after GRN acceptance,Ex-works supplier warehouse,"EV Motor Manufacturing Pvt Ltd, SIPCOT Industrial Park, Hosur, Tamil Nadu 635126","Stator Shop, EV Motor Manufacturing Pvt Ltd, Hosur Plant",226000.00,40680.00,3760.00,0.00,270440.00,INR,Issued,Approved,10,2025-08-15,PR-based procurement for Electronic Components from PR202606300041,2025-08-13 10:32:00,2025-08-13 11:32:00
